,type,batch_no,time_secs,failed_chunks
0,extraction,189,4.785109519958496,[]
0,extraction,19,9.301192045211792,[]
0,extraction,190,3.8581018447875977,[]
0,extraction,191,12.025538444519043,[]
0,extraction,192,2.481757402420044,[]
0,extraction,193,3.3849384784698486,[]
0,extraction,194,6.769983291625977,[]
0,extraction,195,14.721279859542847,[]
0,extraction,196,5.539897918701172,[]
0,extraction,197,60.31687664985657,[0]
0,extraction,198,4.549502611160278,[]
0,extraction,199,3.9155075550079346,[]
0,extraction,2,6.290530204772949,[]
0,extraction,20,11.872923374176025,[]
0,extraction,200,2.723287343978882,[]
0,extraction,201,4.6426169872283936,[]
0,extraction,202,7.341570138931274,[]
0,extraction,203,3.1920135021209717,[]
0,extraction,204,2.9789161682128906,[]
0,extraction,205,3.5580859184265137,[]
0,extraction,206,3.003523349761963,[]
0,extraction,207,4.555399179458618,[]
0,extraction,208,5.979807376861572,[]
0,extraction,209,5.476152420043945,[]
0,extraction,21,4.518256902694702,[]
0,extraction,210,4.658109188079834,[]
0,extraction,211,4.131840229034424,[]
0,extraction,212,3.5118179321289062,[]
0,extraction,213,7.008239984512329,[]
0,extraction,214,3.018822431564331,[]
0,extraction,215,5.074886083602905,[]
0,extraction,216,5.4967710971832275,[]
0,extraction,217,2.9123289585113525,[]
0,extraction,218,2.9788572788238525,[]
0,extraction,219,4.2991111278533936,[]
0,extraction,22,2.31847882270813,[]
0,extraction,220,4.8606390953063965,[]
0,extraction,221,4.523038387298584,[]
0,extraction,222,6.2638633251190186,[]
0,extraction,223,2.699007749557495,[]
0,extraction,224,5.385347366333008,[]
0,extraction,225,4.632133483886719,[]
0,extraction,226,9.438177347183228,[]
0,extraction,227,2.6592485904693604,[]
0,extraction,228,0.7740325927734375,[]
0,extraction,229,5.752910137176514,[]
0,extraction,23,1.9700992107391357,[]
0,extraction,230,3.191789388656616,[]
0,extraction,231,7.293026685714722,[]
0,extraction,232,1.9293816089630127,[]
0,extraction,233,7.027254343032837,[]
0,extraction,234,5.592578887939453,[]
0,extraction,235,5.340466260910034,[]
0,extraction,236,2.4658420085906982,[]
0,extraction,237,8.869968175888062,[]
0,extraction,238,3.694180488586426,[]
0,extraction,239,2.092365026473999,[]
0,extraction,24,8.376948356628418,[]
0,extraction,240,4.87236475944519,[]
0,extraction,241,2.9429702758789062,[]
0,extraction,242,3.1217737197875977,[]
0,extraction,243,3.8801255226135254,[]
0,extraction,244,1.8351154327392578,[]
0,extraction,245,6.482764720916748,[]
0,extraction,246,9.544266700744629,[]
0,extraction,247,5.696040391921997,[]
0,extraction,248,60.892940044403076,[9]
0,extraction,249,5.101922273635864,[]
0,extraction,25,2.2896926403045654,[]
0,extraction,250,0.9339540004730225,[]
0,extraction,251,2.0656752586364746,[]
0,extraction,252,1.859264612197876,[]
0,extraction,253,2.447977304458618,[]
0,extraction,254,2.981623411178589,[]
0,extraction,255,2.298351287841797,[]
0,extraction,256,2.8856630325317383,[]
0,extraction,257,4.65300178527832,[]
0,extraction,258,2.0701358318328857,[]
0,extraction,259,3.6465728282928467,[]
0,extraction,26,4.474532604217529,[]
0,extraction,260,8.075111627578735,[]
0,extraction,261,3.0959959030151367,[]
0,extraction,262,2.193981647491455,[]
0,extraction,263,2.9521968364715576,[]
0,extraction,264,3.825747489929199,[]
0,extraction,265,4.523812532424927,[]
0,extraction,266,1.3987503051757812,[]
0,extraction,267,5.286362171173096,[]
0,extraction,268,2.269660472869873,[]
0,extraction,269,3.7437968254089355,[]
0,extraction,27,4.433011054992676,[]
0,extraction,270,3.502923011779785,[]
0,extraction,271,2.12921142578125,[]
0,extraction,272,2.9588406085968018,[]
0,extraction,273,2.7590205669403076,[]
0,extraction,274,3.6814191341400146,[]
0,extraction,275,3.5666744709014893,[]
0,extraction,276,1.9122414588928223,[]
0,extraction,277,5.3375701904296875,[]
0,extraction,278,2.9702696800231934,[]
0,extraction,279,7.8351428508758545,[]
0,extraction,28,3.6315956115722656,[]
0,extraction,280,4.900095224380493,[]
0,extraction,281,5.31525444984436,[]
0,extraction,282,7.650284767150879,[]
0,extraction,283,4.557804107666016,[]
0,extraction,284,2.975895643234253,[]
0,extraction,285,1.3401775360107422,[]
0,extraction,286,2.7722229957580566,[]
0,extraction,287,8.311603784561157,[]
0,extraction,288,2.9194517135620117,[]
0,extraction,289,3.5188119411468506,[]
0,extraction,29,3.9220356941223145,[]
0,extraction,290,6.826803922653198,[]
0,extraction,291,5.31054425239563,[]
0,extraction,292,7.3354713916778564,[]
0,extraction,293,2.9250309467315674,[]
0,extraction,294,4.651287078857422,[]
0,extraction,295,5.316405773162842,[]
0,extraction,296,60.38143348693848,[5]
0,extraction,297,6.6011269092559814,[]
0,extraction,298,4.257283449172974,[]
0,extraction,299,8.621890544891357,[]
0,extraction,3,4.410997152328491,[]
0,extraction,30,1.4041361808776855,[]
0,extraction,300,2.706678628921509,[]
0,extraction,301,8.013830661773682,[]
0,extraction,302,1.9718937873840332,[]
0,extraction,303,10.12869930267334,[]
0,extraction,304,0.802863597869873,[]
0,extraction,305,3.3148951530456543,[]
0,extraction,306,4.2886130809783936,[]
0,extraction,307,3.066746473312378,[]
0,extraction,308,6.324161529541016,[]
0,extraction,309,4.485363006591797,[]
0,extraction,31,1.864100456237793,[]
0,extraction,310,6.935476303100586,[]
0,extraction,311,2.3054842948913574,[]
0,extraction,312,10.776901721954346,[]
0,extraction,313,4.193738698959351,[]
0,extraction,314,2.1060898303985596,[]
0,extraction,315,3.4934706687927246,[]
0,extraction,316,3.876371145248413,[]
0,extraction,317,3.61562442779541,[]
0,extraction,318,2.9515514373779297,[]
0,extraction,319,3.4636385440826416,[]
0,extraction,32,5.909844160079956,[]
0,extraction,320,6.966569900512695,[]
0,extraction,321,2.648277521133423,[]
0,extraction,322,1.8400180339813232,[]
0,extraction,323,5.6567542552948,[]
0,extraction,324,2.7492525577545166,[]
0,extraction,325,3.8849728107452393,[]
0,extraction,326,3.6747145652770996,[]
0,extraction,327,2.584282398223877,[]
0,extraction,328,4.016210079193115,[]
0,extraction,329,3.843465805053711,[]
0,extraction,33,4.878052711486816,[]
0,extraction,330,2.013547897338867,[]
0,extraction,331,4.59148097038269,[]
0,extraction,332,2.4169650077819824,[]
0,extraction,333,4.829352140426636,[]
0,extraction,334,3.649960517883301,[]
0,extraction,335,1.404935359954834,[]
0,extraction,336,3.0682194232940674,[]
0,extraction,337,3.83431339263916,[]
0,extraction,338,4.459261894226074,[]
0,extraction,339,5.693992376327515,[]
0,extraction,34,5.195775270462036,[]
0,extraction,340,3.009939670562744,[]
0,extraction,341,7.7784264087677,[]
0,extraction,342,2.820603847503662,[]
0,extraction,343,3.8607046604156494,[]
0,extraction,344,2.7541916370391846,[]
0,extraction,345,3.538541793823242,[]
0,extraction,346,3.943838119506836,[]
0,extraction,347,3.6594748497009277,[]
0,extraction,348,5.986441612243652,[]
0,extraction,349,3.175868272781372,[]
0,extraction,35,4.014018774032593,[]
0,extraction,350,5.089070558547974,[]
0,extraction,351,4.8289055824279785,[]
0,extraction,352,3.4271841049194336,[]
0,extraction,353,4.08030366897583,[]
0,extraction,354,6.989665746688843,[]
0,extraction,355,2.519301176071167,[]
0,extraction,356,4.070256471633911,[]
0,extraction,357,2.5160374641418457,[]
0,extraction,358,2.2487869262695312,[]
0,extraction,359,4.2841784954071045,[]
0,extraction,36,3.911769390106201,[]
0,extraction,360,2.981285572052002,[]
0,extraction,361,3.924405097961426,[]
0,extraction,362,0.710965633392334,[]
0,extraction,363,4.407414674758911,[]
0,extraction,364,3.6354188919067383,[]
0,extraction,365,6.719330072402954,[]
0,extraction,366,3.677671432495117,[]
0,extraction,367,6.198137283325195,[]
0,extraction,368,3.577224016189575,[]
0,extraction,369,4.180102348327637,[]
0,extraction,37,2.7541141510009766,[]
0,extraction,370,3.170637607574463,[]
0,extraction,371,2.5923030376434326,[]
0,extraction,372,5.936666250228882,[]
0,extraction,373,4.554688453674316,[]
0,extraction,374,6.162035942077637,[]
0,extraction,375,3.692218065261841,[]
0,extraction,376,4.896896123886108,[]
0,extraction,377,1.3243417739868164,[]
0,extraction,378,5.501352310180664,[]
0,extraction,379,8.858842372894287,[]
0,extraction,38,2.9715750217437744,[]
0,extraction,380,9.490123271942139,[]
0,extraction,381,3.8714373111724854,[]
0,extraction,382,3.5193305015563965,[]
0,extraction,383,1.8810200691223145,[]
0,extraction,384,2.0000126361846924,[]
0,extraction,385,2.382716417312622,[]
0,extraction,386,3.6863913536071777,[]
0,extraction,387,1.9305732250213623,[]
0,extraction,388,1.3279218673706055,[]
0,extraction,389,1.9273483753204346,[]
0,extraction,39,0.8476636409759521,[]
0,extraction,390,2.438690423965454,[]
0,extraction,391,7.545048952102661,[]
0,extraction,392,5.047117233276367,[]
0,extraction,393,5.128819227218628,[]
0,extraction,394,3.284445285797119,[]
0,extraction,395,2.986837863922119,[]
0,extraction,396,5.469658136367798,[]
0,extraction,397,3.563547372817993,[]
0,extraction,398,5.433748722076416,[]
0,extraction,399,3.1103131771087646,[]
0,extraction,4,4.260573148727417,[]
0,extraction,40,5.824618101119995,[]
0,extraction,400,5.037211179733276,[]
0,extraction,401,12.175432920455933,[]
0,extraction,402,6.485260009765625,[]
0,extraction,403,6.833801984786987,[]
0,extraction,404,4.57237696647644,[]
0,extraction,405,6.75652289390564,[]
0,extraction,406,2.0214593410491943,[]
0,extraction,407,2.6002261638641357,[]
0,extraction,408,9.952511548995972,[]
0,extraction,409,3.374572992324829,[]
0,extraction,41,10.474947690963745,[]
0,extraction,410,2.745889663696289,[]
0,extraction,411,4.065669298171997,[]
0,extraction,412,1.789135456085205,[]
0,extraction,413,4.077044725418091,[]
0,extraction,414,19.989078283309937,[]
0,extraction,415,5.755213260650635,[]
0,extraction,416,3.937908887863159,[]
0,extraction,417,4.243506193161011,[]
0,extraction,418,5.8404576778411865,[]
0,extraction,419,2.4035816192626953,[]
0,extraction,42,3.1539201736450195,[]
0,extraction,420,4.290469169616699,[]
0,extraction,421,1.940685510635376,[]
0,extraction,422,4.001584768295288,[]
0,extraction,423,4.2296435832977295,[]
0,extraction,424,2.0912623405456543,[]
0,extraction,425,60.39092302322388,[2]
0,extraction,426,3.5942134857177734,[]
0,extraction,427,4.381446361541748,[]
0,extraction,428,3.45289945602417,[]
0,extraction,429,3.3393168449401855,[]
0,extraction,43,2.5175771713256836,[]
0,extraction,430,5.766733646392822,[]
0,extraction,431,6.565083742141724,[]
0,extraction,432,4.691934108734131,[]
0,extraction,433,3.807539463043213,[]
0,extraction,434,6.136245012283325,[]
0,extraction,435,3.705789804458618,[]
0,extraction,436,2.421501874923706,[]
0,extraction,437,4.434774398803711,[]
0,extraction,438,2.9179909229278564,[]
0,extraction,439,2.8344566822052,[]
0,extraction,44,3.2971386909484863,[]
0,extraction,440,2.9058570861816406,[]
0,extraction,441,5.596911907196045,[]
0,extraction,442,3.4458730220794678,[]
0,extraction,443,3.9077906608581543,[]
0,extraction,444,2.701800584793091,[]
0,extraction,445,5.573837041854858,[]
0,extraction,446,4.664924621582031,[]
0,extraction,447,3.7643423080444336,[]
0,extraction,448,7.9126057624816895,[]
0,extraction,449,4.549819469451904,[]
0,extraction,45,10.536113500595093,[]
0,extraction,450,5.75146746635437,[]
0,extraction,451,5.056755781173706,[]
0,extraction,452,3.6046555042266846,[]
0,extraction,453,2.3722240924835205,[]
0,extraction,454,60.333115339279175,[7]
0,extraction,455,7.724542140960693,[]
0,extraction,456,6.334693670272827,[]
0,extraction,457,4.573504209518433,[]
0,extraction,458,7.519941806793213,[]
0,extraction,459,2.528181791305542,[]
0,extraction,46,60.37082886695862,[5]
0,extraction,460,3.572664499282837,[]
0,extraction,461,2.966682195663452,[]
0,extraction,462,5.006088733673096,[]
0,extraction,463,8.887041330337524,[]
0,extraction,464,4.95026421546936,[]
0,extraction,465,6.08815336227417,[]
0,extraction,466,7.592592716217041,[]
0,extraction,467,3.827237844467163,[]
0,extraction,468,4.876239538192749,[]
0,extraction,469,2.403348207473755,[]
0,extraction,47,2.9545722007751465,[]
0,extraction,470,3.581298589706421,[]
0,extraction,471,3.911040782928467,[]
0,extraction,472,3.3201446533203125,[]
0,extraction,473,1.312326431274414,[]
0,extraction,474,4.189858436584473,[]
0,extraction,475,6.897453308105469,[]
0,extraction,476,1.6915788650512695,[]
0,extraction,477,8.626431226730347,[]
0,extraction,478,8.991213321685791,[]
0,extraction,479,11.603067636489868,[]
0,extraction,48,5.854447841644287,[]
0,extraction,480,6.122120141983032,[]
0,extraction,481,6.48846435546875,[]
0,extraction,482,4.2333738803863525,[]
0,extraction,483,2.3775641918182373,[]
0,extraction,484,4.556100606918335,[]
0,extraction,485,8.527806282043457,[]
0,extraction,486,4.081182241439819,[]
0,extraction,487,2.179007053375244,[]
0,extraction,488,4.806138515472412,[]
0,extraction,489,4.393960475921631,[]
0,extraction,49,3.114988327026367,[]
0,extraction,490,3.110551357269287,[]
0,extraction,491,7.350024700164795,[]
0,extraction,492,6.981757164001465,[]
0,extraction,493,6.159236907958984,[]
0,extraction,494,12.238630771636963,[]
0,extraction,495,3.569995880126953,[]
0,extraction,496,2.98960542678833,[]
0,extraction,497,2.8442318439483643,[]
0,extraction,498,1.8802404403686523,[]
0,extraction,499,4.7221455574035645,[]
0,extraction,5,3.1148431301116943,[]
0,extraction,50,4.01651668548584,[]
0,extraction,500,2.940584182739258,[]
0,extraction,501,6.448039770126343,[]
0,extraction,502,3.2044670581817627,[]
0,extraction,503,3.5431067943573,[]
0,extraction,504,3.8238272666931152,[]
0,extraction,505,2.986415386199951,[]
0,extraction,506,5.298274993896484,[]
0,extraction,507,3.4792137145996094,[]
0,extraction,508,2.1263444423675537,[]
0,extraction,509,4.954042196273804,[]
0,extraction,51,4.904616117477417,[]
0,extraction,510,6.033010482788086,[]
0,extraction,511,5.307926416397095,[]
0,extraction,512,2.6578519344329834,[]
0,extraction,513,2.7071335315704346,[]
0,extraction,514,3.0157880783081055,[]
0,extraction,515,5.1457130908966064,[]
0,extraction,516,2.9675838947296143,[]
0,extraction,517,4.41688871383667,[]
0,extraction,518,3.7083871364593506,[]
0,extraction,519,4.530903100967407,[]
0,extraction,52,2.6828346252441406,[]
0,extraction,520,5.107959032058716,[]
0,extraction,521,5.276727914810181,[]
0,extraction,522,3.6629574298858643,[]
0,extraction,523,3.402752161026001,[]
0,extraction,524,2.9507932662963867,[]
0,extraction,525,7.13295841217041,[]
0,extraction,526,6.342102289199829,[]
0,extraction,527,7.692128419876099,[]
0,extraction,528,3.2043404579162598,[]
0,extraction,529,2.9446139335632324,[]
0,extraction,53,60.89106750488281,[8]
0,extraction,530,3.617136240005493,[]
0,extraction,531,5.54609227180481,[]
0,extraction,532,3.989840507507324,[]
0,extraction,533,2.6809115409851074,[]
0,extraction,534,6.341436386108398,[]
0,extraction,535,6.654798984527588,[]
0,extraction,536,7.377108335494995,[]
0,extraction,537,4.397599697113037,[]
0,extraction,538,3.4365038871765137,[]
0,extraction,539,3.1787188053131104,[]
0,extraction,54,3.825234889984131,[]
0,extraction,540,2.5618367195129395,[]
0,extraction,541,4.231914281845093,[]
0,extraction,542,3.4920156002044678,[]
0,extraction,543,5.085784435272217,[]
0,extraction,544,4.012047529220581,[]
0,extraction,545,6.342170476913452,[]
0,extraction,546,2.7711262702941895,[]
0,extraction,547,2.5463719367980957,[]
0,extraction,548,4.251467943191528,[]
0,extraction,549,2.615593671798706,[]
0,extraction,55,9.661803245544434,[]
0,extraction,550,4.11792516708374,[]
0,extraction,551,3.617887258529663,[]
0,extraction,552,3.19600248336792,[]
0,extraction,553,2.972505569458008,[]
0,extraction,554,3.654888153076172,[]
0,extraction,555,3.6782007217407227,[]
0,extraction,556,3.8037636280059814,[]
0,extraction,557,2.547273635864258,[]
0,extraction,558,3.3442392349243164,[]
0,extraction,559,5.276032447814941,[]
0,extraction,56,3.9257116317749023,[]
0,extraction,560,4.490844249725342,[]
0,extraction,561,14.35690426826477,[]
0,extraction,562,61.58103156089783,[12]
0,extraction,563,5.467346906661987,[]
0,extraction,564,15.998444318771362,[]
0,extraction,565,3.4796640872955322,[]
0,extraction,566,2.416724443435669,[]
0,extraction,567,7.311154365539551,[]
0,extraction,568,4.835249423980713,[]
0,extraction,569,7.257548093795776,[]
0,extraction,57,3.6112048625946045,[]
0,extraction,570,5.248154640197754,[]
0,extraction,571,3.510650634765625,[]
0,extraction,572,3.4978790283203125,[]
0,extraction,573,4.519780874252319,[]
0,extraction,574,2.5407660007476807,[]
0,extraction,575,2.2102348804473877,[]
0,extraction,576,8.739385604858398,[]
0,extraction,577,2.4956517219543457,[]
0,extraction,578,6.508053541183472,[]
0,extraction,579,4.770307302474976,[]
0,extraction,58,60.38680934906006,[7]
0,extraction,580,6.375028133392334,[]
0,extraction,581,1.7603914737701416,[]
0,extraction,582,3.958885908126831,[]
0,extraction,583,3.034064531326294,[]
0,extraction,584,6.4028966426849365,[]
0,extraction,585,3.4189839363098145,[]
0,extraction,586,5.65773868560791,[]
0,extraction,587,2.7522988319396973,[]
0,extraction,588,7.479330778121948,[]
0,extraction,589,3.308819055557251,[]
0,extraction,59,3.7721073627471924,[]
0,extraction,590,4.230780124664307,[]
0,extraction,591,2.9677090644836426,[]
0,extraction,592,4.909517288208008,[]
0,extraction,593,3.3454926013946533,[]
0,extraction,594,4.621703863143921,[]
0,extraction,595,4.045457363128662,[]
0,extraction,596,6.325998067855835,[]
0,extraction,597,2.9215152263641357,[]
0,extraction,598,5.983671426773071,[]
0,extraction,599,2.5156967639923096,[]
0,extraction,6,7.237224817276001,[]
0,extraction,60,4.872757196426392,[]
0,extraction,600,2.4606258869171143,[]
0,extraction,601,3.8194997310638428,[]
0,extraction,602,1.869009256362915,[]
0,extraction,603,4.238096475601196,[]
0,extraction,604,5.0278966426849365,[]
0,extraction,605,6.395419359207153,[]
0,extraction,606,2.996438980102539,[]
0,extraction,607,3.59450364112854,[]
0,extraction,608,4.101488828659058,[]
0,extraction,609,4.044225692749023,[]
0,extraction,61,2.0303585529327393,[]
0,extraction,610,2.5363733768463135,[]
0,extraction,611,2.161745071411133,[]
0,extraction,612,2.398142099380493,[]
0,extraction,613,5.319101572036743,[]
0,extraction,614,3.9991629123687744,[]
0,extraction,615,5.053111553192139,[]
0,extraction,616,3.9780166149139404,[]
0,extraction,617,6.720106840133667,[]
0,extraction,618,5.492218494415283,[]
0,extraction,619,8.135788679122925,[]
0,extraction,62,5.173280239105225,[]
0,extraction,620,2.4154906272888184,[]
0,extraction,621,0.7932217121124268,[]
0,extraction,622,4.592932224273682,[]
0,extraction,623,3.594097852706909,[]
0,extraction,624,3.319537878036499,[]
0,extraction,625,5.2082109451293945,[]
0,extraction,626,3.456064224243164,[]
0,extraction,627,4.243590354919434,[]
0,extraction,628,4.491903305053711,[]
0,extraction,629,3.4651989936828613,[]
0,extraction,63,4.0755455493927,[]
0,extraction,630,4.117773532867432,[]
0,extraction,631,4.9263081550598145,[]
0,extraction,632,4.2391581535339355,[]
0,extraction,633,2.35969877243042,[]
0,extraction,634,8.845408916473389,[]
0,extraction,635,3.893115520477295,[]
0,extraction,636,3.602365493774414,[]
0,extraction,637,7.8954925537109375,[]
0,extraction,638,3.8464467525482178,[]
0,extraction,639,4.883924245834351,[]
0,extraction,64,2.796861410140991,[]
0,extraction,640,2.908811330795288,[]
0,extraction,641,4.135584115982056,[]
0,extraction,642,6.505218982696533,[]
0,extraction,643,5.35731053352356,[]
0,extraction,644,1.4298534393310547,[]
0,extraction,645,5.479081869125366,[]
0,extraction,646,2.980123281478882,[]
0,extraction,647,5.490167617797852,[]
0,extraction,648,6.575000762939453,[]
0,extraction,649,4.89215874671936,[]
0,extraction,65,9.75670051574707,[]
0,extraction,650,2.9803552627563477,[]
0,extraction,651,4.284761428833008,[]
0,extraction,652,60.372785568237305,[7]
0,extraction,653,5.4280993938446045,[]
0,extraction,654,6.328681468963623,[]
0,extraction,655,2.409759998321533,[]
0,extraction,656,3.40994930267334,[]
0,extraction,657,6.568016052246094,[]
0,extraction,658,3.3330066204071045,[]
0,extraction,659,2.7395167350769043,[]
0,extraction,66,4.143967628479004,[]
0,extraction,660,10.078970670700073,[]
0,extraction,661,5.064899921417236,[]
0,extraction,662,5.484554052352905,[]
0,extraction,663,3.858063220977783,[]
0,extraction,664,3.6288490295410156,[]
0,extraction,665,3.857811450958252,[]
0,extraction,666,4.864794731140137,[]
0,extraction,667,4.344625473022461,[]
0,extraction,668,3.4792981147766113,[]
0,extraction,669,3.68778395652771,[]
0,extraction,67,4.40127968788147,[]
0,extraction,670,5.160004377365112,[]
0,extraction,671,2.4850332736968994,[]
0,extraction,672,1.8555257320404053,[]
0,extraction,673,4.026549577713013,[]
0,extraction,674,2.9719128608703613,[]
0,extraction,675,3.5744409561157227,[]
0,extraction,676,6.750202417373657,[]
0,extraction,677,2.987464427947998,[]
0,extraction,678,1.837916612625122,[]
0,extraction,679,5.086477994918823,[]
0,extraction,68,3.495927333831787,[]
0,extraction,680,5.564716577529907,[]
0,extraction,681,4.4639201164245605,[]
0,extraction,682,4.647954225540161,[]
0,extraction,683,5.122789144515991,[]
0,extraction,684,3.2148613929748535,[]
0,extraction,685,6.0590596199035645,[]
0,extraction,686,6.4119954109191895,[]
0,extraction,687,4.511203765869141,[]
0,extraction,688,4.446190118789673,[]
0,extraction,689,3.5317869186401367,[]
0,extraction,69,3.111360788345337,[]
0,extraction,690,5.480740785598755,[]
0,extraction,691,3.210937738418579,[]
0,extraction,692,5.073890924453735,[]
0,extraction,693,7.726157903671265,[]
0,extraction,694,4.474798917770386,[]
0,extraction,695,4.559654712677002,[]
0,extraction,696,8.816914558410645,[]
0,extraction,697,4.194956064224243,[]
0,extraction,698,4.53469181060791,[]
0,extraction,699,3.6197941303253174,[]
0,extraction,7,61.11036229133606,[11]
0,extraction,70,3.203263759613037,[]
0,extraction,700,2.9888436794281006,[]
0,extraction,701,3.632530927658081,[]
0,extraction,702,2.8890280723571777,[]
0,extraction,703,8.338364124298096,[]
0,extraction,704,4.331761837005615,[]
0,extraction,705,3.7473082542419434,[]
0,extraction,706,2.3753440380096436,[]
0,extraction,707,4.69702935218811,[]
0,extraction,708,5.764254570007324,[]
0,extraction,709,1.9685969352722168,[]
0,extraction,71,3.0957887172698975,[]
