,type,batch_no,time_secs,failed_chunks
0,extraction,710,2.929844856262207,[]
0,extraction,711,4.250197410583496,[]
0,extraction,712,5.562333106994629,[]
0,extraction,713,5.22403621673584,[]
0,extraction,714,3.9255001544952393,[]
0,extraction,715,5.211381673812866,[]
0,extraction,716,3.255098581314087,[]
0,extraction,717,4.111493349075317,[]
0,extraction,718,2.038964033126831,[]
0,extraction,719,3.303969144821167,[]
0,extraction,72,3.9289462566375732,[]
0,extraction,720,3.8399009704589844,[]
0,extraction,721,1.7668976783752441,[]
0,extraction,722,2.3464694023132324,[]
0,extraction,723,2.224329948425293,[]
0,extraction,724,2.5379388332366943,[]
0,extraction,725,4.856769323348999,[]
0,extraction,726,3.5830657482147217,[]
0,extraction,727,6.745124578475952,[]
0,extraction,728,2.3116588592529297,[]
0,extraction,729,1.8604300022125244,[]
0,extraction,73,3.8134467601776123,[]
0,extraction,730,2.7223143577575684,[]
0,extraction,731,3.8877627849578857,[]
0,extraction,732,8.513526201248169,[]
0,extraction,733,2.6746416091918945,[]
0,extraction,734,5.509205102920532,[]
0,extraction,735,4.78300929069519,[]
0,extraction,736,3.5897254943847656,[]
0,extraction,737,5.231231451034546,[]
0,extraction,738,4.461764574050903,[]
0,extraction,739,5.187874794006348,[]
0,extraction,74,10.338319778442383,[]
0,extraction,740,4.439722299575806,[]
0,extraction,741,1.8596289157867432,[]
0,extraction,742,4.5322265625,[]
0,extraction,743,3.5413055419921875,[]
0,extraction,744,5.159816265106201,[]
0,extraction,745,7.616819858551025,[]
0,extraction,746,4.719130277633667,[]
0,extraction,747,1.8201255798339844,[]
0,extraction,748,6.719451427459717,[]
0,extraction,749,7.281536340713501,[]
0,extraction,75,2.2296955585479736,[]
0,extraction,750,60.484357595443726,[6]
0,extraction,751,3.4969887733459473,[]
0,extraction,752,4.396214008331299,[]
0,extraction,753,60.309589862823486,[2]
0,extraction,754,60.34697937965393,[6]
0,extraction,755,6.1121604442596436,[]
0,extraction,756,6.059003829956055,[]
0,extraction,757,4.0761168003082275,[]
0,extraction,758,6.037848711013794,[]
0,extraction,759,4.646456718444824,[]
0,extraction,76,3.4387526512145996,[]
0,extraction,760,3.9261367321014404,[]
0,extraction,761,6.126169919967651,[]
0,extraction,762,9.214346647262573,[]
0,extraction,763,3.254300832748413,[]
0,extraction,764,2.8611085414886475,[]
0,extraction,765,2.675114870071411,[]
0,extraction,766,60.69291114807129,[8]
0,extraction,767,3.666465997695923,[]
0,extraction,768,5.669770240783691,[]
0,extraction,769,2.5636990070343018,[]
0,extraction,77,6.446025133132935,[]
0,extraction,770,3.1878859996795654,[]
0,extraction,771,6.74925422668457,[]
0,extraction,772,3.1566476821899414,[]
0,extraction,773,4.844414472579956,[]
0,extraction,774,4.921200752258301,[]
0,extraction,775,5.026366710662842,[]
0,extraction,776,4.5310423374176025,[]
0,extraction,777,3.936591148376465,[]
0,extraction,778,1.9849810600280762,[]
0,extraction,779,4.833761692047119,[]
0,extraction,78,3.6360952854156494,[]
0,extraction,780,6.737742185592651,[]
0,extraction,781,2.756135940551758,[]
0,extraction,782,1.9620790481567383,[]
0,extraction,783,3.278409481048584,[]
0,extraction,784,3.611485242843628,[]
0,extraction,785,2.340428113937378,[]
0,extraction,786,3.6016578674316406,[]
0,extraction,787,2.733267307281494,[]
0,extraction,788,3.784449577331543,[]
0,extraction,789,2.490194082260132,[]
0,extraction,79,4.166219711303711,[]
0,extraction,790,3.6701767444610596,[]
0,extraction,791,60.28884482383728,[5]
0,extraction,792,5.21918249130249,[]
0,extraction,793,3.9287943840026855,[]
0,extraction,794,2.7264184951782227,[]
0,extraction,795,3.2575535774230957,[]
0,extraction,796,2.382049322128296,[]
0,extraction,797,3.6118431091308594,[]
0,extraction,798,5.560646295547485,[]
0,extraction,799,3.112590789794922,[]
0,extraction,8,3.627004861831665,[]
0,extraction,80,2.5219461917877197,[]
0,extraction,800,2.8047666549682617,[]
0,extraction,801,1.7813241481781006,[]
0,extraction,802,4.314836263656616,[]
0,extraction,803,3.270735502243042,[]
0,extraction,804,1.043524980545044,[]
0,extraction,805,3.0268282890319824,[]
0,extraction,806,3.9132297039031982,[]
0,extraction,807,7.773451805114746,[]
0,extraction,808,60.76310110092163,[8]
0,extraction,809,4.008221626281738,[]
0,extraction,81,3.0029850006103516,[]
0,extraction,810,3.8748676776885986,[]
0,extraction,811,4.635875701904297,[]
0,extraction,812,6.377595663070679,[]
0,extraction,813,5.9482855796813965,[]
0,extraction,814,3.9465677738189697,[]
0,extraction,815,2.6745197772979736,[]
0,extraction,816,4.853193521499634,[]
0,extraction,817,3.601858139038086,[]
0,extraction,818,4.597372531890869,[]
0,extraction,819,3.552250862121582,[]
0,extraction,82,2.6269657611846924,[]
0,extraction,820,5.1314697265625,[]
0,extraction,821,2.2686879634857178,[]
0,extraction,822,4.683690547943115,[]
0,extraction,823,2.9379024505615234,[]
0,extraction,824,3.658512592315674,[]
0,extraction,825,2.6346001625061035,[]
0,extraction,826,2.926084041595459,[]
0,extraction,827,4.2924299240112305,[]
0,extraction,828,8.947528839111328,[]
0,extraction,829,3.4710452556610107,[]
0,extraction,83,2.9798600673675537,[]
0,extraction,830,1.3833301067352295,[]
0,extraction,831,7.079491853713989,[]
0,extraction,832,2.695629358291626,[]
0,extraction,833,3.9072775840759277,[]
0,extraction,834,2.0748205184936523,[]
0,extraction,835,2.9357810020446777,[]
0,extraction,836,3.0137338638305664,[]
0,extraction,837,3.510629415512085,[]
0,extraction,838,3.325152635574341,[]
0,extraction,839,4.260271787643433,[]
0,extraction,84,5.143387794494629,[]
0,extraction,840,2.8903913497924805,[]
0,extraction,841,6.197245359420776,[]
0,extraction,842,0.7866709232330322,[]
0,extraction,843,3.533939838409424,[]
0,extraction,844,4.910193920135498,[]
0,extraction,845,2.6639769077301025,[]
0,extraction,846,4.2098777294158936,[]
0,extraction,847,2.918694257736206,[]
0,extraction,848,6.80310845375061,[]
0,extraction,849,3.973254680633545,[]
0,extraction,85,60.41137194633484,[6]
0,extraction,850,5.3868749141693115,[]
0,extraction,851,4.471670627593994,[]
0,extraction,852,2.412141799926758,[]
0,extraction,853,3.592532157897949,[]
0,extraction,854,4.193023204803467,[]
0,extraction,855,3.7298691272735596,[]
0,extraction,856,5.385607719421387,[]
0,extraction,857,2.93803071975708,[]
0,extraction,858,3.9226744174957275,[]
0,extraction,859,4.42015528678894,[]
0,extraction,86,2.916508197784424,[]
0,extraction,860,3.2938923835754395,[]
0,extraction,861,2.7891671657562256,[]
0,extraction,862,4.131534099578857,[]
0,extraction,863,6.278327703475952,[]
0,extraction,864,1.6232800483703613,[]
0,extraction,865,2.7309346199035645,[]
0,extraction,866,4.507436513900757,[]
0,extraction,867,2.7185702323913574,[]
0,extraction,868,4.464050054550171,[]
0,extraction,869,3.9854679107666016,[]
0,extraction,87,3.265225648880005,[]
0,extraction,870,3.9267256259918213,[]
0,extraction,871,2.9295382499694824,[]
0,extraction,872,3.5803165435791016,[]
0,extraction,873,6.0080225467681885,[]
0,extraction,874,3.5530385971069336,[]
0,extraction,875,4.984818458557129,[]
0,extraction,876,4.9274375438690186,[]
0,extraction,877,6.703334808349609,[]
0,extraction,878,3.137345790863037,[]
0,extraction,879,3.6904959678649902,[]
0,extraction,88,2.359079360961914,[]
0,extraction,880,2.7262158393859863,[]
0,extraction,881,2.8963212966918945,[]
0,extraction,882,4.102153301239014,[]
0,extraction,883,2.8076140880584717,[]
0,extraction,884,3.9385972023010254,[]
0,extraction,885,5.79297947883606,[]
0,extraction,886,1.6963415145874023,[]
0,extraction,887,2.7291717529296875,[]
0,extraction,888,2.5628325939178467,[]
0,extraction,889,2.1051318645477295,[]
0,extraction,89,1.4145846366882324,[]
0,extraction,890,6.448524236679077,[]
0,extraction,891,1.7005813121795654,[]
0,extraction,892,5.362019777297974,[]
0,extraction,893,4.132874011993408,[]
0,extraction,894,5.400961637496948,[]
0,extraction,895,5.049635410308838,[]
0,extraction,896,2.4114856719970703,[]
0,extraction,897,5.196815490722656,[]
0,extraction,898,2.666351079940796,[]
0,extraction,899,2.9571692943573,[]
0,extraction,9,3.842113494873047,[]
0,extraction,90,3.7010486125946045,[]
0,extraction,900,5.146408319473267,[]
0,extraction,901,6.041069507598877,[]
0,extraction,902,3.4873135089874268,[]
0,extraction,903,2.742910861968994,[]
0,extraction,904,2.62849760055542,[]
0,extraction,905,4.603689193725586,[]
0,extraction,906,1.9051425457000732,[]
0,extraction,907,4.744170665740967,[]
0,extraction,908,3.625753879547119,[]
0,extraction,909,8.093140125274658,[]
0,extraction,91,7.5616819858551025,[]
0,extraction,910,3.1976113319396973,[]
0,extraction,911,10.515121936798096,[]
0,extraction,912,3.6632044315338135,[]
0,extraction,913,3.8103134632110596,[]
0,extraction,914,3.4068305492401123,[]
0,extraction,915,3.773146390914917,[]
0,extraction,916,3.66093373298645,[]
0,extraction,917,2.8688864707946777,[]
0,extraction,918,4.94120192527771,[]
0,extraction,919,4.262661695480347,[]
0,extraction,92,4.576905965805054,[]
0,extraction,920,2.3637630939483643,[]
0,extraction,921,2.9766016006469727,[]
0,extraction,922,60.864580154418945,[12]
0,extraction,923,5.316220283508301,[]
0,extraction,924,1.7642207145690918,[]
0,extraction,925,3.544797658920288,[]
0,extraction,926,4.0817787647247314,[]
0,extraction,927,4.923262596130371,[]
0,extraction,928,5.748000144958496,[]
0,extraction,929,4.261918067932129,[]
0,extraction,93,3.150949001312256,[]
0,extraction,930,2.5604660511016846,[]
0,extraction,931,3.2420737743377686,[]
0,extraction,932,1.7268517017364502,[]
0,extraction,933,4.770005702972412,[]
0,extraction,934,3.7226526737213135,[]
0,extraction,935,6.68266224861145,[]
0,extraction,936,6.372437477111816,[]
0,extraction,937,2.6053202152252197,[]
0,extraction,938,2.374046802520752,[]
0,extraction,939,4.636655330657959,[]
0,extraction,94,7.137400388717651,[]
0,extraction,940,2.242746114730835,[]
0,extraction,941,3.5594418048858643,[]
0,extraction,942,6.30273175239563,[]
0,extraction,943,7.252361297607422,[]
0,extraction,944,4.308311462402344,[]
0,extraction,945,3.2412619590759277,[]
0,extraction,946,3.8911945819854736,[]
0,extraction,947,3.123725175857544,[]
0,extraction,948,5.408442258834839,[]
0,extraction,949,2.587454319000244,[]
0,extraction,95,2.3662543296813965,[]
0,extraction,950,3.6311707496643066,[]
0,extraction,951,1.089855670928955,[]
0,extraction,952,3.6677234172821045,[]
0,extraction,953,2.9698328971862793,[]
0,extraction,954,1.6494472026824951,[]
0,extraction,955,2.522916316986084,[]
0,extraction,956,5.460707187652588,[]
0,extraction,957,2.253262758255005,[]
0,extraction,958,5.177170515060425,[]
0,extraction,959,5.34733772277832,[]
0,extraction,96,3.1325321197509766,[]
0,extraction,960,3.049379825592041,[]
0,extraction,961,4.265718460083008,[]
0,extraction,962,2.8211851119995117,[]
0,extraction,963,4.04080057144165,[]
0,extraction,964,1.8447554111480713,[]
0,extraction,965,4.888157606124878,[]
0,extraction,966,2.0598816871643066,[]
0,extraction,967,3.6429216861724854,[]
0,extraction,968,7.365220546722412,[]
0,extraction,969,5.078517913818359,[]
0,extraction,97,4.1922314167022705,[]
0,extraction,970,1.493072271347046,[]
0,extraction,971,8.524877548217773,[]
0,extraction,972,1.5306885242462158,[]
0,extraction,973,10.143400192260742,[]
0,extraction,974,3.4260382652282715,[]
0,extraction,975,1.8046209812164307,[]
0,extraction,976,5.369542121887207,[]
0,extraction,977,2.834127187728882,[]
0,extraction,978,3.1815991401672363,[]
0,extraction,979,1.6756083965301514,[]
0,extraction,98,3.4434707164764404,[]
0,extraction,980,2.877666473388672,[]
0,extraction,981,4.603948354721069,[]
0,extraction,982,7.631425619125366,[]
0,extraction,983,2.173255205154419,[]
0,extraction,984,2.119117498397827,[]
0,extraction,985,3.105234384536743,[]
0,extraction,986,3.787792682647705,[]
0,extraction,987,3.6629929542541504,[]
0,extraction,988,5.3062169551849365,[]
0,extraction,989,1.610147476196289,[]
0,extraction,99,3.155301809310913,[]
0,extraction,990,3.083961248397827,[]
0,extraction,991,6.103684186935425,[]
0,extraction,992,2.613140106201172,[]
0,extraction,993,4.914562940597534,[]
0,extraction,994,4.167482137680054,[]
0,extraction,995,4.9566614627838135,[]
0,extraction,996,2.2788381576538086,[]
0,extraction,997,3.116835832595825,[]
0,extraction,998,4.991453647613525,[]
0,extraction,999,2.34350848197937,[]
