Year,Source,Target,NbOfMention,TargetID,SourceID
2011,Alberta,Calgary,3,640,612
2011,Alberta,Lethbridge,2,542,612
2011,Alberta,Dundee,1,562,612
2011,Alberta,MIT,2,511,612
2011,Alberta,British_Columbia,1,517,612
2011,Alberta,Waterloo,1,576,612
2011,Alberta,Toronto,1,601,612
2011,Amsterdam,Groningen,3,607,538
2011,Amsterdam,Brown-Stanford,3,656,538
2011,Amsterdam,Yale,9,652,538
2011,Amsterdam,British_Columbia,1,517,538
2011,Amsterdam,Warsaw,1,528,538
2011,Amsterdam,TU-Delft,4,556,538
2011,Amsterdam,Bielefeld-Germany,2,525,538
2011,Amsterdam,Cambridge,3,638,538
2011,Amsterdam,KULeuven,1,584,538
2011,Amsterdam,Tokyo_Tech,1,649,538
2011,Arizona_State,Imperial_College_London,2,515,578
2011,Arizona_State,Johns_Hopkins,2,530,578
2011,Arizona_State,USC,1,512,578
2011,Arizona_State,Cornell,3,597,578
2011,Arizona_State,British_Columbia,1,517,578
2011,Arizona_State,Brown-Stanford,1,656,578
2011,Arizona_State,Columbia-Cooper,1,643,578
2011,Arizona_State,MIT,3,511,578
2011,Arizona_State,Panama,1,653,578
2011,Arizona_State,TU_Munich,1,568,578
2011,Arizona_State,UQ-Australia,1,570,578
2011,Arizona_State,UTP-Panama,1,672,578
2011,Arizona_State,Penn,1,548,578
2011,Arizona_State,Cambridge,1,638,578
2011,Arizona_State,TU-Delft,1,556,578
2011,ArtScienceBangalore,Washington,1,590,645
2011,Bard-Annandale,Cambridge,1,638,595
2011,Berkeley,BU_Wellesley_Software,1,577,641
2011,Berkeley,MIT,1,511,641
2011,Berkeley,UCSF,1,644,641
2011,Bielefeld-Germany,Amsterdam,15,538,525
2011,Bielefeld-Germany,MIT,3,511,525
2011,Bielefeld-Germany,Freiburg,19,608,525
2011,Bielefeld-Germany,Alberta,7,612,525
2011,Bielefeld-Germany,Edinburgh,3,523,525
2011,Bielefeld-Germany,Berkeley,3,641,525
2011,Bielefeld-Germany,DTU-Denmark,2,564,525
2011,Bielefeld-Germany,Potsdam_Bioware,2,627,525
2011,Bielefeld-Germany,TU-Delft,2,556,525
2011,Bilkent_UNAM_Turkey,Fatih_Turkey,1,541,596
2011,Bilkent_UNAM_Turkey,MIT,3,511,596
2011,Bilkent_UNAM_Turkey,Edinburgh,1,523,596
2011,Bilkent_UNAM_Turkey,USC,1,512,596
2011,Bilkent_UNAM_Turkey,METU-Ankara,1,593,596
2011,British_Columbia,Alberta,4,612,517
2011,British_Columbia,MIT,4,511,517
2011,British_Columbia,Edinburgh,1,523,517
2011,British_Columbia,TU-Delft,3,556,517
2011,British_Columbia,Grinnell,3,531,517
2011,British_Columbia,UCSF,1,644,517
2011,British_Columbia,Cambridge,1,638,517
2011,British_Columbia,Imperial_College_London,1,515,517
2011,Brown-Stanford,Cornell,3,597,656
2011,Brown-Stanford,MIT,7,511,656
2011,Brown-Stanford,Arizona_State,2,578,656
2011,Brown-Stanford,Missouri_Miners,1,621,656
2011,Brown-Stanford,Panama,1,653,656
2011,Brown-Stanford,TU-Delft,1,556,656
2011,Brown-Stanford,UQ-Australia,1,570,656
2011,Brown-Stanford,UTP-Panama,1,672,656
2011,Brown-Stanford,Cambridge,3,638,656
2011,Brown-Stanford,UC_Davis,1,611,656
2011,Brown-Stanford,Michigan,1,618,656
2011,Brown-Stanford,Virginia,1,635,656
2011,Brown-Stanford,Duke,1,655,656
2011,Brown-Stanford,Washington,1,590,656
2011,Brown-Stanford,Penn,3,548,656
2011,BU_Wellesley_Software,Berkeley,5,641,577
2011,BU_Wellesley_Software,MIT,17,511,577
2011,BU_Wellesley_Software,Johns_Hopkins,2,530,577
2011,BU_Wellesley_Software,Harvard,3,615,577
2011,BU_Wellesley_Software,Duke,2,655,577
2011,BU_Wellesley_Software,Michigan,1,618,577
2011,BU_Wellesley_Software,TU-Delft,1,556,577
2011,BU_Wellesley_Software,Cambridge,2,638,577
2011,BYU_Provo,UNICAMP-EMSE_Brazil,1,554,619
2011,BYU_Provo,Baltimore,1,665,619
2011,BYU_Provo,British_Columbia,1,517,619
2011,BYU_Provo,Valencia,1,565,619
2011,Calgary,Alberta,18,612,640
2011,Calgary,MIT,5,511,640
2011,Calgary,Cambridge,1,638,640
2011,Calgary,Lethbridge,7,542,640
2011,Calgary,Brown-Stanford,3,656,640
2011,Calgary,Berkeley,1,641,640
2011,Calgary,Panama,1,653,640
2011,Calgary,Washington,2,590,640
2011,Calgary,Yale,1,652,640
2011,Calgary,Penn,2,548,640
2011,Caltech,Cambridge,1,638,620
2011,Cambridge,Amsterdam,3,538,638
2011,Cambridge,British_Columbia,1,517,638
2011,Cambridge,TU-Delft,2,556,638
2011,Cambridge,MIT,2,511,638
2011,Cambridge,Imperial_College_London,2,515,638
2011,Cambridge,UEA-JIC_Norwich,2,509,638
2011,Cambridge,Edinburgh,2,523,638
2011,Cambridge,Alberta,1,612,638
2011,Colombia,MIT,1,511,669
2011,Columbia-Cooper,KULeuven,1,584,643
2011,Columbia-Cooper,Cornell,1,597,643
2011,Columbia-Cooper,Harvard,1,615,643
2011,Columbia-Cooper,Penn,1,548,643
2011,Copenhagen,DTU-Denmark,2,564,527
2011,Cornell,Arizona_State,1,578,597
2011,Cornell,British_Columbia,1,517,597
2011,Cornell,Brown-Stanford,1,656,597
2011,Cornell,Cambridge,2,638,597
2011,Cornell,Columbia-Cooper,1,643,597
2011,Cornell,HokkaidoU_Japan,1,547,597
2011,Cornell,Missouri_Miners,1,621,597
2011,Cornell,MIT,1,511,597
2011,Cornell,Panama,1,653,597
2011,Cornell,Penn,1,548,597
2011,Cornell,TU_Munich,1,568,597
2011,Cornell,UNAM-Genomics_Mexico,1,535,597
2011,Cornell,uOttawa,1,642,597
2011,Cornell,UQ-Australia,1,570,597
2011,Cornell,UTP-Panama,1,672,597
2011,Cornell,Harvard,1,615,597
2011,Cornell,TU-Delft,1,556,597
2011,Debrecen_Hungary,Edinburgh,2,523,626
2011,Debrecen_Hungary,Alberta,1,612,626
2011,DTU-Denmark,DTU-Denmark-2,44,678,564
2011,DTU-Denmark,Copenhagen,13,527,564
2011,DTU-Denmark,MIT,3,511,564
2011,DTU-Denmark,Amsterdam,1,538,564
2011,DTU-Denmark,Cambridge,1,638,564
2011,DTU-Denmark,Osaka,1,602,564
2011,DTU-Denmark-2,DTU-Denmark,41,564,678
2011,DTU-Denmark-2,Copenhagen,12,527,678
2011,DTU-Denmark-2,MIT,2,511,678
2011,DTU-Denmark-2,Amsterdam,1,538,678
2011,Dundee,Amsterdam,2,538,562
2011,Dundee,Edinburgh,4,523,562
2011,Dundee,St_Andrews,3,628,562
2011,Dundee,Groningen,2,607,562
2011,Dundee,Glasgow,2,660,562
2011,Dundee,Berkeley,1,641,562
2011,Dundee,British_Columbia,1,517,562
2011,Dundee,MIT,2,511,562
2011,Edinburgh,Berkeley,5,641,523
2011,Edinburgh,UC_Davis,5,611,523
2011,Edinburgh,ETH_Zurich,3,625,523
2011,Edinburgh,MIT,6,511,523
2011,Edinburgh,Osaka,2,602,523
2011,Edinburgh,Cambridge,2,638,523
2011,Edinburgh,Washington,2,590,523
2011,Edinburgh,Dundee,2,562,523
2011,Edinburgh,Glasgow,3,660,523
2011,Edinburgh,Alberta,1,612,523
2011,Edinburgh,Amsterdam,1,538,523
2011,Edinburgh,Arizona_State,1,578,523
2011,Edinburgh,ArtScienceBangalore,1,645,523
2011,Edinburgh,Baltimore,1,665,523
2011,Edinburgh,Bard-Annandale,1,595,523
2011,Edinburgh,Bielefeld-Germany,1,525,523
2011,Edinburgh,Bilkent_UNAM_Turkey,1,596,523
2011,Edinburgh,British_Columbia,1,517,523
2011,Edinburgh,Brown-Stanford,1,656,523
2011,Edinburgh,BU_Wellesley_Software,1,577,523
2011,Edinburgh,BYU_Provo,1,619,523
2011,Edinburgh,Calgary,1,640,523
2011,Edinburgh,Caltech,1,620,523
2011,Edinburgh,CBNU-Korea,1,605,523
2011,Edinburgh,Colombia,1,669,523
2011,Edinburgh,Columbia-Cooper,1,643,523
2011,Edinburgh,Copenhagen,1,527,523
2011,Edinburgh,Cornell,1,597,523
2011,Edinburgh,Debrecen_Hungary,1,626,523
2011,Edinburgh,DTU-Denmark,1,564,523
2011,Edinburgh,DTU-Denmark-2,1,678,523
2011,Edinburgh,Duke,1,655,523
2011,Edinburgh,ENSPS-Strasbourg,1,522,523
2011,Edinburgh,EPF-Lausanne,1,613,523
2011,Edinburgh,Fatih_Turkey,1,541,523
2011,Edinburgh,Freiburg,1,608,523
2011,Edinburgh,Fudan-Shanghai,1,604,523
2011,Edinburgh,Gaston_Day_School,1,614,523
2011,Edinburgh,GeorgiaState,1,529,523
2011,Edinburgh,GeorgiaTech,1,582,523
2011,Edinburgh,Greenfield_IN-Rihm-HS,1,586,523
2011,Edinburgh,Greenfield_IN-Schini-HS,1,637,523
2011,Edinburgh,Grenoble,1,545,523
2011,Edinburgh,Grinnell,1,531,523
2011,Edinburgh,Groningen,1,607,523
2011,Edinburgh,Harvard,1,615,523
2011,Edinburgh,HIT-Harbin,1,609,523
2011,Edinburgh,HKU-Hong_Kong,1,544,523
2011,Edinburgh,HKUST-Hong_Kong,1,524,523
2011,Edinburgh,HokkaidoU_Japan,1,547,523
2011,Edinburgh,Hong_Kong-CUHK,1,559,523
2011,Edinburgh,Hunter-NYC,1,661,523
2011,Edinburgh,HUST-China,1,580,523
2011,Edinburgh,IIT_Madras,1,572,523
2011,Edinburgh,Imperial_College_London,1,515,523
2011,Edinburgh,ITESM_Mexico,1,587,523
2011,Edinburgh,Johns_Hopkins,1,530,523
2011,Edinburgh,KAIST-Korea,1,623,523
2011,Edinburgh,KAIT_Japan,1,647,523
2011,Edinburgh,KIT-Kyoto,1,579,523
2011,Edinburgh,Korea_U_Seoul,1,610,523
2011,Edinburgh,KULeuven,1,584,523
2011,Edinburgh,Kyoto,1,622,523
2011,Edinburgh,Lethbridge,1,542,523
2011,Edinburgh,LMU-Munich,1,549,523
2011,Edinburgh,Lyon-INSA-ENS,1,540,523
2011,Edinburgh,Macquarie_Australia,1,646,523
2011,Edinburgh,METU-Ankara,1,593,523
2011,Edinburgh,METU-BIN_Ankara,1,536,523
2011,Edinburgh,Michigan,1,618,523
2011,Edinburgh,Minnesota,1,632,523
2011,Edinburgh,Missouri_Miners,1,621,523
2011,Edinburgh,NCTU_Formosa,1,539,523
2011,Edinburgh,Nevada,1,558,523
2011,Edinburgh,Northwestern,1,575,523
2011,Edinburgh,NTNU_Trondheim,1,639,523
2011,Edinburgh,NYC_Software,1,651,523
2011,Edinburgh,NYC_Wetware,1,650,523
2011,Edinburgh,NYMU-Taipei,1,624,523
2011,Edinburgh,OUC-China,1,594,523
2011,Edinburgh,Panama,1,653,523
2011,Edinburgh,Paris_Bettencourt,1,606,523
2011,Edinburgh,Peking_R,1,598,523
2011,Edinburgh,Peking_S,1,581,523
2011,Edinburgh,Penn,1,548,523
2011,Edinburgh,Penn_State,1,648,523
2011,Edinburgh,Potsdam_Bioware,1,627,523
2011,Edinburgh,Queens_Canada,1,631,523
2011,Edinburgh,Rutgers,1,588,523
2011,Edinburgh,Sevilla,1,514,523
2011,Edinburgh,SJTU-BioX-Shanghai,1,567,523
2011,Edinburgh,SouthBend-Mishawaka-HS,1,663,523
2011,Edinburgh,SouthBend-Mishawaka-HS-2,1,675,523
2011,Edinburgh,St_Andrews,1,628,523
2011,Edinburgh,SYSU-China,1,629,523
2011,Edinburgh,Tec-Monterrey,1,633,523
2011,Edinburgh,Tianjin,1,563,523
2011,Edinburgh,Tokyo-NoKoGen,1,519,523
2011,Edinburgh,Tokyo_Metropolitan,1,543,523
2011,Edinburgh,Tokyo_Tech,1,649,523
2011,Edinburgh,Toronto,1,601,523
2011,Edinburgh,Tsinghua,1,533,523
2011,Edinburgh,Tsinghua-A,1,574,523
2011,Edinburgh,TU-Delft,1,556,523
2011,Edinburgh,TU_Munich,1,568,523
2011,Edinburgh,TzuChiU_Formosa,1,571,523
2011,Edinburgh,UANL_Mty-Mexico,1,566,523
2011,Edinburgh,UCL_London,1,676,523
2011,Edinburgh,UCSF,1,644,523
2011,Edinburgh,UEA-JIC_Norwich,1,509,523
2011,Edinburgh,UIUC-Illinois,1,617,523
2011,Edinburgh,ULB-Brussels,1,551,523
2011,Edinburgh,UNAM-Genomics_Mexico,1,535,523
2011,Edinburgh,UNICAMP-EMSE_Brazil,1,554,523
2011,Edinburgh,UNIPV-Pavia,1,516,523
2011,Edinburgh,UNIST_Korea,1,526,523
2011,Edinburgh,UNITS_Trieste,1,553,523
2011,Edinburgh,uOttawa,1,642,523
2011,Edinburgh,UPO-Sevilla,1,510,523
2011,Edinburgh,Uppsala-Sweden,1,592,523
2011,Edinburgh,UQ-Australia,1,570,523
2011,Edinburgh,USC,1,512,523
2011,Edinburgh,UST-Beijing,1,603,523
2011,Edinburgh,USTC-China,1,557,523
2011,Edinburgh,USTC-Software,1,507,523
2011,Edinburgh,UT-Tokyo,1,518,523
2011,Edinburgh,Utah_State,1,654,523
2011,Edinburgh,UTP-Panama,1,672,523
2011,Edinburgh,UT_Dallas,1,569,523
2011,Edinburgh,Valencia,1,565,523
2011,Edinburgh,VCU,1,674,523
2011,Edinburgh,Virginia,1,635,523
2011,Edinburgh,Virginia_Tech,1,555,523
2011,Edinburgh,VIT_Vellore,1,513,523
2011,Edinburgh,Wageningen_UR,1,546,523
2011,Edinburgh,WarrenCIndpls_IN-HS,1,659,523
2011,Edinburgh,Warsaw,1,528,523
2011,Edinburgh,WashU,1,552,523
2011,Edinburgh,Waterloo,1,576,523
2011,Edinburgh,West_Point,1,583,523
2011,Edinburgh,WHU-China,1,560,523
2011,Edinburgh,Wisconsin-Madison,1,634,523
2011,Edinburgh,WITS-CSIR_SA,1,537,523
2011,Edinburgh,XMU-China,1,658,523
2011,Edinburgh,Yale,1,652,523
2011,Edinburgh,ZJU-China,1,561,523
2011,ENSPS-Strasbourg,Northwestern,1,575,522
2011,EPF-Lausanne,MIT,32,511,613
2011,EPF-Lausanne,Berkeley,5,641,613
2011,EPF-Lausanne,Cambridge,4,638,613
2011,EPF-Lausanne,Amsterdam,2,538,613
2011,EPF-Lausanne,Penn,1,548,613
2011,EPF-Lausanne,TU-Delft,2,556,613
2011,ETH_Zurich,Amsterdam,2,538,625
2011,ETH_Zurich,Edinburgh,2,523,625
2011,ETH_Zurich,Glasgow,1,660,625
2011,ETH_Zurich,Cambridge,1,638,625
2011,ETH_Zurich,MIT,2,511,625
2011,Fatih_Turkey,Washington,4,590,541
2011,Fatih_Turkey,Cambridge,1,638,541
2011,Fatih_Turkey,Groningen,1,607,541
2011,Fatih_Turkey,Bilkent_UNAM_Turkey,1,596,541
2011,Fatih_Turkey,METU-Ankara,5,593,541
2011,Fatih_Turkey,Michigan,1,618,541
2011,Fatih_Turkey,Paris_Bettencourt,1,606,541
2011,Fatih_Turkey,Kyoto,1,622,541
2011,Freiburg,Cambridge,1,638,608
2011,Freiburg,Edinburgh,3,523,608
2011,Freiburg,UANL_Mty-Mexico,1,566,608
2011,Freiburg,Uppsala-Sweden,3,592,608
2011,Freiburg,Alberta,2,612,608
2011,Freiburg,Berkeley,1,641,608
2011,Freiburg,TU_Munich,1,568,608
2011,Freiburg,Amsterdam,1,538,608
2011,Fudan-Shanghai,Cambridge,1,638,604
2011,Gaston_Day_School,Edinburgh,1,523,614
2011,Gaston_Day_School,UNIPV-Pavia,1,516,614
2011,GeorgiaTech,Harvard,1,615,582
2011,GeorgiaTech,Michigan,1,618,582
2011,GeorgiaTech,MIT,1,511,582
2011,Glasgow,MIT,1,511,660
2011,Glasgow,Edinburgh,4,523,660
2011,Glasgow,Amsterdam,2,538,660
2011,Glasgow,Cambridge,5,638,660
2011,Glasgow,Imperial_College_London,1,515,660
2011,Greenfield_IN-Rihm-HS,West_Point,1,583,586
2011,Greenfield_IN-Schini-HS,SouthBend-Mishawaka-HS,1,663,637
2011,Greenfield_IN-Schini-HS,SouthBend-Mishawaka-HS-2,1,675,637
2011,Grenoble,MIT,3,511,545
2011,Grenoble,Paris_Bettencourt,2,606,545
2011,Grenoble,Amsterdam,1,538,545
2011,Grenoble,Kyoto,1,622,545
2011,Grenoble,Washington,1,590,545
2011,Grinnell,British_Columbia,6,517,531
2011,Grinnell,Berkeley,2,641,531
2011,Groningen,Caltech,1,620,607
2011,Groningen,British_Columbia,1,517,607
2011,Groningen,Amsterdam,2,538,607
2011,Harvard,Johns_Hopkins,2,530,615
2011,Harvard,Penn,3,548,615
2011,Harvard,MIT,3,511,615
2011,Harvard,Northwestern,1,575,615
2011,Harvard,Cambridge,1,638,615
2011,Harvard,UC_Davis,1,611,615
2011,Harvard,Groningen,1,607,615
2011,Harvard,Imperial_College_London,1,515,615
2011,HIT-Harbin,MIT,5,511,609
2011,HKU-Hong_Kong,MIT,2,511,544
2011,HKUST-Hong_Kong,Cornell,1,597,524
2011,HKUST-Hong_Kong,MIT,1,511,524
2011,HKUST-Hong_Kong,Hong_Kong-CUHK,1,559,524
2011,HokkaidoU_Japan,Calgary,1,640,547
2011,HokkaidoU_Japan,Arizona_State,1,578,547
2011,HokkaidoU_Japan,British_Columbia,1,517,547
2011,HokkaidoU_Japan,Brown-Stanford,1,656,547
2011,HokkaidoU_Japan,Cornell,1,597,547
2011,HokkaidoU_Japan,Panama,1,653,547
2011,HokkaidoU_Japan,TU_Munich,1,568,547
2011,HokkaidoU_Japan,UTP-Panama,1,672,547
2011,Hong_Kong-CUHK,Edinburgh,3,523,559
2011,Hong_Kong-CUHK,NYMU-Taipei,4,624,559
2011,Hong_Kong-CUHK,HKUST-Hong_Kong,2,524,559
2011,Hong_Kong-CUHK,TU_Munich,1,568,559
2011,Hong_Kong-CUHK,Yale,1,652,559
2011,HUST-China,USTC-China,2,557,580
2011,HUST-China,WHU-China,2,560,580
2011,HUST-China,MIT,1,511,580
2011,Imperial_College_London,Berkeley,13,641,515
2011,Imperial_College_London,Amsterdam,4,538,515
2011,Imperial_College_London,Paris_Bettencourt,1,606,515
2011,Imperial_College_London,Sevilla,1,514,515
2011,Imperial_College_London,WITS-CSIR_SA,1,537,515
2011,Imperial_College_London,Cambridge,1,638,515
2011,Imperial_College_London,Washington,5,590,515
2011,Imperial_College_London,MIT,6,511,515
2011,Imperial_College_London,Colombia,3,669,515
2011,ITESM_Mexico,British_Columbia,4,517,587
2011,ITESM_Mexico,Cambridge,5,638,587
2011,ITESM_Mexico,Tokyo-NoKoGen,2,519,587
2011,ITESM_Mexico,Tec-Monterrey,2,633,587
2011,ITESM_Mexico,UNAM-Genomics_Mexico,2,535,587
2011,ITESM_Mexico,Valencia,1,565,587
2011,ITESM_Mexico,KULeuven,1,584,587
2011,Johns_Hopkins,Baltimore,4,665,530
2011,Johns_Hopkins,British_Columbia,2,517,530
2011,Johns_Hopkins,Washington,1,590,530
2011,Johns_Hopkins,Edinburgh,2,523,530
2011,Johns_Hopkins,Imperial_College_London,2,515,530
2011,Johns_Hopkins,Cambridge,3,638,530
2011,Johns_Hopkins,Tsinghua,2,533,530
2011,Johns_Hopkins,Penn,1,548,530
2011,Johns_Hopkins,Virginia,1,635,530
2011,Johns_Hopkins,Virginia_Tech,1,555,530
2011,Johns_Hopkins,Waterloo,1,576,530
2011,Johns_Hopkins,MIT,12,511,530
2011,KAIST-Korea,MIT,6,511,623
2011,KAIST-Korea,Penn,2,548,623
2011,KIT-Kyoto,Kyoto,72,622,579
2011,KIT-Kyoto,MIT,2,511,579
2011,KIT-Kyoto,Osaka,1,602,579
2011,KIT-Kyoto,Wisconsin-Madison,1,634,579
2011,KIT-Kyoto,Brown-Stanford,1,656,579
2011,KIT-Kyoto,Columbia-Cooper,1,643,579
2011,KIT-Kyoto,Northwestern,1,575,579
2011,Korea_U_Seoul,Kyoto,1,622,610
2011,Korea_U_Seoul,Cambridge,2,638,610
2011,Korea_U_Seoul,Imperial_College_London,2,515,610
2011,Korea_U_Seoul,TU-Delft,5,556,610
2011,Korea_U_Seoul,Valencia,2,565,610
2011,Korea_U_Seoul,HIT-Harbin,1,609,610
2011,KULeuven,ULB-Brussels,3,551,584
2011,KULeuven,Berkeley,6,641,584
2011,KULeuven,MIT,4,511,584
2011,KULeuven,Cambridge,4,638,584
2011,KULeuven,Amsterdam,5,538,584
2011,KULeuven,Edinburgh,4,523,584
2011,KULeuven,Freiburg,3,608,584
2011,KULeuven,Imperial_College_London,3,515,584
2011,KULeuven,Paris_Bettencourt,3,606,584
2011,KULeuven,Sevilla,3,514,584
2011,KULeuven,UPO-Sevilla,3,510,584
2011,KULeuven,Alberta,2,612,584
2011,KULeuven,Arizona_State,2,578,584
2011,KULeuven,ArtScienceBangalore,2,645,584
2011,KULeuven,Baltimore,2,665,584
2011,KULeuven,Bard-Annandale,2,595,584
2011,KULeuven,Bielefeld-Germany,2,525,584
2011,KULeuven,Bilkent_UNAM_Turkey,2,596,584
2011,KULeuven,British_Columbia,2,517,584
2011,KULeuven,Brown-Stanford,2,656,584
2011,KULeuven,BU_Wellesley_Software,2,577,584
2011,KULeuven,BYU_Provo,2,619,584
2011,KULeuven,Calgary,2,640,584
2011,KULeuven,Caltech,2,620,584
2011,KULeuven,CBNU-Korea,2,605,584
2011,KULeuven,Colombia,2,669,584
2011,KULeuven,Columbia-Cooper,2,643,584
2011,KULeuven,Copenhagen,2,527,584
2011,KULeuven,Cornell,2,597,584
2011,KULeuven,Debrecen_Hungary,2,626,584
2011,KULeuven,DTU-Denmark,2,564,584
2011,KULeuven,DTU-Denmark-2,2,678,584
2011,KULeuven,Duke,2,655,584
2011,KULeuven,Dundee,2,562,584
2011,KULeuven,ENSPS-Strasbourg,2,522,584
2011,KULeuven,EPF-Lausanne,2,613,584
2011,KULeuven,ETH_Zurich,2,625,584
2011,KULeuven,Fatih_Turkey,2,541,584
2011,KULeuven,Fudan-Shanghai,2,604,584
2011,KULeuven,Gaston_Day_School,2,614,584
2011,KULeuven,GeorgiaState,2,529,584
2011,KULeuven,GeorgiaTech,2,582,584
2011,KULeuven,Glasgow,2,660,584
2011,KULeuven,Greenfield_IN-Rihm-HS,2,586,584
2011,KULeuven,Greenfield_IN-Schini-HS,2,637,584
2011,KULeuven,Grenoble,2,545,584
2011,KULeuven,Grinnell,2,531,584
2011,KULeuven,Groningen,2,607,584
2011,KULeuven,Harvard,2,615,584
2011,KULeuven,HIT-Harbin,2,609,584
2011,KULeuven,HKU-Hong_Kong,2,544,584
2011,KULeuven,HKUST-Hong_Kong,2,524,584
2011,KULeuven,HokkaidoU_Japan,2,547,584
2011,KULeuven,Hong_Kong-CUHK,2,559,584
2011,KULeuven,Hunter-NYC,2,661,584
2011,KULeuven,HUST-China,2,580,584
2011,KULeuven,IIT_Madras,2,572,584
2011,KULeuven,ITESM_Mexico,2,587,584
2011,KULeuven,Johns_Hopkins,2,530,584
2011,KULeuven,KAIST-Korea,2,623,584
2011,KULeuven,KAIT_Japan,2,647,584
2011,KULeuven,KIT-Kyoto,2,579,584
2011,KULeuven,Korea_U_Seoul,2,610,584
2011,KULeuven,Kyoto,2,622,584
2011,KULeuven,Lethbridge,2,542,584
2011,KULeuven,LMU-Munich,2,549,584
2011,KULeuven,Lyon-INSA-ENS,2,540,584
2011,KULeuven,Macquarie_Australia,2,646,584
2011,KULeuven,METU-Ankara,2,593,584
2011,KULeuven,METU-BIN_Ankara,2,536,584
2011,KULeuven,Michigan,2,618,584
2011,KULeuven,Minnesota,2,632,584
2011,KULeuven,Missouri_Miners,2,621,584
2011,KULeuven,NCTU_Formosa,2,539,584
2011,KULeuven,Nevada,2,558,584
2011,KULeuven,Northwestern,2,575,584
2011,KULeuven,NTNU_Trondheim,2,639,584
2011,KULeuven,NYC_Software,2,651,584
2011,KULeuven,NYC_Wetware,2,650,584
2011,KULeuven,NYMU-Taipei,2,624,584
2011,KULeuven,Osaka,2,602,584
2011,KULeuven,OUC-China,2,594,584
2011,KULeuven,Panama,2,653,584
2011,KULeuven,Peking_R,2,598,584
2011,KULeuven,Peking_S,2,581,584
2011,KULeuven,Penn,2,548,584
2011,KULeuven,Penn_State,2,648,584
2011,KULeuven,Potsdam_Bioware,2,627,584
2011,KULeuven,Queens_Canada,2,631,584
2011,KULeuven,Rutgers,2,588,584
2011,KULeuven,SJTU-BioX-Shanghai,2,567,584
2011,KULeuven,SouthBend-Mishawaka-HS,2,663,584
2011,KULeuven,SouthBend-Mishawaka-HS-2,2,675,584
2011,KULeuven,St_Andrews,2,628,584
2011,KULeuven,SYSU-China,2,629,584
2011,KULeuven,Tec-Monterrey,2,633,584
2011,KULeuven,Tianjin,2,563,584
2011,KULeuven,Tokyo-NoKoGen,2,519,584
2011,KULeuven,Tokyo_Metropolitan,2,543,584
2011,KULeuven,Tokyo_Tech,2,649,584
2011,KULeuven,Toronto,2,601,584
2011,KULeuven,Tsinghua,2,533,584
2011,KULeuven,Tsinghua-A,2,574,584
2011,KULeuven,TU-Delft,2,556,584
2011,KULeuven,TU_Munich,2,568,584
2011,KULeuven,TzuChiU_Formosa,2,571,584
2011,KULeuven,UANL_Mty-Mexico,2,566,584
2011,KULeuven,UCL_London,2,676,584
2011,KULeuven,UCSF,2,644,584
2011,KULeuven,UC_Davis,2,611,584
2011,KULeuven,UEA-JIC_Norwich,2,509,584
2011,KULeuven,UIUC-Illinois,2,617,584
2011,KULeuven,UNAM-Genomics_Mexico,2,535,584
2011,KULeuven,UNICAMP-EMSE_Brazil,2,554,584
2011,KULeuven,UNIPV-Pavia,2,516,584
2011,KULeuven,UNIST_Korea,2,526,584
2011,KULeuven,UNITS_Trieste,2,553,584
2011,KULeuven,uOttawa,2,642,584
2011,KULeuven,Uppsala-Sweden,2,592,584
2011,KULeuven,UQ-Australia,2,570,584
2011,KULeuven,USC,2,512,584
2011,KULeuven,UST-Beijing,2,603,584
2011,KULeuven,USTC-China,2,557,584
2011,KULeuven,USTC-Software,2,507,584
2011,KULeuven,UT-Tokyo,2,518,584
2011,KULeuven,Utah_State,2,654,584
2011,KULeuven,UTP-Panama,2,672,584
2011,KULeuven,UT_Dallas,2,569,584
2011,KULeuven,Valencia,2,565,584
2011,KULeuven,VCU,2,674,584
2011,KULeuven,Virginia,2,635,584
2011,KULeuven,Virginia_Tech,2,555,584
2011,KULeuven,VIT_Vellore,2,513,584
2011,KULeuven,Wageningen_UR,2,546,584
2011,KULeuven,WarrenCIndpls_IN-HS,2,659,584
2011,KULeuven,Warsaw,2,528,584
2011,KULeuven,Washington,2,590,584
2011,KULeuven,WashU,2,552,584
2011,KULeuven,Waterloo,2,576,584
2011,KULeuven,West_Point,2,583,584
2011,KULeuven,WHU-China,2,560,584
2011,KULeuven,Wisconsin-Madison,2,634,584
2011,KULeuven,WITS-CSIR_SA,2,537,584
2011,KULeuven,XMU-China,2,658,584
2011,KULeuven,Yale,2,652,584
2011,KULeuven,ZJU-China,2,561,584
2011,Kyoto,Cambridge,4,638,622
2011,Kyoto,MIT,1,511,622
2011,Kyoto,Osaka,1,602,622
2011,Kyoto,Tokyo_Metropolitan,2,543,622
2011,Kyoto,Penn,1,548,622
2011,Lethbridge,Alberta,2,612,542
2011,Lethbridge,Calgary,4,640,542
2011,Lethbridge,Glasgow,1,660,542
2011,Lethbridge,Berkeley,2,641,542
2011,LMU-Munich,TU-Delft,1,556,549
2011,LMU-Munich,Amsterdam,1,538,549
2011,LMU-Munich,TU_Munich,1,568,549
2011,LMU-Munich,Washington,1,590,549
2011,LMU-Munich,Freiburg,3,608,549
2011,Lyon-INSA-ENS,Amsterdam,7,538,540
2011,Lyon-INSA-ENS,TU-Delft,10,556,540
2011,Lyon-INSA-ENS,Copenhagen,1,527,540
