TeamID	num_editors	num_edits	num_edits_per_editor	num_sections	deadline_exponent	inequality_effort	num_advisors	num_instructors	num_primary_PIs	num_secondary_PIs	num_student_leaders	num_student_members	num_unspecified	num_students_tot	num_supervisors_tot	num_total_registered	prop_students_editing	collab_strength_in	collab_strength_in_norm	collab_strength_out	collab_strength_out_norm	collab_singleton	collab_strength_tot	collab_strength_tot_norm	collab_degree_in	collab_degree_in_norm	collab_degree_out	collab_degree_out_norm	collab_degree_tot	collab_degree_tot_norm	collab_eigen_centrality	collab_between_centrality	collab_between_centrality_norm	collab_clustering	collab_clustering_norm	collab_clustering_weighted	collab_clustering_weighted_norm	collab_coreness	collab_coreness_norm	collab_authority	collab_authority_norm	collab_burt	collab_burt_norm	collaboration.score	overlap.score.10	overlap.score.20	overlap.score.5	communities_bipartite	gini_sections	ineq_entropy_sections	ineq_part_ratio_sections	gini_editors	dol_generalist	dol_correlation_activities	num_biobricks	prop_team_participated_before	num_team_participated_before	prop_team_participated_previous_year	num_team_participated_previous_year	nb_participations	past_medal_best_all_years	past_medal_year_before	past_nb_awards_best_all_years	past_nb_awards_year_before	past_performance_best_all_years	past_performance_year_before	has_gold_year_before	Region	Country	Track	Division	Team	Year	medal	medal_numeric	finalist	nb.awards	nb.awards.signif	winner	performance
345	10	541	54.1	98	0.307213608097497	5.70966858856847	2	3	1	0	0	7	1	7	6	13	1	4	0.142682926829268	47	1.6765243902439	0	51	0.909603658536585	2	0.346153846153846	3	0.519230769230769	5	0.432692307692308	0.000697410464232717	0.00101847233373382	0	0.5	1.07580073323387	0.590686274509804	1.09124787127279	5	0.5	1.51944929054662e-05	0.388344315992492	0.312527760765518	0.783886778922496	0.244897959183673	1	1	2	5	0.282828993666432	0.00969515514077653	0.575176451277562	0.657241379310345	0.147959183673469	0.666683940670382	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Australia	Health & Medicine	Collegiate	RMIT_Australia	2010	bronze	1	0	0	0	0	1
346	14	3437	245.5	506	1.10366785207205	7.34365402200243	0	0	1	0	0	18	5	18	1	19	0.5	24	0.85609756097561	38	1.35548780487805	0	62	1.10579268292683	9	1.55769230769231	8	1.38461538461538	17	1.47115384615385	0.0179095505182992	0.00589893273231751	0.010632183908046	0.474358974358974	1.0206314648629	0.467237903225806	0.863186414304704	10	1	5.2607175516804e-05	0.603184330509174	0.153706443180188	0.259889980285209	0.472789115646258	1	0	2	8	0.213565801355012	0.00194610124246588	0.814224677806187	0.734903263631034	0.103190287972897	0.433406079444722	79	0	0	0	0	1	3	NA	-Inf	NA	3	NA	NA	Asia	China	Environment	Collegiate	Peking	2010	gold	3	1	3	2	0	4
348	6	160	26.6666666666667	27	0.504364426829287	5.30030165495183	0	3	1	0	0	12	0	12	4	16	0.333333333333333	4	0.142682926829268	8	0.285365853658537	0	12	0.214024390243902	3	0.519230769230769	3	0.519230769230769	6	0.519230769230769	0.00020753542266787	8.01597126112887e-05	0	0.733333333333333	1.57784107540967	0.983333333333333	1.81663338570391	6	0.6	1.6333538745471e-05	0.472144229822119	0.213406492148961	0.295380880904916	0.348148148148148	1	0	2	5	0.271079590228527	0.0355383133654097	0.764624437521634	0.535460992907801	0.290123456790123	0.545641347739612	1	0.125	2	0.125	2	1	2	2	1	1	4	4	0	Europe	Belgium	Food & Energy	Collegiate	ULB-Brussels	2010	bronze	1	0	0	0	0	1
349	21	3837	182.714285714286	477	1.27183451175066	8.04116617202186	0	1	1	0	0	25	3	25	2	27	0.68	89	3.17469512195122	13	0.463719512195122	0	102	1.81920731707317	12	2.07692307692308	5	0.865384615384615	17	1.47115384615385	0.00504996730942217	0.00622825117577741	0.0453273363318341	0.384615384615385	0.827539025564514	0.465992647058824	0.860885898447048	10	1	7.88754433711492e-05	0.683433401110666	0.135950120551482	0.608999246125657	0.453689167974882	2	1	3	10	0.359935723483276	0.0020155299430976	0.61692892782906	0.534880348078318	0.0983328341818908	0.10227166741833	32	0.3	9	0.3	9	2	3	3	1	1	4	4	1	North America	Canada	Foundational Advance	Collegiate	Alberta	2010	gold	3	0	0	0	0	3
351	12	2593	216.083333333333	171	1.23388628550226	7.04477423320934	0	0	1	0	0	12	0	12	1	13	1	1	0.0356707317073171	11	0.392378048780488	0	12	0.214024390243902	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	0.00020434370935539	0.00485251464735987	0.000299850074962519	0.333333333333333	0.717200488822579	0.5	0.923711891035886	6	0.6	1.47157669156377e-05	0.383338826876479	0.201509290475534	0.428888395931361	0.30952380952381	0	0	2	7	0.30680753449	0.00564302763716253	0.672227352005745	0.484346224677717	0.176413255360624	0.16964814560194	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Korea, Republic Of	Health & Medicine	Collegiate	KAIST-Korea	2010	none	0	0	0	0	0	0
352	14	954	68.1428571428571	121	0.901066241738979	5.5096842171	3	1	1	0	0	11	6	11	5	16	0.636363636363636	97	3.46006097560976	91	3.24603658536585	0	188	3.3530487804878	14	2.42307692307692	8	1.38461538461538	22	1.90384615384615	0.00034663806863029	0.0126848101923064	0.0313343328335832	0.233918128654971	0.503298588647423	0.451621073961499	0.834335512521268	10	1	0.00761944594201007	0.718618267671637	0.109757727412355	0.697928794521485	0.526530612244898	0	0	0	5	0.275190718372537	0.00802645430865353	0.757529065695475	0.543269230769231	0.122786304604486	0.178908840761706	17	0	0	0	0	1	1	NA	0	NA	1	NA	NA	Europe	Turkey	New Application	Collegiate	METU_Turkey	2010	gold	3	0	0	0	0	3
353	10	1546	154.6	262	0.857273066702759	4.67416278290604	8	1	1	0	0	5	0	5	10	16	1	17	0.60640243902439	14	0.499390243902439	0	31	0.552896341463415	9	1.55769230769231	6	1.03846153846154	15	1.29807692307692	0.000569558378850879	0.0156313503671075	0.0311219390304848	0.340659340659341	0.732963136928569	0.347926267281106	0.642767260582575	8	0.8	1.56175085142862e-05	0.570257525860225	0.13287858339672	0.17151251646774	0.474489795918367	0	0	2	9	0.2976156818396	0.00370769806941414	0.72468766107852	0.467901234567901	0.185496183206107	0.181461930879352	12	0.375	6	0.375	6	1	3	3	1	1	4	4	1	North America	United States	Foundational Advance	Collegiate	Stanford	2010	gold	3	0	0	0	0	3
354	9	584	64.8888888888889	107	0.814727705617093	5.90872983581621	3	4	1	0	0	6	0	6	8	14	1	0	0	3	0.107012195121951	0	3	0.0535060975609756	0	0	1	0.173076923076923	1	0.0865384615384615	0	0	0	NA	NA	NA	NA	1	0.1	0	0	1	1	0.352769679300292	1	0	1	6	0.268365269148436	0.00907384504989174	0.754278584712446	0.592178770949721	0.185877466251298	0.361915927904241	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Africa	South Africa	Health & Medicine	Collegiate	WITS-South_Africa	2010	bronze	1	0	0	0	0	1
356	13	2260	173.846153846154	189	0.453659769551349	4.95331980141272	1	4	1	0	0	9	0	9	6	15	1	3	0.107012195121951	13	0.463719512195122	0	16	0.285365853658537	3	0.519230769230769	7	1.21153846153846	10	0.865384615384615	0.000206507563085095	0.00357887507902622	0.000149925037481259	0.694444444444444	1.49416768504704	0.840277777777778	1.55234915021309	9	0.9	2.85835421385904e-05	0.491869166330489	0.190142638346478	0.224831562919484	0.285714285714286	0	0	2	7	0.300908967575634	0.00509305797037406	0.63586125808348	0.505917159763314	0.126984126984127	0.18246514654475	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	United Kingdom	Health & Medicine	Collegiate	St_Andrews	2010	gold	3	0	0	0	0	3
357	6	329	54.8333333333333	34	0.382518346483925	4.70172576240275	4	2	1	0	0	5	2	5	7	12	0.4	5	0.178353658536585	4	0.142682926829268	0	9	0.160518292682927	3	0.519230769230769	3	0.519230769230769	6	0.519230769230769	5.05502615740917e-05	0.00890379215154328	0.0012743628185907	0.333333333333333	0.717200488822578	0.333333333333333	0.615807927357257	5	0.5	1.08442481415164e-06	0.0220542709099178	0.312218940639225	0.586214181217729	0.551470588235294	1	1	2	4	0.270196078431373	0.0283948628273911	0.80703012912482	0.42	0.367647058823529	0.362554286403594	8	0	0	0	0	3	2	NA	-Inf	NA	2	NA	NA	North America	Canada	Environment	Collegiate	Toronto	2010	none	0	0	0	0	0	0
358	12	2297	191.416666666667	170	1.2563190997687	5.15389275505675	0	3	1	0	0	17	0	17	4	21	0.705882352941177	362	12.9128048780488	35	1.2484756097561	0	397	7.08064024390244	10	1.73076923076923	9	1.55769230769231	19	1.64423076923077	0.00066575103033257	0.00768853668403893	0.0197526236881559	0.362637362637363	0.780251081246542	0.8445284075007	1.56020186465199	10	1	1	0.635006019368062	0.16459438337576	0.617600116307638	0.293877551020408	1	1	3	7	0.31607103218646	0.00555587430400636	0.50685673042223	0.675786163522013	0.129901960784314	0.794716514061807	18	0.142857142857143	3	0.142857142857143	3	2	2	2	0	0	2	2	0	Asia	Japan	Foundational Advance	Collegiate	Kyoto	2010	gold	3	0	0	0	0	3
359	3	115	38.3333333333333	4	NA	4.44790959910393	0	1	1	0	0	17	0	17	2	19	0.176470588235294	2	0.0713414634146341	23	0.820426829268293	0	25	0.445884146341463	2	0.346153846153846	3	0.519230769230769	5	0.432692307692308	0.000204578529536685	0.00490638609266795	0	0.5	1.07580073323387	0.68	1.2562481718088	5	0.5	1.48388891338662e-05	0.397061947476448	0.289940550853307	0.557014932897327	0.5	NA	NA	NA	2	0.25	0.224060156295072	0.75	0.333333333333333	0.5	1	7	0.473684210526316	9	0.473684210526316	9	3	2	1	0	0	2	1	0	North America	Canada	Health & Medicine	Collegiate	Waterloo	2010	bronze	1	0	0	0	0	1
360	9	860	95.5555555555556	216	1.08413040222938	6.86327826374405	2	1	1	0	0	9	0	9	4	13	0.777777777777778	9	0.321036585365854	32	1.14146341463415	0	41	0.73125	5	0.865384615384615	5	0.865384615384615	10	0.865384615384615	0.000221896355878964	0.00874107589062612	0.0208020989505247	0.5	1.07580073323387	0.384823848238482	0.71093272914415	8	0.8	2.07109527398046e-05	0.453009272195182	0.191849207141041	0.39515162180193	0.404081632653061	0	0	1	4	0.165448343079922	0.00455110278136906	0.79896115627823	0.709273182957394	0.136831275720165	0.47850725176955	30	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Latin America	Mexico	Information Processing	Collegiate	UNAM-Genomics_Mexico	2010	gold	3	0	0	0	0	3
361	3	105	35	29	NA	5.74296209473365	0	4	1	0	0	10	0	10	5	15	0.1	0	0	4	0.142682926829268	0	4	0.0713414634146341	0	0	3	0.519230769230769	3	0.259615384615385	0	0	0	0.666666666666667	1.43440097764516	1.125	2.07835175483074	3	0.3	3.47422779362616e-18	0	0.369437371898651	0.406150204165405	0.603448275862069	1	1	1	3	0.135960591133005	0.0339748484478498	0.898752751283933	0.533333333333333	0.402298850574713	0.811576354679803	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Hong Kong	New Application	Collegiate	Hong_Kong-CUHK	2010	gold	3	0	0	0	0	3
362	13	3239	249.153846153846	277	0.688479349583301	6.5916281042776	4	4	1	0	0	13	0	13	9	22	0.769230769230769	30	1.07012195121951	315	11.2362804878049	0	345	6.1532012195122	8	1.38461538461538	14	2.42307692307692	22	1.90384615384615	0.000259208740060936	0.00266009852216749	0.0669415292353823	0.4	0.860640586587094	0.308281573498965	0.569526710456494	10	1	0.00656294946753842	0.548157145495161	0.171674122267011	0.776443746938279	0.399092970521542	3	0	3	5	0.293217605038789	0.00349945631598958	0.686293394309575	0.699509001636661	0.13051930019439	0.603058519036044	38	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Japan	New Application	Collegiate	KIT-Kyoto	2010	gold	3	0	1	1	0	4
363	8	441	55.125	43	1.2033227094624	4.57259998645851	0	2	1	0	0	11	0	11	3	14	0.636363636363636	1	0.0356707317073171	9	0.321036585365854	0	10	0.178353658536585	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	0.000204343709355389	0.00407177925807156	0	0.2	0.430320293293547	0.36	0.665072561545838	5	0.5	1.47157669156377e-05	0.383338826876479	0.185321121458998	0.309588514573166	0.383720930232558	1	1	2	5	0.305379375146817	0.0222925010374394	0.747312237895539	0.460858585858586	0.287790697674419	0.404327418037721	12	0.142857142857143	2	0	0	1	1	NA	0	NA	1	NA	NA	North America	United States	New Application	Collegiate	Johns_Hopkins	2010	gold	3	0	0	0	0	3
364	13	1627	125.153846153846	257	1.35081973159083	6.87232117032635	0	4	1	0	0	15	0	15	5	20	0.733333333333333	1	0.0356707317073171	13	0.463719512195122	0	14	0.24969512195122	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	0.000204343709355389	0	0	0.533333333333333	1.14752078211613	0.6	1.10845426924306	6	0.6	1.47157669156377e-05	0.383338826876479	0.218823792174462	0.38245250203198	0.2574568288854	3	0	3	6	0.28797570465977	0.00375959816164881	0.635034566128971	0.69155722326454	0.122717749176893	0.413591465062147	93	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Hungary	Food & Energy	Collegiate	Debrecen-Hungary	2010	gold	3	0	0	0	0	3
365	8	645	80.625	56	1.24135827922783	5.98339385257113	0	2	1	0	0	13	0	13	3	16	0.615384615384615	2	0.0713414634146341	7	0.24969512195122	0	9	0.160518292682927	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	4.449458639131e-06	2.49875062468766e-05	0	0.4	0.860640586587094	0.577777777777778	1.06740040741925	6	0.6	2.58966757508615e-05	0.0250469325827896	0.255907333496746	0.317261724590674	0.251700680272109	1	1	3	4	0.255070546737213	0.017149443313883	0.693258664412511	0.658950617283951	0.180803571428571	0.754800471618464	16	0.0625	1	0	0	1	1	NA	0	NA	1	NA	NA	Europe	France	Foundational Advance	Collegiate	ESBS-Strasbourg	2010	bronze	1	0	0	0	0	1
366	5	384	76.8	37	-0.41852295564807	6.7260596159959	1	4	1	0	0	12	0	12	6	18	0.416666666666667	0	0	4	0.142682926829268	0	4	0.0713414634146341	0	0	3	0.519230769230769	3	0.259615384615385	0	0	0	0.333333333333333	0.717200488822578	0.375	0.692783918276914	3	0.3	3.47422779362616e-18	0	0.343583563633787	0.379102998234723	0.439189189189189	1	1	2	3	0.253638253638254	0.0261933616053293	0.809852405597086	0.529230769230769	0.351351351351351	0.62235410850757	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Hong Kong	Manufacturing	Collegiate	HKU-Hong_Kong	2010	none	0	0	0	0	0	0
367	8	885	110.625	111	0.898825263084071	3.20279996275396	0	1	1	0	0	6	0	6	2	8	1	1	0.0356707317073171	2	0.0713414634146341	0	3	0.0535060975609756	1	0.173076923076923	2	0.346153846153846	3	0.259615384615385	2.22472931956579e-06	0.000831910884384648	0	0.666666666666667	1.43440097764516	1	1.84742378207177	3	0.3	1.29483378754308e-05	0.0500938651655794	0.367856830631081	0.356450685674937	0.554421768707483	2	1	3	5	0.288501940675854	0.008741906847709	0.767853072779837	0.465909090909091	0.28490990990991	0.341326094215617	13	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Spain	New Application	Collegiate	UPO-Sevilla	2010	bronze	1	0	0	0	0	1
368	16	3983	248.9375	533	0.251900732635351	6.14005055827966	3	2	1	0	0	21	1	21	6	27	0.666666666666667	4	0.142682926829268	5	0.178353658536585	0	9	0.160518292682927	3	0.519230769230769	4	0.692307692307692	7	0.605769230769231	0.00020846690667031	0.000777354829078967	0.000599700149925037	0.476190476190476	1.0245721268894	0.481481481481481	0.889500339516038	7	0.7	2.77779980318031e-05	0.44890783768777	0.182185483450801	0.220601528074484	0.448979591836735	3	1	5	9	0.312574525745257	0.0018135267896281	0.620792407019093	0.639166666666667	0.105534709193246	0.300093755694906	20	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Germany	Foundational Advance	Collegiate	LMU-Munich	2010	bronze	1	0	0	0	0	1
369	10	2203	220.3	358	0.814963088517241	6.97846315432378	0	5	1	0	0	10	0	10	6	16	1	199	7.0984756097561	287	10.2375	0	486	8.66798780487805	7	1.21153846153846	13	2.25	20	1.73076923076923	0.892596912305472	0.00474749864543938	0.00833333333333333	0.438095238095238	0.942606356738246	0.728070175438597	1.34505415712243	10	1	0.000284406018565089	0.484924389987615	0.150902803329632	0.824229307929924	0.351473922902494	2	0	3	7	0.247808296142389	0.00272630438790346	0.718979916227005	0.535294117647059	0.147206703910615	0.181860203946905	NA	0.375	6	0.375	6	1	3	3	0	0	3	3	1	Asia	China	Software Tools	Collegiate	USTC_Software	2010	gold	3	0	1	1	0	4
371	21	3238	154.190476190476	702	0.958230454395002	4.97295649518656	2	2	1	0	0	16	11	16	5	21	0.625	259	9.23871951219512	241	8.59664634146342	0	500	8.91768292682927	12	2.07692307692308	14	2.42307692307692	26	2.25	1	0.00536496154187309	0.107896051974013	0.314285714285714	0.676217603747003	0.60116	1.11059728083027	10	1	0.00297376803237579	0.67726111370408	0.112703350415025	0.779309290063974	0.442176870748299	0	0	0	12	0.24566987913406	0.00139405368902956	0.724007206875538	0.493761390719192	0.0691222357889024	0.0764082036763331	55	0.15625	5	0.15625	5	3	3	3	0	0	3	3	1	Asia	China	Manufacturing	Collegiate	USTC	2010	gold	3	0	0	0	0	3
372	8	322	40.25	38	1.28295650982724	4.9375466015483	3	1	1	0	0	15	0	15	5	20	0.533333333333333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	NA	NA	0.463157894736842	0	0	0	5	0.23744019138756	0.0256159522738211	0.835202761000863	0.446022727272727	0.289473684210526	0.288163911437165	2	0.1	2	0.1	2	2	2	2	2	0	4	2	0	Asia	India	Food & Energy	Collegiate	IIT_Madras	2010	gold	3	0	0	0	0	3
373	3	128	42.6666666666667	14	NA	6.1539650475552	0	1	1	0	0	6	0	6	2	8	0.333333333333333	0	0	5	0.178353658536585	0	5	0.0891768292682927	0	0	3	0.519230769230769	3	0.259615384615385	0	0	0	0.333333333333333	0.717200488822578	0.6	1.10845426924306	3	0.3	3.47422779362616e-18	0	0.355088614540466	0.387003074032029	0.404761904761905	0	NA	0	2	0.15546218487395	0.0692290991127889	0.825714285714286	0.470588235294118	0.404761904761905	0.711538461538462	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Health & Medicine	Collegiate	The_Citadel-Charleston	2010	none	0	0	0	0	0	0
374	10	1218	121.8	87	1.02472655578409	3.05589071907862	0	2	1	0	0	10	0	10	3	13	1	173	6.17103658536585	93	3.31737804878049	0	266	4.74420731707317	5	0.865384615384615	9	1.55769230769231	14	1.21153846153846	0.000530210040517727	0.00592035855806593	0.00442278860569715	0.490909090909091	1.05624071990234	0.528629265471371	0.976602276930942	10	1	0.000101640454620568	0.491244065778672	0.17374493475475	0.872942515153162	0.416909620991254	1	0	1	7	0.326007326007326	0.0110069807557095	0.68724843354496	0.563736263736264	0.209195402298851	0.463450350056565	13	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Denmark	Foundational Advance	Collegiate	DTU-Denmark	2010	gold	3	0	0	0	0	3
375	12	488	40.6666666666667	42	0.887548954964935	6.04958905448751	1	1	1	0	0	12	0	12	3	15	0.75	1	0.0356707317073171	29	1.0344512195122	0	30	0.535060975609756	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	0.00020434370935539	0	0	0.533333333333333	1.14752078211613	0.466666666666667	0.86213109830016	6	0.6	1.47157669156377e-05	0.383338826876479	0.202620907218065	0.620003143208076	0.275132275132275	1	0	2	4	0.391025641025641	0.0221376609848941	0.613151927437642	0.560897435897436	0.206349206349206	0.520911579371687	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Manufacturing	Collegiate	Baltimore_US	2010	none	0	0	0	0	0	0
376	5	377	75.4	28	0.483518235358141	2.82420989549041	0	1	1	0	0	5	0	5	2	7	1	12	0.428048780487805	21	0.749085365853659	0	33	0.588567073170732	5	0.865384615384615	8	1.38461538461538	13	1.125	0.0353811915354589	0.000413543228385807	0.019640179910045	0.555555555555556	1.19533414803763	0.464646464646465	0.858398929043449	9	0.9	5.99061123046239e-05	0.421433050832897	0.195290001888421	0.408493902384936	0.544642857142857	1	0	2	5	0.267564402810304	0.0344363328509725	0.805411255411255	0.314754098360656	0.435714285714286	0.276683018432932	24	0	0	0	0	2	3	NA	-Inf	NA	3	NA	NA	North America	United States	Food & Energy	Collegiate	Penn_State	2010	gold	3	0	0	0	0	3
377	22	2134	97	319	0.245214135781626	5.9206712864977	5	0	1	0	0	25	0	25	6	31	0.76	9	0.321036585365854	0	0	1	9	0.160518292682927	6	1.03846153846154	0	0	6	0.519230769230769	0.000213236014014397	0	0	0.266666666666667	0.573760391058063	0.244444444444444	0.451592480061988	5	0.5	2.29115919475782e-05	0.460147841930584	0.240797366421592	0.257336496585472	0.421768707482993	0	0	1	13	0.258821142727418	0.00306754531843334	0.774416017797553	0.688962039501331	0.0924764890282132	0.358978381099032	4	0.290322580645161	9	0.290322580645161	9	4	1	1	0	0	1	1	0	North America	United States	Environment	Collegiate	Michigan	2010	none	0	0	0	0	0	0
379	8	476	59.5	117	0.257279413740036	4.19926041336748	0	4	1	0	0	8	0	8	5	13	0.75	2	0.0713414634146341	19	0.677743902439024	0	21	0.374542682926829	1	0.173076923076923	5	0.865384615384615	6	0.519230769230769	2.01769918422954e-06	0.00630488327264939	0.000112443778110945	0.4	0.860640586587094	0.314285714285714	0.580618902936842	6	0.6	8.43269844393519e-06	0.00916561314511123	0.246105547316966	0.488130560547325	0.375510204081633	1	1	1	8	0.212820512820513	0.00835539751748787	0.787062657566255	0.6171875	0.170940170940171	0.575967392645453	3	0.230769230769231	3	0.230769230769231	3	1	1	1	0	0	1	1	0	Europe	Sweden	Health & Medicine	Collegiate	Uppsala-Sweden	2010	bronze	1	0	0	0	0	1
380	7	2189	312.714285714286	544	0.552282911050711	7.98565200258727	0	0	1	0	0	6	1	6	1	7	1	15	0.535060975609756	228	8.13292682926829	0	243	4.33399390243902	7	1.21153846153846	8	1.38461538461538	15	1.29807692307692	0.000217177290677121	0.00823902609134993	0.0300474762618691	0.296703296703297	0.638387248292625	0.680482069370958	1.25713875822932	9	0.9	7.06315350731135e-05	0.49617368070818	0.113280377397946	0.76294662052886	0.63265306122449	1	0	3	5	0.225424412829064	0.00180999332468095	0.82193276627502	0.411855936584525	0.217699579831933	0.153438867074718	11	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Sweden	Health & Medicine	Collegiate	Stockholm	2010	bronze	1	0	0	0	0	1
381	9	1401	155.666666666667	321	0.880141103937551	4.751482820379	0	6	1	0	0	7	0	7	7	14	1	10	0.356707317073171	31	1.10579268292683	0	41	0.73125	4	0.692307692307692	7	1.21153846153846	11	0.951923076923077	2.05803806967603e-05	0.00348219288624086	0.0130309845077461	0.377777777777778	0.812827220665589	0.401219512195122	0.741222468660503	10	1	3.08220321306054e-05	0.136188452610841	0.158873816133353	0.262734449813121	0.537414965986395	0	0	2	9	0.254878504672897	0.0030472588277989	0.771105147897967	0.514222222222222	0.17307026652821	0.193273867021529	1	0.571428571428571	8	0.571428571428571	8	2	3	3	1	1	4	4	1	Europe	United Kingdom	Food & Energy	Collegiate	BCCS-Bristol	2010	gold	3	1	3	2	0	4
382	14	3074	219.571428571429	341	1.19371806824355	2.65853090868694	0	10	1	0	0	10	0	10	11	21	0.9	33	1.17713414634146	19	0.677743902439024	0	52	0.927439024390244	20	3.46153846153846	4	0.692307692307692	24	2.07692307692308	0.0101721169590711	0.0271297200197775	0.0531109445277361	0.242424242424242	0.52160035550733	0.267558528428094	0.494293988514186	10	1	5.33592155775001e-05	0.756868982137583	0.094821447963386	0.148414149270543	0.614795918367347	0	0	2	8	0.318285672040077	0.00284613662002781	0.734343234442186	0.420425312982336	0.174486803519062	0.199485436576583	54	0.333333333333333	7	0.238095238095238	5	5	3	3	2	0	4	3	1	North America	United States	Food & Energy	Collegiate	Harvard	2010	gold	3	0	0	0	0	3
385	9	1114	123.777777777778	76	0.792179275691547	4.91153748568624	1	5	1	0	0	10	0	10	7	17	0.8	5	0.178353658536585	11	0.392378048780488	0	16	0.285365853658537	3	0.519230769230769	8	1.38461538461538	11	0.951923076923077	0.000205333998542235	0.00858281585207402	0.00802098950524738	0.454545454545455	0.978000666576244	0.475	0.877526296484091	9	0.9	1.49391112318496e-05	0.412484958597714	0.135269295312779	0.15826295496273	0.375	1	1	1	5	0.315789473684211	0.0126476889965352	0.726949673453707	0.393358876117497	0.254385964912281	0.198744128406228	5	0.176470588235294	3	0.176470588235294	3	1	3	3	0	0	3	3	1	Europe	United Kingdom	New Application	Collegiate	Aberdeen_Scotland	2010	silver	2	0	0	0	0	2
386	9	578	64.2222222222222	99	0.448129980154856	5.24651667163709	4	1	1	0	0	7	0	7	6	13	0.857142857142857	14	0.499390243902439	17	0.60640243902439	0	31	0.552896341463415	8	1.38461538461538	7	1.21153846153846	15	1.29807692307692	2.80045453806881e-05	0.00983607871881663	0.0117691154422789	0.46969696969697	1.01060068879545	0.578341013824885	1.06844094308759	10	1	5.78711172434339e-05	0.191834308021698	0.164283420761352	0.264221192715532	0.214285714285714	0	0	0	5	0.230212573496156	0.00973592954324926	0.652423515732868	0.655058043117745	0.150392817059484	0.49791859609965	6	0.153846153846154	2	0.153846153846154	2	1	0	0	0	0	0	0	0	Europe	United Kingdom	Environment	Collegiate	Sheffield	2010	bronze	1	0	0	0	0	1
387	6	474	79	26	1.66902929679473	6.08861982989717	0	1	1	0	0	15	0	15	2	17	0.4	9	0.321036585365854	2	0.0713414634146341	0	11	0.196189024390244	6	1.03846153846154	2	0.346153846153846	8	0.692307692307692	0.0181209252744126	0.00199185205931833	0	0.714285714285714	1.5368581903341	1.09090909090909	2.01537139862375	8	0.8	3.69181605015389e-05	0.47921831730885	0.224522391421272	0.3881458044413	0.238461538461538	1	1	1	3	0.152605459057072	0.0369456077161912	0.697387518142235	0.672043010752688	0.198717948717949	0.908758391497768	13	0.235294117647059	4	0.235294117647059	4	1	3	3	0	0	3	3	1	Asia	China	Health & Medicine	Collegiate	SJTU-BioX-Shanghai	2010	gold	3	0	0	0	0	3
388	10	725	72.5	50	0.75818511522839	5.98870937786262	3	1	1	0	0	13	0	13	5	18	0.538461538461538	1	0.0356707317073171	118	4.20914634146341	0	119	2.12240853658537	1	0.173076923076923	3	0.519230769230769	4	0.346153846153846	0.000204343709355389	3.38223745270222e-05	0	1	2.15160146646774	1.33333333333333	2.46323170942903	4	0.4	1.47157669156273e-05	0.383338826876479	0.296067137070652	0.954712242991174	0.268221574344023	1	0	1	6	0.310322580645161	0.0190941746341351	0.694698795180723	0.609677419354839	0.186	0.539597706205284	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Germany	New Application	Collegiate	Weimar-Heidelberg_Arts	2010	none	0	0	0	0	0	0
389	10	1940	194	186	1.0641883402379	4.81797204382236	0	2	1	0	0	11	1	11	3	14	0.818181818181818	1	0.0356707317073171	45	1.60518292682927	0	46	0.820426829268293	1	0.173076923076923	9	1.55769230769231	10	0.865384615384615	0.00020434370935539	0	0	0.472222222222222	1.01603402583199	0.669082125603865	1.23607823099971	9	0.9	1.47157669156377e-05	0.383338826876478	0.179907167319891	0.470512965501939	0.63265306122449	3	0	4	7	0.346493832046969	0.00517481616358342	0.701362124491843	0.44478527607362	0.262903225806452	0.263370051563649	28	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Germany	Food & Energy	Collegiate	Bielefeld-Germany	2010	gold	3	0	0	0	0	3
