TeamID	num_editors	num_edits	num_edits_per_editor	num_sections	deadline_exponent	inequality_effort	num_advisors	num_instructors	num_primary_PIs	num_secondary_PIs	num_student_leaders	num_student_members	num_unspecified	num_students_tot	num_supervisors_tot	num_total_registered	prop_students_editing	collab_strength_in	collab_strength_in_norm	collab_strength_out	collab_strength_out_norm	collab_singleton	collab_strength_tot	collab_strength_tot_norm	collab_degree_in	collab_degree_in_norm	collab_degree_out	collab_degree_out_norm	collab_degree_tot	collab_degree_tot_norm	collab_eigen_centrality	collab_between_centrality	collab_between_centrality_norm	collab_clustering	collab_clustering_norm	collab_clustering_weighted	collab_clustering_weighted_norm	collab_coreness	collab_coreness_norm	collab_authority	collab_authority_norm	collab_burt	collab_burt_norm	collaboration.score	overlap.score.10	overlap.score.20	overlap.score.5	communities_bipartite	gini_sections	ineq_entropy_sections	ineq_part_ratio_sections	gini_editors	dol_generalist	dol_correlation_activities	num_biobricks	prop_team_participated_before	num_team_participated_before	prop_team_participated_previous_year	num_team_participated_previous_year	nb_participations	past_medal_best_all_years	past_medal_year_before	past_nb_awards_best_all_years	past_nb_awards_year_before	past_performance_best_all_years	past_performance_year_before	has_gold_year_before	Region	Country	Track	Division	Team	Year	medal	medal_numeric	finalist	nb.awards	nb.awards.signif	winner	performance
1799	6	178	29.6666666666667	10	NA	5.078621024689	0	2	1	0	0	21	0	21	3	24	0.285714285714286	16	0.679901558654635	35	1.48728465955701	0	51	1.08359310910582	4	0.56304347826087	12	1.68913043478261	16	1.12608695652174	2.58733676773321e-09	0.00702886813461492	0.0101649926100202	0.164835164835165	0.64822884420541	0.186928104575163	0.679005730142324	9	0.818181818181818	1.55895251949154e-06	0.00699801570978971	0.101307251597226	0.188644304810668	0.4	NA	NA	1	4	0.35	0.0904204308540036	0.666666666666667	0.466666666666667	0.333333333333333	0.598595744870575	29	0.125	3	0.125	3	1	3	3	0	0	3	3	1	North America	United States	Community Labs	Community_lab	Genspace	2015	gold	3	0	1	1	0	4
1800	3	611	203.666666666667	33	0.864919085157143	2.86174746072122	2	0	1	0	0	14	0	14	3	17	0.0714285714285714	3	0.127481542247744	8	0.339950779327317	0	11	0.233716160787531	3	0.422282608695652	4	0.56304347826087	7	0.492663043478261	1.13950300269293e-08	0.0047427243187473	0.00386088740083854	0.133333333333333	0.524345109535043	0.136363636363636	0.495333169318701	5	0.454545454545455	3.90787524149444e-08	0.0198069502778839	0.226352395124716	0.334104909094734	0.474747474747475	2	1	2	3	0.202450032237266	0.0295961380628221	0.847334100498658	0.411347517730497	0.474747474747475	0.651612903225806	4	0.117647058823529	2	0.117647058823529	2	3	1	1	1	0	4	1	0	North America	United States	Manufacturing	Collegiate	Georgia_State	2015	silver	2	0	0	0	0	2
1801	5	165	33	24	0.916120862242242	4.79370300278132	1	2	1	0	0	11	0	11	4	15	0.363636363636364	4	0.169975389663659	2	0.0849876948318294	0	6	0.127481542247744	1	0.140760869565217	2	0.281521739130435	3	0.211141304347826	8.30621497543664e-07	0	0	0.333333333333333	1.31086277383761	0.416666666666667	1.5135180173627	3	0.272727272727273	1.07882134040448e-07	0.00236085956019002	0.376413605442177	0.52298439643347	0.5	1	0	1	5	0.212962962962963	0.0405430446042298	0.84375	0.511111111111111	0.3	0.592380053019754	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Latin America	Mexico	Manufacturing	Collegiate	Tec_Guadalajara	2015	bronze	1	0	0	0	0	1
1803	2	65	32.5	4	NA	8.31776616671934	0	1	1	0	0	8	0	8	2	10	0.25	2	0.0849876948318294	5	0.212469237079573	0	7	0.148728465955701	1	0.140760869565217	5	0.703804347826087	6	0.422282608695652	3.82985130395173e-08	0.000141659233596615	0	0	0	0	0	6	0.545454545454545	1.27846075224656e-07	0.00187922852080367	0.166666666666667	0.183673469387755	0.625	NA	NA	NA	2	0.15	0.24024101186092	0.892857142857143	0.3	0.625	1	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	China	High School	High_school	WLSA_Shanghai	2015	none	0	0	0	0	0	0
1804	3	744	248	101	0.874589966421387	9.55997968436553	1	1	1	0	0	10	0	10	3	13	0.3	0	0	4	0.169975389663659	0	4	0.0849876948318294	0	0	2	0.281521739130435	2	0.140760869565217	1.73559803804565e-18	0	0	0	0	0	0	2	0.181818181818182	0	1.51581027909474e-17	0.5	0.625	0.530612244897959	0	0	1	2	0.027989337395278	0.00987799449018025	0.973537353735373	0.346153846153846	0.343234323432343	0.246138613861386	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Singapore	Health & Medicine	Collegiate	SPSingapore	2015	silver	2	0	0	0	0	2
1805	2	3	1.5	2	NA	1.38629436111989	0	0	1	0	0	10	0	10	1	11	0.2	2	0.0849876948318294	8	0.339950779327317	0	10	0.212469237079573	2	0.281521739130435	8	1.12608695652174	10	0.703804347826087	2.62088010127235e-05	0.0112401059657734	0	0.244444444444444	0.961299367480912	0.266666666666667	0.968651531112127	10	0.909090909090909	4.01553228819589e-05	0.036975108436816	0.115697382590124	0.110404785254752	NA	NA	NA	NA	2	0	0.5	1	0	0.5	-1	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Health & Medicine	Collegiate	Missouri_Columbia	2015	none	0	0	0	0	0	0
1806	8	286	35.75	60	0.897622910386494	4.48620192344052	1	0	1	0	0	10	1	10	2	12	0.7	2	0.0849876948318294	10	0.424938474159147	0	12	0.254963084495488	2	0.281521739130435	6	0.844565217391304	8	0.56304347826087	5.90822994548629e-08	0.000203257519204439	0	0.333333333333333	1.31086277383761	0.30952380952381	1.12432767004086	8	0.727272727272727	4.00064177170327e-05	0.0455656416741372	0.194745631951208	0.32535643540523	0.321428571428571	0	0	1	5	0.164414414414415	0.0163189230771715	0.814880952380952	0.685810810810811	0.154166666666667	0.707470873064599	6	0.615384615384615	8	0.615384615384615	8	2	-Inf	NA	0	0	-Inf	NA	NA	Europe	Turkey	High School	High_school	AUC_TURKEY	2015	gold	3	0	1	0	0	3
1807	8	911	113.875	37	1.147805646274	7.89100518385281	7	2	1	0	0	10	0	10	10	20	0.7	158	6.71402789171452	6	0.254963084495488	0	164	3.484495488105	65	9.14945652173913	4	0.56304347826087	69	4.85625	0.0117895651628267	0.0521436817368499	0.0348962889230738	0.0671328671328671	0.264005929276385	0.0902528694404591	0.327838425640364	11	1	0.00332972475052111	0.562890563082089	0.0281315603365677	0.0578891986252439	0.52027027027027	1	1	3	3	0.281502281502281	0.0260264694514436	0.781674357284113	0.599025974025974	0.260135135135135	0.574512333176554	15	0.25	5	0.25	5	1	2	2	0	0	2	2	0	Europe	United Kingdom	Environment	Collegiate	York	2015	gold	3	0	1	0	0	3
1808	6	440	73.3333333333333	35	1.27996833687516	4.82355092163671	0	2	1	0	0	7	0	7	3	10	0.714285714285714	1	0.0424938474159147	16	0.679901558654635	0	17	0.361197703035275	1	0.140760869565217	13	1.82989130434783	14	0.985326086956522	3.87883691851469e-06	0.0051717828785116	0.00377039785238138	0.307692307692308	1.2100271758501	0.389140271493213	1.41352994924733	10	0.909090909090909	1.75455283456732e-07	0.0648469005990837	0.107446336471188	0.130841175446652	0.417142857142857	2	1	2	3	0.29119373776908	0.0274280686538112	0.772878897751994	0.449771689497717	0.347619047619048	0.497061045424867	13	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Ireland	Health & Medicine	Collegiate	TrinityCollegeDublin	2015	gold	3	0	0	0	0	3
1809	5	602	120.4	24	0.422212076157137	4.72420808014309	0	1	1	0	0	6	0	6	2	8	0.833333333333333	0	0	7	0.297456931911403	0	7	0.148728465955701	0	0	3	0.422282608695652	3	0.211141304347826	1.73559803804565e-18	0	0	0.666666666666667	2.62172554767521	0.785714285714286	2.8540625470268	3	0.272727272727273	0	2.59853190701955e-17	0.388171912569326	0.472097363807188	0.53125	1	0	1	3	0.250816993464052	0.0402725797395	0.827290076335878	0.329411764705882	0.425	0.347032740246315	39	0.5	4	0.5	4	1	3	3	0	0	3	3	1	North America	United States	New Application	Collegiate	WPI-Worcester	2015	gold	3	0	0	0	0	3
1810	4	321	80.25	13	1.05130366459224	2.63680795617813	4	3	1	0	0	14	0	14	8	22	0.285714285714286	5	0.212469237079573	7	0.297456931911403	0	12	0.254963084495488	4	0.56304347826087	2	0.281521739130435	6	0.422282608695652	4.65973846633e-07	0.00335366301285323	3.01631828190511e-05	0.333333333333333	1.31086277383761	0.483333333333333	1.75568090014073	6	0.545454545454545	2.15908074443357e-07	0.0409920572907107	0.21759346559062	0.337274024874462	0.75	1	NA	3	4	0.173570019723866	0.0752142270299624	0.906976744186047	0.0961538461538463	0.75	0.133287528841746	4	0.318181818181818	7	0.318181818181818	7	1	1	1	0	0	1	1	0	North America	United States	Health & Medicine	Collegiate	Stony_Brook	2015	silver	2	0	0	0	0	2
1811	5	257	51.4	19	NA	3.23027904036543	0	1	1	0	0	12	0	12	2	15	0.333333333333333	0	0	4	0.169975389663659	0	4	0.0849876948318294	0	0	4	0.56304347826087	4	0.281521739130435	1.73559803804565e-18	0	0	0	0	0	0	4	0.363636363636364	0	3.03162055818948e-17	0.25	0.25	0.473684210526316	1	NA	2	4	0.311111111111111	0.0496985933448009	0.755879059350504	0.32	0.473684210526316	0.424632626604763	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Environment	Collegiate	UMBC-Maryland	2015	bronze	1	0	0	0	0	1
1813	13	1582	121.692307692308	75	-4.2834741860286	5.43779207936814	7	0	1	0	0	13	0	13	8	21	0.692307692307692	8	0.339950779327317	1	0.0424938474159147	0	9	0.191222313371616	6	0.844565217391304	1	0.140760869565217	7	0.492663043478261	1.71244404514498e-05	0.000206242394732124	0	0.4	1.57303532860513	0.444444444444444	1.61441921852021	6	0.545454545454545	3.18031769164219e-07	0.0630591055304954	0.259279201532839	0.287580191393973	0.39030612244898	0	0	3	8	0.373035381750466	0.012598481092394	0.63858495266567	0.5354533734422	0.183589743589744	0.403246102567234	76	0.285714285714286	6	0.285714285714286	6	6	3	1	1	0	4	1	0	North America	Canada	Environment	Collegiate	British_Columbia	2015	gold	3	0	2	0	0	3
1814	1	491	491	25	0.918687264461258	NA	0	0	1	0	0	8	0	8	1	14	0	0	0	24	1.01985233798195	0	24	0.509926168990976	0	0	5	0.703804347826087	5	0.351902173913043	1.73559803804565e-18	0	0	0.2	0.786517664302564	0.239583333333333	0.870272859983552	5	0.454545454545455	0	2.59853190701955e-17	0.21496769085029	0.586449639108015	NA	NA	NA	NA	1	0	0.04	1	0	1	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Art & Design	Collegiate	SVA-NYC	2015	gold	3	0	4	1	0	4
1815	1	702	702	14	0.838853738440731	NA	2	0	1	0	0	2	0	2	3	5	0.5	66	2.80459392945037	4	0.169975389663659	0	70	1.48728465955701	31	4.36358695652174	4	0.56304347826087	35	2.4633152173913	0.000123589104969422	0.0302746694881254	0.00321237897022894	0.0739495798319328	0.290813254027839	0.0546218487394958	0.198410765301329	11	1	0.000305418212689787	0.335144852246114	0.0401875841535216	0.158225813588467	NA	NA	NA	NA	1	0	0.0714285714285714	1	0	1	NA	NA	0.8	4	0.8	4	4	3	1	3	0	5	1	0	North America	United States	Foundational Advance	Collegiate	Penn	2015	none	0	0	0	0	0	0
1818	5	160	32	19	1.42207936305779	4.93447393313069	0	0	1	0	0	17	0	17	1	18	0.235294117647059	4	0.169975389663659	7	0.297456931911403	0	11	0.233716160787531	3	0.422282608695652	4	0.56304347826087	7	0.492663043478261	1.4509436261046e-07	0.000114763728916294	3.01631828190511e-05	0.380952380952381	1.49812888438584	0.378787878787879	1.37592547032973	7	0.636363636363636	1.35028166076541e-05	0.0591798952152348	0.178017956444601	0.287077320894736	0.473684210526316	1	NA	1	4	0.230019493177388	0.0505313722185016	0.783029001074114	0.518518518518519	0.284210526315789	0.627569166981397	1	0.388888888888889	7	0.388888888888889	7	2	3	3	0	0	3	3	1	North America	United States	Health & Medicine	Collegiate	Tufts	2015	bronze	1	0	0	0	0	1
1819	13	2130	163.846153846154	120	0.830048923867765	4.90045415155829	4	1	1	0	0	20	0	20	6	26	0.65	14	0.594913863822806	32	1.35980311730927	0	46	0.977358490566038	4	0.56304347826087	13	1.82989130434783	17	1.19646739130435	0.00300510588802249	0.00508497819818357	0.00156848550659066	0.256410256410256	1.00835597987508	0.286005434782609	1.03889850865711	11	1	2.2875481293294e-06	0.0505344983397399	0.114139240112103	0.184846841550294	0.428571428571429	0	0	1	8	0.331039755351682	0.00797228840567738	0.660055555555556	0.595624558927311	0.13974358974359	0.292535020582158	10	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Latin America	Brazil	Environment	Collegiate	Brasil-USP	2015	gold	3	0	0	0	0	3
1820	5	638	127.6	18	1.8338993641621	5.47830492523354	1	0	1	0	0	9	0	9	2	11	0.555555555555556	6	0.254963084495488	14	0.594913863822806	0	20	0.424938474159147	4	0.56304347826087	7	0.985326086956522	11	0.774184782608696	0.00551604951957311	0.00466441071995508	0.00812897776973426	0.244444444444444	0.961299367480912	0.365	1.32584178320972	8	0.727272727272727	0.00257459408923752	0.0446605652174282	0.170707526031486	0.257227484089725	0.477777777777778	1	NA	1	4	0.251937984496124	0.0535086039955097	0.821777777777778	0.306976744186047	0.477777777777778	0.406880872857891	24	0.272727272727273	3	0.272727272727273	3	7	3	3	1	0	4	3	1	North America	United States	Manufacturing	Collegiate	Utah_State	2015	silver	2	0	0	0	0	2
1821	4	1195	298.75	251	0.514194858042156	8.7939019277948	0	1	1	0	0	11	0	11	2	14	0.272727272727273	2	0.0849876948318294	6	0.254963084495488	0	8	0.169975389663659	2	0.281521739130435	3	0.422282608695652	5	0.351902173913043	1.68998898719638e-07	0.0036049949474074	0	0.166666666666667	0.655431386918803	0.28125	1.02162466171982	5	0.454545454545455	1.36822674520218e-05	0.0148715493377475	0.360277777777778	0.944844390897791	0.540816326530612	0	0	0	4	0.0154362940395282	0.00397978424665367	0.985033251026313	0.718627450980392	0.25398406374502	0.914070019357619	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	Canada	High School	High_school	Central_Calgary	2015	bronze	1	0	0	0	0	1
1823	4	186	46.5	26	0.770745683627842	4.27769225372484	4	2	1	0	0	12	0	12	7	19	0.25	56	2.37965545529122	13	0.552420016406891	0	69	1.46603773584906	8	1.12608695652174	2	0.281521739130435	10	0.703804347826087	7.23672018701479e-05	0.000828240677726396	0.000256387053961934	0.361111111111111	1.42010133832407	0.410628019323671	1.4915829736328	9	0.818181818181818	2.03696519924111e-06	0.10262135499361	0.165268345517288	0.534887035493737	0.538461538461538	1	1	2	4	0.261904761904762	0.0368590562986204	0.770979020979021	0.464285714285714	0.403846153846154	0.668859937193134	5	0.210526315789474	4	0.210526315789474	4	1	1	1	0	0	1	1	0	Asia	Indonesia	Health & Medicine	Collegiate	UB_Indonesia	2015	gold	3	0	0	0	0	3
1824	6	290	48.3333333333333	50	1.60591888865038	4.94176449679021	2	1	1	0	0	17	0	17	4	21	0.352941176470588	1	0.0424938474159147	61	2.5921246923708	0	62	1.31730926989336	1	0.140760869565217	12	1.68913043478261	13	0.914945652173913	3.01362469865637e-10	0.000635405952798044	9.8030344161916e-05	0.166666666666667	0.655431386918803	0.248655913978495	0.903228494232578	10	0.909090909090909	1.1743307689867e-08	0.0095099522986931	0.105198389092453	0.229592632577192	0.310204081632653	2	0	3	4	0.290649350649351	0.0189749481588779	0.655138121546961	0.573593073593074	0.256666666666667	0.578143923564522	46	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	China	Information Processing	Collegiate	XJTLU-CHINA	2015	silver	2	0	0	0	0	2
1825	8	917	114.625	36	0.511752123795772	4.95624007607729	3	1	1	0	0	8	0	8	5	13	0.75	5	0.212469237079573	10	0.424938474159147	0	15	0.31870385561936	3	0.422282608695652	3	0.422282608695652	6	0.422282608695652	7.04377552580307e-06	0.00420474768497572	6.03263656381021e-05	0.266666666666667	1.04869021907009	0.4	1.45297729666819	5	0.454545454545455	5.91661889688241e-07	0.00698632853875575	0.199423696311974	0.296723098806816	0.396825396825397	2	1	4	7	0.327222222222222	0.0264202815889684	0.734861845972957	0.4075	0.347222222222222	0.321579641376231	6	0.230769230769231	3	0.0769230769230769	1	2	3	0	0	0	3	0	0	Europe	Denmark	Environment	Collegiate	UNIK_Copenhagen	2015	gold	3	0	2	0	0	3
1826	7	436	62.2857142857143	28	1.8704898183185	5.17881426301811	1	1	1	0	0	18	1	18	3	22	0.277777777777778	5	0.212469237079573	6	0.254963084495488	0	11	0.233716160787531	2	0.281521739130435	4	0.56304347826087	6	0.422282608695652	4.00379606015383e-05	0.000360805437269106	0	0.1	0.393258832151282	0.0545454545454545	0.198133267727481	6	0.545454545454545	8.01498373368113e-05	0.0118749118225772	0.225522287968442	0.358186146041018	0.307142857142857	0	0	1	4	0.279900332225914	0.0338144217615297	0.680780559646539	0.54485049833887	0.219387755102041	0.669116581205797	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	India	Health & Medicine	Collegiate	SVCE_Chennai	2015	bronze	1	0	0	0	0	1
1827	4	193	48.25	57	1.65748883935071	7.49819117959723	0	1	1	0	0	9	1	9	2	11	0.333333333333333	0	0	4	0.169975389663659	0	4	0.0849876948318294	0	0	3	0.422282608695652	3	0.211141304347826	1.73559803804565e-18	0	0	0	0	0	0	3	0.272727272727273	0	2.59853190701955e-17	0.333333333333333	0.375	0.448979591836735	2	0	2	3	0.168800379326695	0.0172638465178065	0.873365231259968	0.560810810810811	0.324561403508772	0.580203653766114	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Korea, Republic Of	High School	High_school	HAFS-Korea	2015	bronze	1	0	0	0	0	1
1828	3	536	178.666666666667	11	NA	4.2403363174751	0	1	1	0	0	7	0	7	2	9	0.428571428571429	1	0.0424938474159147	0	0	1	1	0.0212469237079573	1	0.140760869565217	0	0	1	0.0703804347826087	1.73717043722164e-09	0	0	NA	NA	NA	NA	1	0.0909090909090909	2.98801663643265e-08	0.0137646092844481	1	1	0.575757575757576	0	NA	0	3	0.258373205741627	0.0863680892517364	0.800443458980044	0.210526315789474	0.575757575757576	0.410714285714286	11	0.333333333333333	3	0.333333333333333	3	2	1	1	0	0	1	1	0	Asia	Kazakhstan	Health & Medicine	Collegiate	NU_Kazakhstan	2015	silver	2	0	0	0	0	2
1829	4	1759	439.75	39	1.38842391407464	9.58909812489303	1	2	1	0	0	10	0	10	4	14	0.3	38	1.61476620180476	19	0.807383100902379	0	57	1.21107465135357	18	2.53369565217391	16	2.25217391304348	34	2.3929347826087	3.68485343764515e-06	0.0414204822171607	0.00544445449883872	0.094758064516129	0.372644457885287	0.0832004253056885	0.302220822605757	11	1	6.89507586877003e-05	0.143008358563388	0.0475032870822248	0.0622572801186274	0.391025641025641	1	0	2	2	0.242118537200504	0.0248732405798638	0.80176686059039	0.389344262295082	0.391025641025641	0.37478871474644	8	0.214285714285714	3	0	0	9	3	NA	1	NA	4	NA	NA	North America	United States	Information Processing	Collegiate	UCSF	2015	gold	3	0	3	2	0	4
1830	2	210	105	24	0.917187018596211	10.6846685039296	3	0	1	0	0	10	0	10	4	15	0.2	6	0.254963084495488	5	0.212469237079573	0	11	0.233716160787531	5	0.703804347826087	4	0.56304347826087	9	0.633423913043478	6.7804909568043e-05	0.018048231340053	0.00383826501372425	0.214285714285714	0.842697497467033	0.284090909090909	1.03194410274729	7	0.636363636363636	2.08832165133407e-05	0.109819448059886	0.174135176992527	0.214363382955842	0.520833333333333	1	1	1	2	0.0383333333333334	0.0414748592914417	0.964506172839506	0.46	0.520833333333333	1	13	0.133333333333333	2	0.133333333333333	2	2	2	2	0	0	2	2	0	North America	Canada	Foundational Advance	Collegiate	Concordia	2015	bronze	1	0	0	0	0	1
1831	2	236	118	16	0.886418532071866	9.52434786959551	0	0	1	0	0	11	0	11	1	12	0.181818181818182	5	0.212469237079573	13	0.552420016406891	0	18	0.382444626743232	1	0.140760869565217	1	0.140760869565217	2	0.140760869565217	1.20285038402987e-09	0	0.000693753204838174	0	0	0	0	2	0.181818181818182	1.64436599789533e-08	0.00127176999869805	0.5	0.598765432098765	0.5625	1	NA	1	2	0.0972222222222223	0.0616828559253139	0.920454545454546	0.388888888888889	0.5625	1	4	0.166666666666667	2	0.166666666666667	2	4	3	1	0	0	3	1	0	North America	Canada	Health & Medicine	Collegiate	Queens_Canada	2015	gold	3	0	0	0	0	3
1832	NA	NA	NA	NA	NA	NA	0	0	1	0	0	14	0	14	1	15	0	0	0	9	0.382444626743232	0	9	0.191222313371616	0	0	9	1.26684782608696	9	0.633423913043478	1.73559803804565e-18	0	0	0.166666666666667	0.655431386918803	0.194444444444444	0.706308408102593	9	0.818181818181818	0	5.19706381403911e-17	0.120178882554382	0.116083819521492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Latin America	Chile	Environment	Collegiate	UAI-Chile	2015	none	0	0	0	0	0	0
1833	1	105	105	14	1.20358840007364	NA	0	1	1	0	0	5	0	5	2	7	0.2	24	1.01985233798195	1	0.0424938474159147	0	25	0.531173092698934	4	0.56304347826087	1	0.140760869565217	5	0.351902173913043	8.12767807623259e-05	0.000214535637800501	3.01631828190511e-05	0.2	0.786517664302564	0.06	0.217946594500229	5	0.454545454545455	0.000123891737108208	0.0333555139386085	0.211377260330579	0.597160064450883	NA	NA	NA	NA	1	0	0.0714285714285714	1	0	1	NA	16	0.142857142857143	1	0.142857142857143	1	1	2	2	0	0	2	2	0	North America	United States	Health & Medicine	Collegiate	Pitt	2015	silver	2	0	0	0	0	2
1834	5	418	83.6	23	1.00871810946416	8.04723912131431	0	0	1	0	0	6	0	6	1	7	0.666666666666667	3	0.127481542247744	3	0.127481542247744	0	6	0.127481542247744	3	0.422282608695652	2	0.281521739130435	5	0.351902173913043	1.68998898721952e-07	0.00036588327466981	0	0.333333333333333	1.31086277383761	0.375	1.36216621562643	5	0.454545454545455	1.36933075427523e-05	0.0177246177091364	0.409836111111111	0.580367975592546	0.5	2	0	3	2	0.264650283553875	0.0418538242674734	0.807017543859649	0.443478260869565	0.4	0.506996310852553	6	0.857142857142857	6	0.857142857142857	6	2	-Inf	NA	0	0	-Inf	NA	NA	North America	Canada	High School	High_school	Consort_Alberta	2015	gold	3	0	2	0	0	3
1835	4	160	40	23	1.02327560699241	4.07797600326069	0	0	1	0	0	9	0	9	1	10	0.444444444444444	33	1.40229696472518	5	0.212469237079573	0	38	0.807383100902379	10	1.40760869565217	4	0.56304347826087	14	0.985326086956522	0.00618516272046519	0.00892982171661766	0.00601755497240069	0.145454545454545	0.572012846765501	0.194331983805668	0.705899901215315	8	0.727272727272727	0.00044640711800232	0.087247205786869	0.119652016957762	0.248751797590453	0.391304347826087	0	0	1	4	0.21256038647343	0.0422151668581272	0.828644501278772	0.416666666666667	0.391304347826087	0.446804994769458	4	0.1	1	0.1	1	9	3	3	1	0	4	3	1	North America	United States	Foundational Advance	Collegiate	Duke	2015	silver	2	0	0	0	0	2
1838	4	274	68.5	13	1.11047682564891	4.03288585919637	1	2	1	0	0	6	0	6	4	10	0.666666666666667	1	0.0424938474159147	3	0.127481542247744	0	4	0.0849876948318294	1	0.140760869565217	3	0.422282608695652	4	0.281521739130435	2.3141307173942e-18	0.00105874689762279	0	0.333333333333333	1.31086277383761	0.333333333333333	1.21081441389016	4	0.363636363636364	2.57023771821137e-09	0.00719205733770997	0.266004234378937	0.256962010895346	0.596153846153846	1	NA	2	4	0.208436724565757	0.0746443536030513	0.869683257918552	0.266129032258065	0.596153846153846	0.460808006041156	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Foundational Advance	Collegiate	UNC-Chapel_Hill	2015	silver	2	0	0	0	0	2
1839	9	131	14.5555555555556	22	0.505759389829407	4.44340788052901	0	6	1	0	0	16	0	16	7	37	0.1875	0	0	18	0.764889253486464	0	18	0.382444626743232	0	0	9	1.26684782608696	9	0.633423913043478	1.73559803804565e-18	0	0	0.388888888888889	1.52933990281054	0.4375	1.58919391823083	8	0.727272727272727	0	5.19706381403911e-17	0.151837727163856	0.249836666657795	0.427272727272727	0	0	0	4	0.318181818181818	0.0429559122200864	0.732913072329131	0.501182033096927	0.237373737373737	0.31863652880168	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Community Labs	Community_lab	SF_Bay_Area_DIYBio	2015	bronze	1	0	0	0	0	1
1840	3	454	151.333333333333	29	0.721297852645327	6.93745921992641	0	2	1	0	0	5	0	5	3	8	0.6	4	0.169975389663659	13	0.552420016406891	0	17	0.361197703035275	3	0.422282608695652	4	0.56304347826087	7	0.492663043478261	1.31564243492127e-06	0.00260709436971766	0.000331795011009562	0.2	0.786517664302564	0.112745098039216	0.409540169404024	7	0.636363636363636	1.24097276900847e-07	0.0106267170226166	0.242392292852515	0.466522574585733	0.459770114942529	1	1	2	3	0.212068965517241	0.0334700669990585	0.811359026369168	0.433333333333333	0.459770114942529	0.838461538461538	9	0.375	3	0.375	3	3	3	3	0	0	3	3	1	Europe	Norway	Measurement	Collegiate	NTNU_Trondheim	2015	gold	3	0	0	0	0	3
1841	2	918	459	24	0.835515654555836	2.72660968579038	0	2	1	0	0	13	0	13	3	16	0.153846153846154	4	0.169975389663659	8	0.339950779327317	0	12	0.254963084495488	2	0.281521739130435	4	0.56304347826087	6	0.422282608695652	1.00486997137415e-08	0.000602808814735337	0	0.5	1.96629416075641	0.425	1.54378837770995	6	0.545454545454545	1.03299225213454e-07	0.00507820478593602	0.360107621080446	0.465238823221515	0.916666666666667	2	1	2	2	0.0757575757575757	0.0413520349478565	0.96031746031746	0.0454545454545454	0.916666666666667	1	16	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	Taiwan	Health & Medicine	Collegiate	NTU-LIHPAO-Taiwan	2015	silver	2	0	0	0	0	2
1842	4	1857	464.25	76	0.461052019281662	6.42313749582038	2	1	1	0	0	6	0	6	4	10	0.666666666666667	2	0.0849876948318294	9	0.382444626743232	0	11	0.233716160787531	1	0.140760869565217	5	0.703804347826087	6	0.422282608695652	2.3141307173942e-18	0	0.00174946460350496	0.266666666666667	1.04869021907009	0.309090909090909	1.12275518378906	5	0.454545454545455	5.15866919592118e-08	0.0071754642994198	0.197856784731154	0.371995135389034	0.505102040816326	3	1	3	3	0.271303258145363	0.0127499840550437	0.767995356037152	0.424603174603175	0.414473684210526	0.558842554859235	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Measurement	Collegiate	UC_San_Diego	2015	none	0	0	0	0	0	0
1843	7	706	100.857142857143	48	1.42314256891774	7.06674664655133	2	0	1	0	0	14	4	14	3	17	0.214285714285714	93	3.95192780968007	45	1.91222313371616	0	138	2.93207547169811	31	4.36358695652174	7	0.985326086956522	38	2.67445652173913	0.00607574288259518	0.0239690672257672	0.0174217516765702	0.117647058823529	0.462657449589744	0.103701527614571	0.376689913134453	11	1	0.00023645168190362	0.556112991510642	0.0477424471815788	0.369355404269108	0.555555555555556	0	0	1	4	0.224479166666667	0.0203518056960378	0.843881856540084	0.45	0.238095238095238	0.206644281306755	1	0.380952380952381	8	0.380952380952381	8	9	3	2	2	0	4	2	0	North America	United States	New Application	Collegiate	Michigan	2015	none	0	0	0	0	0	0
