TeamID,Team,Region,Country,Track,Division,Size,Status,Year,Section,Medal,Finalist,Winner
2488,Moscow_RF,Europe,Russian Federation,Food & Nutrition,Community_lab,11,Accepted,2017,Undergrad,none,0,0
199,MoWestern_Davidson,North America,United States,Information Processing,Collegiate,21,Accepted,2009,IGEM,gold,0,0
1099,MSOE_Milwaukee,North America,United States,Food & Energy,Collegiate,7,Accepted,2013,Overgrad,none,0,0
2125,MSU-Michigan,North America,United States,Manufacturing,Collegiate,9,Accepted,2016,Undergrad,bronze,0,0
2405,MSU-Michigan,North America,United States,Environment,Collegiate,10,Accepted,2017,Undergrad,silver,0,0
1006,Mt_Lebanon_PA,North America,United States,,High_school,7,Accepted,2013,IGEM,blocked,0,0
2323,Munich,Europe,Germany,Diagnostics,Collegiate,24,Accepted,2017,Overgrad,gold,1,0
2722,Munich,Europe,Germany,Manufacturing,Collegiate,28,Accepted,2018,Overgrad,bronze,1,0
1342,Nagahama,Asia,Japan,New Application,Collegiate,11,Accepted,2014,Undergrad,silver,0,0
1653,Nagahama,Asia,Japan,Food & Nutrition,Collegiate,15,Accepted,2015,Undergrad,gold,0,0
1950,Nagahama,Asia,Japan,Food & Nutrition,Collegiate,20,Accepted,2016,Undergrad,silver,0,0
2256,Nagahama,Asia,Japan,Food & Nutrition,Collegiate,9,Accepted,2017,Undergrad,bronze,0,0
1787,NAIT_Edmonton,North America,Canada,New Application,Collegiate,8,Accepted,2015,Overgrad,silver,0,0
788,Nanjing-China,Asia,China,Health & Medicine,Collegiate,10,Accepted,2012,IGEM,none,0,0
1145,Nanjing-China,Asia,China,Environment,Collegiate,17,Accepted,2013,Undergrad,gold,0,0
1520,Nanjing-China,Asia,China,Environment,Collegiate,16,Accepted,2014,Undergrad,silver,0,0
1701,Nanjing-China,Asia,China,Environment,Collegiate,23,Accepted,2015,Undergrad,gold,0,0
1958,Nanjing-China,Asia,China,Energy,Collegiate,18,Accepted,2016,Undergrad,gold,0,0
2257,Nanjing-China,Asia,China,Environment,Collegiate,18,Accepted,2017,Undergrad,none,0,0
2740,Nanjing-China,Asia,China,Energy,Collegiate,20,Accepted,2018,Undergrad,gold,0,0
905,Nanjing_China_Bio,Asia,China,Health & Medicine,Collegiate,19,Accepted,2012,IGEM,silver,0,0
1252,Nanjing_NFLS,Asia,China,Foundational Advance(P),High_school,18,Accepted,2014,IGEM,blocked,0,0
1643,Nanjing_NFLS,Asia,China,High School,High_school,14,Accepted,2015,High_school,none,0,0
1894,Nanjing_NFLS,Asia,China,High School,High_school,20,Accepted,2016,High_school,silver,0,0
2209,Nanjing_NFLS,Asia,China,High School,High_school,20,Accepted,2017,High_school,none,0,0
2597,Nanjing_NFLS,Asia,China,High School,High_school,19,Accepted,2018,High_school,bronze,0,0
1331,Nankai,Asia,China,Energy,Collegiate,18,Accepted,2014,Undergrad,none,0,0
1628,Nankai,Asia,China,Health & Medicine,Collegiate,25,Accepted,2015,Undergrad,bronze,0,0
35,Naples,Europe,Italy,Environment,Collegiate,11,Accepted,2007,IGEM,silver,0,0
2088,NAU-CHINA,Asia,China,Environment,Collegiate,21,Accepted,2016,Undergrad,gold,0,0
2365,NAU-CHINA,Asia,China,Food & Nutrition,Collegiate,32,Accepted,2017,Undergrad,gold,0,0
2557,NAU-CHINA,Asia,China,Foundational Advance,Collegiate,21,Accepted,2018,Undergrad,gold,0,0
2687,Navarra_BG,Europe,Spain,High School,High_school,11,Accepted,2018,High_school,none,0,0
2142,NAWI-Graz,Europe,Austria,New Application,Collegiate,10,Accepted,2016,Overgrad,bronze,0,0
2348,NAWI_Graz,Europe,Austria,Information Processing,Collegiate,19,Accepted,2017,Overgrad,silver,0,0
2850,NAWI_Graz,Europe,Austria,Environment,Collegiate,12,Accepted,2018,Overgrad,bronze,0,0
2546,NCHU_Taichung,Asia,Taiwan,New Application,Collegiate,22,Accepted,2018,Undergrad,gold,0,0
1920,NCKU_Tainan,Asia,Taiwan,Diagnostics,Collegiate,25,Accepted,2016,Undergrad,gold,0,0
2275,NCKU_Tainan,Asia,Taiwan,Environment,Collegiate,23,Accepted,2017,Undergrad,gold,0,0
2762,NCKU_Tainan,Asia,Taiwan,Environment,Collegiate,20,Accepted,2018,Undergrad,gold,1,0
188,NCTU_Formosa,Asia,Taiwan,New Application,Collegiate,21,Accepted,2009,IGEM,silver,0,0
332,NCTU_Formosa,Asia,Taiwan,Environment,Collegiate,26,Accepted,2010,IGEM,silver,0,0
539,NCTU_Formosa,Asia,Taiwan,New Application,Collegiate,23,Accepted,2011,IGEM,silver,0,0
887,NCTU_Formosa,Asia,Taiwan,Food & Energy,Collegiate,24,Accepted,2012,IGEM,gold,0,0
1017,NCTU_Formosa,Asia,Taiwan,Foundational Advance,Collegiate,29,Accepted,2013,Undergrad,gold,1,0
1415,NCTU_Formosa,Asia,Taiwan,Environment,Collegiate,28,Accepted,2014,Undergrad,gold,1,0
1694,NCTU_Formosa,Asia,Taiwan,Health & Medicine,Collegiate,28,Accepted,2015,Undergrad,gold,0,0
1974,NCTU_Formosa,Asia,Taiwan,Environment,Collegiate,25,Accepted,2016,Undergrad,gold,0,0
2262,NCTU_Formosa,Asia,Taiwan,Software,Collegiate,25,Accepted,2017,Undergrad,gold,0,0
2599,NCTU_Formosa,Asia,Taiwan,Environment,Collegiate,18,Accepted,2018,Undergrad,silver,0,0
713,NC_School_of_Sci_Math,North America,United States,,High_school,11,Accepted,2012,IGEM,blocked,1,0
985,NC_School_of_Sci_Math,North America,United States,Information Processing(P),High_school,5,Accepted,2013,IGEM,blocked,0,0
1276,NC_School_Sci_Math,North America,United States,,High_school,15,Accepted,2014,IGEM,blocked,0,0
2694,NDC-HighRiverAB,North America,Canada,High School,High_school,8,Accepted,2018,High_school,silver,0,0
1757,NEAU-China,Asia,China,New Application,Collegiate,23,Accepted,2015,Undergrad,bronze,0,0
1485,NEAU-Harbin,Asia,China,Foundational Advance,Collegiate,21,Accepted,2014,Undergrad,bronze,0,0
1509,NEFU_China,Asia,China,Environment,Collegiate,16,Accepted,2014,Overgrad,silver,0,0
1666,NEFU_China,Asia,China,Food & Nutrition,Collegiate,21,Accepted,2015,Undergrad,silver,0,0
1947,NEFU_China,Asia,China,Foundational Advance,Collegiate,24,Accepted,2016,Undergrad,silver,0,0
2302,NEFU_China,Asia,China,Environment,Collegiate,24,Accepted,2017,Undergrad,gold,0,0
2542,NEFU_China,Asia,China,Information Processing,Collegiate,32,Accepted,2018,Undergrad,gold,0,0
1982,NEU-China,Asia,China,New Application,Collegiate,15,Accepted,2016,Overgrad,gold,0,0
2288,NEU-China,Asia,China,Diagnostics,Collegiate,14,Accepted,2017,Undergrad,bronze,0,0
2817,NEU_China_A,Asia,China,Therapeutics,Collegiate,26,Accepted,2018,Undergrad,gold,0,0
2824,NEU_China_B,Asia,China,Food & Nutrition,Collegiate,21,Accepted,2018,Overgrad,silver,0,0
262,Nevada,North America,United States,Health/Medicine,Collegiate,15,Accepted,2009,IGEM,bronze,0,0
414,Nevada,North America,United States,Environment,Collegiate,12,Accepted,2010,IGEM,silver,0,0
558,Nevada,North America,United States,Food & Energy,Collegiate,25,Accepted,2011,IGEM,gold,0,0
931,Nevada,North America,United States,Health & Medicine,Collegiate,12,Accepted,2012,IGEM,gold,0,0
1347,Nevada,North America,United States,Foundational Advance,Collegiate,7,Accepted,2014,Undergrad,silver,0,0
1136,Nevada,North America,United States,Environment,Collegiate,9,Accepted,2013,Undergrad,silver,0,0
174,Newcastle,Europe,United Kingdom,Environment,Collegiate,13,Accepted,2009,IGEM,gold,0,0
302,Newcastle,Europe,United Kingdom,Manufacturing,Collegiate,14,Accepted,2010,IGEM,gold,0,0
1185,Newcastle,Europe,United Kingdom,Foundational Advance,Collegiate,22,Accepted,2013,Undergrad,gold,0,0
1895,Newcastle,Europe,United Kingdom,Foundational Advance,Collegiate,15,Accepted,2016,Undergrad,bronze,0,0
2205,Newcastle,Europe,United Kingdom,Foundational Advance,Collegiate,22,Accepted,2017,Overgrad,gold,0,0
2797,Newcastle,Europe,United Kingdom,Environment,Collegiate,28,Accepted,2018,Overgrad,gold,0,0
104,Newcastle_University,Europe,United Kingdom,,Collegiate,16,Accepted,2008,IGEM,gold,0,0
701,NewLondonFarquizzles,North America,United States,,High_school,8,Accepted,2012,IGEM,blocked,0,0
2831,New_York_City,North America,United States,High School,High_school,34,Accepted,2018,High_school,bronze,0,0
990,NGSS_AEI_TURKEY,Europe,Turkey,New Application(P),High_school,11,Accepted,2013,IGEM,blocked,0,0
1290,NGSS_TR,Europe,Turkey,Health & Medicine(P),High_school,13,Accepted,2014,IGEM,blocked,0,0
2473,NIPER-Guwahati,Asia,India,Therapeutics,Collegiate,11,Accepted,2017,Overgrad,none,0,0
1555,NJAU_China,Asia,China,Environment,Collegiate,23,Accepted,2014,Undergrad,silver,0,0
1649,NJAU_China,Asia,China,New Application,Collegiate,17,Accepted,2015,Undergrad,silver,0,0
1633,NJU-China,Asia,China,Health & Medicine,Collegiate,26,Accepted,2015,Undergrad,gold,0,0
1942,NJU-China,Asia,China,Therapeutics,Collegiate,19,Accepted,2016,Undergrad,gold,0,0
2208,NJU-China,Asia,China,Therapeutics,Collegiate,16,Accepted,2017,Undergrad,silver,0,0
2781,NJU-China,Asia,China,Foundational Advance,Collegiate,16,Accepted,2018,Undergrad,bronze,0,0
1402,NJU-QIBEBT,Asia,China,Energy,Collegiate,28,Accepted,2014,Undergrad,bronze,0,0
1180,NJU_China,Asia,China,Health & Medicine,Collegiate,15,Accepted,2013,Undergrad,gold,0,0
1160,NJU_NJUT_China,Asia,China,New Application,Collegiate,17,Accepted,2013,Undergrad,bronze,0,0
1981,NKU_China,Asia,China,New Application,Collegiate,30,Accepted,2016,Undergrad,gold,0,0
2280,NKU_China,Asia,China,Energy,Collegiate,26,Accepted,2017,Undergrad,gold,0,0
2705,NKU_CHINA,Asia,China,New Application,Collegiate,23,Accepted,2018,Undergrad,gold,0,0
2182,Northeastern,North America,United States,Energy,Collegiate,13,Accepted,2016,Undergrad,bronze,0,0
2431,NortheasternU-Boston,North America,United States,Foundational Advance,Collegiate,13,Accepted,2017,Undergrad,bronze,0,0
1857,Northeastern_Boston,North America,United States,Manufacturing,Collegiate,15,Accepted,2015,Undergrad,bronze,0,0
2108,NorthernBC,North America,Canada,Environment,Collegiate,13,Accepted,2016,Overgrad,none,0,0
418,Northwestern,North America,United States,Manufacturing,Collegiate,9,Accepted,2010,IGEM,bronze,0,0
575,Northwestern,North America,United States,Health & Medicine,Collegiate,10,Accepted,2011,IGEM,gold,0,0
1231,Northwestern,North America,United States,Health & Medicine,Collegiate,10,Accepted,2013,Undergrad,silver,0,0
912,Northwestern,North America,United States,Health & Medicine,Collegiate,11,Accepted,2012,IGEM,gold,0,0
1417,Northwestern,North America,United States,Foundational Advance,Collegiate,10,Accepted,2014,Undergrad,bronze,0,0
2019,Northwestern,North America,United States,Therapeutics,Collegiate,12,Accepted,2016,Undergrad,silver,0,0
2396,Northwestern,North America,United States,Therapeutics,Collegiate,14,Accepted,2017,Undergrad,silver,0,0
2806,Northwestern,North America,United States,Environment,Collegiate,13,Accepted,2018,Undergrad,bronze,0,0
2715,Nottingham,Europe,United Kingdom,Therapeutics,Collegiate,17,Accepted,2018,Undergrad,gold,0,0
2347,NPU-China,Asia,China,Manufacturing,Collegiate,16,Accepted,2017,Undergrad,bronze,0,0
2707,NPU-China,Asia,China,Foundational Advance,Collegiate,19,Accepted,2018,Undergrad,silver,0,0
774,NRP-UEA-Norwich,Europe,United Kingdom,New Application,Collegiate,10,Accepted,2012,IGEM,gold,0,0
1041,NRP-UEA-Norwich,Europe,United Kingdom,Health & Medicine,Collegiate,12,Accepted,2013,Overgrad,bronze,0,0
1467,NRP-UEA-Norwich,Europe,United Kingdom,Food & Nutrition,Collegiate,11,Accepted,2014,Undergrad,gold,0,0
1618,NRP-UEA-Norwich,Europe,United Kingdom,Food & Nutrition,Collegiate,12,Accepted,2015,Undergrad,gold,0,0
1957,NRP-UEA-Norwich,Europe,United Kingdom,Energy,Collegiate,18,Accepted,2016,Undergrad,silver,0,0
2635,NTHU_Formosa,Asia,Taiwan,Diagnostics,Collegiate,14,Accepted,2018,Overgrad,gold,0,0
2073,NTHU_Taiwan,Asia,Taiwan,Environment,Collegiate,18,Accepted,2016,Undergrad,bronze,0,0
2354,NTHU_Taiwan,Asia,Taiwan,Environment,Collegiate,20,Accepted,2017,Overgrad,silver,0,0
2774,NTHU_Taiwan,Asia,Taiwan,Open,Collegiate,21,Accepted,2018,Undergrad,none,0,0
1082,NTNU-Trondheim,Europe,Norway,Health & Medicine,Collegiate,9,Accepted,2013,Overgrad,bronze,0,0
639,NTNU_Trondheim,Europe,Norway,New Application,Collegiate,14,Accepted,2011,IGEM,bronze,0,0
822,NTNU_Trondheim,Europe,Norway,Manufacturing,Collegiate,10,Accepted,2012,IGEM,gold,0,0
1424,NTNU_Trondheim,Europe,Norway,Environment,Collegiate,11,Accepted,2014,Overgrad,gold,0,0
1840,NTNU_Trondheim,Europe,Norway,Measurement,Collegiate,8,Accepted,2015,Overgrad,gold,0,0
1970,NTNU_Trondheim,Europe,Norway,Foundational Advance,Collegiate,9,Accepted,2016,Overgrad,bronze,0,0
2265,NTNU_Trondheim,Europe,Norway,Therapeutics,Collegiate,10,Accepted,2017,Overgrad,gold,0,0
2754,NTNU_Trondheim,Europe,Norway,Therapeutics,Collegiate,13,Accepted,2018,Overgrad,gold,0,0
1841,NTU-LIHPAO-Taiwan,Asia,Taiwan,Health & Medicine,Collegiate,16,Accepted,2015,Undergrad,silver,0,0
117,NTU-Singapore,Asia,Singapore,,Collegiate,9,Accepted,2008,IGEM,silver,0,0
256,NTU-Singapore,Asia,Singapore,Health/Medicine,Collegiate,14,Accepted,2009,IGEM,gold,0,0
1676,NTU-Singapore,Asia,Singapore,Energy,Collegiate,14,Accepted,2015,Overgrad,gold,0,0
2130,NTU-Singapore,Asia,Singapore,Measurement,Collegiate,17,Accepted,2016,Overgrad,gold,0,0
2818,NTU-Singapore,Asia,Singapore,Foundational Advance,Collegiate,12,Accepted,2018,Overgrad,gold,0,0
817,NTU-Taida,Asia,Taiwan,Health & Medicine,Collegiate,22,Accepted,2012,IGEM,gold,0,0
1157,NTU-Taida,Asia,Taiwan,Health & Medicine,Collegiate,24,Accepted,2013,Overgrad,gold,0,0
2316,NTU_SINGAPORE,Asia,Singapore,Foundational Advance,Collegiate,16,Accepted,2017,Overgrad,gold,0,0
1507,NTU_Taida,Asia,Taiwan,Health & Medicine,Collegiate,34,Accepted,2014,Undergrad,gold,0,0
1125,NTU_Taiwan,Asia,Taiwan,Food & Energy,Collegiate,27,Accepted,2013,Undergrad,silver,0,0
1532,NUDT_CHINA,Asia,China,Information Processing,Collegiate,11,Accepted,2014,Undergrad,gold,0,0
1789,NUDT_CHINA,Asia,China,Manufacturing,Collegiate,17,Accepted,2015,Undergrad,gold,0,0
1997,NUDT_CHINA,Asia,China,New Application,Collegiate,20,Accepted,2016,Undergrad,gold,0,0
2440,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,24,Accepted,2017,Undergrad,gold,0,0
2653,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,29,Accepted,2018,Undergrad,none,0,0
1897,NUS_Singapore,Asia,Singapore,Diagnostics,Collegiate,19,Accepted,2016,Undergrad,gold,0,0
2447,NUS_Singapore,Asia,Singapore,Foundational Advance,Collegiate,15,Accepted,2017,Overgrad,gold,0,0
2819,NUS_Singapore-A,Asia,Singapore,Manufacturing,Collegiate,22,Accepted,2018,Undergrad,gold,0,0
2807,NUS_Singapore-Sci,Asia,Singapore,Foundational Advance,Collegiate,19,Accepted,2018,Undergrad,bronze,0,0
1118,NU_Kazakhstan,Asia,Kazakhstan,Health & Medicine,Collegiate,7,Accepted,2013,Undergrad,none,0,0
1335,NU_Kazakhstan,Asia,Kazakhstan,Measurement,Collegiate,11,Accepted,2014,Undergrad,bronze,0,0
1828,NU_Kazakhstan,Asia,Kazakhstan,Health & Medicine,Collegiate,9,Accepted,2015,Overgrad,silver,0,0
2516,NU_Kazakhstan,Asia,Kazakhstan,Environment,Collegiate,17,Accepted,2017,Undergrad,gold,0,0
2896,NU_Kazakhstan,Asia,Kazakhstan,Environment,Collegiate,17,Accepted,2018,Undergrad,gold,0,0
2155,NWPU,Asia,China,Environment,Collegiate,18,Accepted,2016,Undergrad,bronze,0,0
2399,NWU-CHINA,Asia,China,Environment,Collegiate,16,Accepted,2017,Undergrad,bronze,0,0
2544,NWU-China,Asia,China,Environment,Collegiate,18,Accepted,2018,Undergrad,bronze,0,0
868,NYC_Hunter,North America,United States,Information Processing,Collegiate,14,Accepted,2012,IGEM,none,0,0
869,NYC_Hunter_Software,North America,United States,Software Tools,Collegiate,13,Accepted,2012,IGEM,none,0,0
651,NYC_Software,North America,United States,Software Tools,Collegiate,9,Accepted,2011,IGEM,none,0,0
650,NYC_Wetware,North America,United States,Environment,Collegiate,9,Accepted,2011,IGEM,bronze,0,0
116,NYMU-Taipei,Asia,Taiwan,,Collegiate,18,Accepted,2008,IGEM,silver,1,0
195,NYMU-Taipei,Asia,Taiwan,Health/Medicine,Collegiate,20,Accepted,2009,IGEM,bronze,0,0
411,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,32,Accepted,2010,IGEM,silver,0,0
624,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,30,Accepted,2011,IGEM,gold,0,0
896,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,27,Accepted,2012,IGEM,gold,0,0
1104,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,26,Accepted,2013,Overgrad,gold,1,0
1510,NYMU-Taipei,Asia,Taiwan,Health & Medicine,Collegiate,34,Accepted,2014,Overgrad,gold,0,0
1769,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,20,Accepted,2015,Overgrad,gold,0,0
2040,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,33,Accepted,2016,Overgrad,gold,0,0
2350,NYMU-Taipei,Asia,Taiwan,Energy,Collegiate,18,Accepted,2017,Undergrad,gold,0,0
2751,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,22,Accepted,2018,Undergrad,gold,0,0
416,NYU,North America,United States,Foundational Advance,Collegiate,7,Accepted,2010,IGEM,silver,0,0
1867,NYU-AD,Asia,United Arab Emirates,Health & Medicine,Collegiate,10,Accepted,2015,Undergrad,bronze,0,0
2122,NYU-AD,Asia,United Arab Emirates,Diagnostics,Collegiate,14,Accepted,2016,Undergrad,silver,0,0
2808,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,21,Accepted,2018,Undergrad,gold,1,0
2495,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,18,Accepted,2017,Undergrad,gold,0,0
850,NYU_Gallatin,North America,United States,New Application,Collegiate,27,Accepted,2012,IGEM,bronze,0,0
1756,NYU_Shanghai,Asia,China,Art & Design,Collegiate,14,Accepted,2015,Undergrad,silver,0,0
2400,NYU_Shanghai,Asia,China,Food & Nutrition,Collegiate,10,Accepted,2017,Undergrad,bronze,0,0
469,Oklahoma,North America,,,Collegiate,5,Accepted,2006,IGEM,blocked,0,0
485,Oklahoma,North America,,,Collegiate,6,Accepted,2005,IGEM,blocked,0,0
1910,OLS_Canmore,North America,Canada,High School,High_school,15,Accepted,2016,High_school,silver,0,0
1268,OLS_Canmore_AB_CA,North America,Canada,Foundational Advance(P),High_school,18,Accepted,2014,IGEM,blocked,0,0
1717,OLS_Canmore_AB_CA,North America,Canada,High School,High_school,10,Accepted,2015,High_school,bronze,0,0
2650,OLS_Canmore_Canada,North America,Canada,High School,High_school,12,Accepted,2018,High_school,none,0,0
204,Osaka,Asia,Japan,New Application,Collegiate,18,Accepted,2009,IGEM,gold,0,0
392,Osaka,Asia,Japan,Environment,Collegiate,17,Accepted,2010,IGEM,bronze,0,0
602,Osaka,Asia,Japan,Environment,Collegiate,9,Accepted,2011,IGEM,silver,0,0
941,Osaka,Asia,Japan,Environment,Collegiate,9,Accepted,2012,IGEM,bronze,0,0
1040,Osaka,Asia,Japan,Information Processing,Collegiate,14,Accepted,2013,Undergrad,bronze,0,0
1207,OU-Norman_OK,North America,United States,Food & Energy,Collegiate,10,Accepted,2013,Overgrad,bronze,0,0
594,OUC-China,Asia,China,Information Processing,Collegiate,14,Accepted,2011,IGEM,bronze,0,0
737,OUC-China,Asia,China,Environment,Collegiate,19,Accepted,2012,IGEM,gold,0,0
1059,OUC-China,Asia,China,Foundational Advance,Collegiate,17,Accepted,2013,Undergrad,gold,0,0
1439,OUC-China,Asia,China,New Application,Collegiate,19,Accepted,2014,Undergrad,bronze,0,0
1679,OUC-China,Asia,China,Measurement,Collegiate,17,Accepted,2015,Undergrad,silver,0,0
2047,OUC-China,Asia,China,Foundational Advance,Collegiate,26,Accepted,2016,Undergrad,gold,0,0
2314,OUC-China,Asia,China,Environment,Collegiate,19,Accepted,2017,Undergrad,gold,0,0
2615,OUC-China,Asia,China,Foundational Advance,Collegiate,16,Accepted,2018,Undergrad,gold,0,0
1558,OU_Norman,North America,United States,Energy,Collegiate,7,Accepted,2014,Undergrad,bronze,0,0
1446,Oxford,Europe,United Kingdom,Environment,Collegiate,15,Accepted,2014,Undergrad,gold,0,0
1659,Oxford,Europe,United Kingdom,Health & Medicine,Collegiate,18,Accepted,2015,Undergrad,gold,0,0
1980,Oxford,Europe,United Kingdom,Therapeutics,Collegiate,13,Accepted,2016,Undergrad,gold,0,0
2450,Oxford,Europe,United Kingdom,Diagnostics,Collegiate,15,Accepted,2017,Undergrad,gold,0,0
2757,Oxford,Europe,United Kingdom,Therapeutics,Collegiate,13,Accepted,2018,Undergrad,gold,0,0
1710,PacificU-Oregon,North America,United States,New Application,Collegiate,3,Accepted,2015,Undergrad,none,0,0
424,Panama,Latin America,Panama,Environment,Collegiate,28,Accepted,2010,IGEM,bronze,0,0
653,Panama,Latin America,Panama,Environment,Collegiate,21,Accepted,2011,IGEM,none,0,0
944,Panama_INDICASAT,Latin America,Panama,Environment,Collegiate,19,Accepted,2012,IGEM,bronze,0,0
18,Paris,Europe,France,Foundational Research,Collegiate,26,Accepted,2007,IGEM,gold,0,0
136,Paris,Europe,France,,Collegiate,24,Accepted,2008,IGEM,bronze,0,0
257,Paris,Europe,France,Foundational Advance,Collegiate,22,Accepted,2009,IGEM,gold,0,0
910,Paris-Saclay,Europe,France,New Application,Collegiate,19,Accepted,2012,IGEM,none,0,0
606,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,21,Accepted,2011,IGEM,gold,1,0
914,Paris_Bettencourt,Europe,France,Environment,Collegiate,15,Accepted,2012,IGEM,gold,1,0
1137,Paris_Bettencourt,Europe,France,Health & Medicine,Collegiate,17,Accepted,2013,Overgrad,gold,1,1
1403,Paris_Bettencourt,Europe,France,New Application,Collegiate,23,Accepted,2014,Overgrad,gold,0,0
1678,Paris_Bettencourt,Europe,France,Food & Nutrition,Collegiate,20,Accepted,2015,Overgrad,gold,0,0
2043,Paris_Bettencourt,Europe,France,Manufacturing,Collegiate,15,Accepted,2016,Overgrad,gold,0,0
2510,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,15,Accepted,2017,Overgrad,gold,0,0
2738,Paris_Bettencourt,Europe,France,Therapeutics,Collegiate,16,Accepted,2018,Overgrad,gold,0,0
329,Paris_Liliane_Bettencourt,Europe,France,Foundational Advance,Collegiate,14,Accepted,2010,IGEM,gold,0,0
1155,Paris_Saclay,Europe,France,Environment,Collegiate,17,Accepted,2013,Overgrad,gold,0,0
1372,Paris_Saclay,Europe,France,Art & Design,Collegiate,26,Accepted,2014,Overgrad,gold,0,0
1707,Paris_Saclay,Europe,France,Environment,Collegiate,17,Accepted,2015,Overgrad,bronze,0,0
2039,Paris_Saclay,Europe,France,Foundational Advance,Collegiate,27,Accepted,2016,Overgrad,bronze,0,0
2454,PASantiago_Chile,Latin America,Chile,High School,High_school,24,Accepted,2017,High_school,none,0,0
1622,Pasteur_Paris,Europe,France,Environment,Collegiate,27,Accepted,2015,Overgrad,bronze,0,0
2053,Pasteur_Paris,Europe,France,Diagnostics,Collegiate,24,Accepted,2016,Overgrad,gold,0,0
2198,Pasteur_Paris,Europe,France,Environment,Collegiate,17,Accepted,2017,Overgrad,bronze,0,0
2616,Pasteur_Paris,Europe,France,New Application,Collegiate,25,Accepted,2018,Overgrad,gold,0,0
1277,PEA_Exeter_NH,North America,United States,Environment(P),High_school,12,Accepted,2014,IGEM,blocked,0,0
14,Peking,Asia,China,Information Processing,Collegiate,22,Accepted,2007,IGEM,gold,0,0
346,Peking,Asia,China,Environment,Collegiate,19,Accepted,2010,IGEM,gold,1,0
819,Peking,Asia,China,Foundational Advance,Collegiate,22,Accepted,2012,IGEM,gold,1,0
1031,Peking,Asia,China,Environment,Collegiate,12,Accepted,2013,Undergrad,gold,0,0
1378,Peking,Asia,China,Environment,Collegiate,19,Accepted,2014,Undergrad,gold,0,0
1689,Peking,Asia,China,Health & Medicine,Collegiate,17,Accepted,2015,Undergrad,gold,0,0
1989,Peking,Asia,China,Environment,Collegiate,19,Accepted,2016,Undergrad,gold,0,0
2243,Peking,Asia,China,Information Processing,Collegiate,20,Accepted,2017,Undergrad,gold,0,0
2601,Peking,Asia,China,Foundational Advance,Collegiate,22,Accepted,2018,Undergrad,gold,0,0
598,Peking_R,Asia,China,New Application,Collegiate,13,Accepted,2011,IGEM,gold,0,0
581,Peking_S,Asia,China,Information Processing,Collegiate,15,Accepted,2011,IGEM,silver,0,0
120,Peking_University,Asia,China,,Collegiate,16,Accepted,2008,IGEM,none,0,0
548,Penn,North America,United States,Foundational Advance,Collegiate,17,Accepted,2011,IGEM,silver,0,0
811,Penn,North America,United States,Health & Medicine,Collegiate,7,Accepted,2012,IGEM,gold,1,1
1128,Penn,North America,United States,Foundational Advance,Collegiate,10,Accepted,2013,Undergrad,gold,1,1
1505,Penn,North America,United States,Environment,Collegiate,11,Accepted,2014,Undergrad,bronze,0,0
1815,Penn,North America,United States,Foundational Advance,Collegiate,5,Accepted,2015,Undergrad,none,0,0
2456,Penn,North America,United States,Hardware,Collegiate,6,Accepted,2017,Undergrad,none,0,0
100,PennState,North America,United States,,Collegiate,10,Accepted,2008,IGEM,silver,0,0
454,PennState,North America,,,Collegiate,16,Accepted,2006,IGEM,blocked,0,0
1272,Penn_Mishawaka_IN,North America,United States,,High_school,8,Accepted,2014,IGEM,blocked,0,0
41,Penn_State,North America,Usa,Energy,Collegiate,14,Accepted,2007,IGEM,gold,0,0
376,Penn_State,North America,United States,Food & Energy,Collegiate,7,Accepted,2010,IGEM,gold,0,0
488,Penn_State,North America,,,Collegiate,8,Accepted,2005,IGEM,blocked,0,0
648,Penn_State,North America,United States,Environment,Collegiate,13,Accepted,2011,IGEM,gold,0,0
933,Penn_State,North America,United States,Foundational Advance,Collegiate,9,Accepted,2012,IGEM,gold,0,0
1043,Penn_State,North America,United States,Manufacturing,Collegiate,17,Accepted,2013,Undergrad,bronze,0,0
1506,Penn_State,North America,United States,Foundational Advance,Collegiate,6,Accepted,2014,Undergrad,gold,0,0
2056,Peshawar,Asia,Pakistan,Environment,Collegiate,15,Accepted,2016,Undergrad,bronze,0,0
2518,Peshawar,Asia,Pakistan,Environment,Collegiate,16,Accepted,2017,Undergrad,silver,0,0
1548,Pitt,North America,United States,Health & Medicine,Collegiate,9,Accepted,2014,Undergrad,silver,0,0
1833,Pitt,North America,United States,Health & Medicine,Collegiate,7,Accepted,2015,Undergrad,silver,0,0
2084,Pittsburgh,North America,United States,Environment,Collegiate,11,Accepted,2016,Undergrad,gold,0,0
