TeamID,Team,Region,Country,Track,Division,Size,Status,Year,Section,Medal,Finalist,Winner
909,ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate,13,Accepted,2012,IGEM,gold,0,0
1216,ETH_Zurich,Europe,Switzerland,Information Processing,Collegiate,16,Accepted,2013,Overgrad,gold,0,0
1541,ETH_Zurich,Europe,Switzerland,Information Processing,Collegiate,13,Accepted,2014,Overgrad,gold,0,0
1847,ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate,16,Accepted,2015,Overgrad,gold,0,0
2116,ETH_Zurich,Europe,Switzerland,Diagnostics,Collegiate,14,Accepted,2016,Overgrad,gold,0,0
2500,ETH_Zurich,Europe,Switzerland,Therapeutics,Collegiate,14,Accepted,2017,Overgrad,gold,0,0
2845,ETH_Zurich,Europe,Switzerland,New Application,Collegiate,13,Accepted,2018,Overgrad,gold,1,0
703,Evansville_Central,North America,United States,,High_school,9,Accepted,2012,IGEM,blocked,0,0
812,Evry,Europe,France,Foundational Advance,Collegiate,24,Accepted,2012,IGEM,gold,0,0
1163,Evry,Europe,France,Health & Medicine,Collegiate,16,Accepted,2013,Overgrad,gold,0,0
1413,Evry,Europe,France,Environment,Collegiate,22,Accepted,2014,Overgrad,bronze,0,0
1611,Evry,Europe,France,Health & Medicine,Collegiate,11,Accepted,2015,Overgrad,silver,0,0
2042,Evry,Europe,France,Manufacturing,Collegiate,16,Accepted,2016,Overgrad,bronze,0,0
2448,Evry_Paris-Saclay,Europe,France,Food & Nutrition,Collegiate,19,Accepted,2017,Overgrad,gold,0,0
2675,Evry_Paris-Saclay,Europe,France,Foundational Advance,Collegiate,21,Accepted,2018,Overgrad,gold,0,0
764,Exeter,Europe,United Kingdom,Manufacturing,Collegiate,17,Accepted,2012,IGEM,bronze,0,0
1173,Exeter,Europe,United Kingdom,Foundational Advance,Collegiate,14,Accepted,2013,Undergrad,silver,0,0
1398,Exeter,Europe,United Kingdom,Environment,Collegiate,15,Accepted,2014,Overgrad,gold,0,0
1586,Exeter,Europe,United Kingdom,New Application,Collegiate,20,Accepted,2015,Undergrad,gold,0,0
1914,Exeter,Europe,United Kingdom,Measurement,Collegiate,18,Accepted,2016,Overgrad,gold,0,0
2324,Exeter,Europe,United Kingdom,Environment,Collegiate,19,Accepted,2017,Overgrad,gold,0,0
2695,Exeter,Europe,United Kingdom,Environment,Collegiate,19,Accepted,2018,Undergrad,gold,0,0
1864,FAFU-CHINA,Asia,China,Environment,Collegiate,19,Accepted,2015,Undergrad,bronze,0,0
2074,FAFU-CHINA,Asia,China,Environment,Collegiate,22,Accepted,2016,Undergrad,gold,0,0
2384,FAFU-CHINA,Asia,China,Environment,Collegiate,25,Accepted,2017,Undergrad,bronze,0,0
772,Fatih-Medical,Europe,Turkey,Health & Medicine,Collegiate,30,Accepted,2012,IGEM,bronze,0,0
541,Fatih_Turkey,Europe,Turkey,New Application,Collegiate,18,Accepted,2011,IGEM,gold,0,0
1861,FAU_Erlangen,Europe,Germany,Health & Medicine,Collegiate,11,Accepted,2015,Undergrad,silver,0,0
2169,FAU_Erlangen,Europe,Germany,Energy,Collegiate,19,Accepted,2016,Overgrad,silver,0,0
2641,FAU_Erlangen,Europe,Germany,Foundational Advance,Collegiate,23,Accepted,2018,Overgrad,bronze,0,0
1269,FHS_Frederick_MD,North America,United States,Food & Energy(P),High_school,10,Accepted,2014,IGEM,blocked,0,0
2570,FJNU-China,Asia,China,Environment,Collegiate,15,Accepted,2018,Undergrad,gold,0,0
2523,Florida_Atlantic,North America,United States,Software,Collegiate,14,Accepted,2017,Overgrad,bronze,0,0
2419,Franconia,Europe,Germany,Manufacturing,Collegiate,39,Accepted,2017,Overgrad,silver,0,0
849,Frankfurt,Europe,Germany,Food & Energy,Collegiate,13,Accepted,2012,IGEM,bronze,0,0
1181,Frankfurt,Europe,Germany,Food & Energy,Collegiate,15,Accepted,2013,Overgrad,none,0,0
57,Freiburg,Europe,Germany,Foundational Research,Collegiate,13,Accepted,2007,IGEM,gold,0,0
157,Freiburg,Europe,Germany,,Collegiate,15,Accepted,2008,IGEM,gold,1,1
447,Freiburg,Europe,,,Collegiate,6,Accepted,2006,IGEM,blocked,0,0
608,Freiburg,Europe,Germany,Foundational Advance,Collegiate,12,Accepted,2011,IGEM,gold,0,0
747,Freiburg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2012,IGEM,gold,0,0
1150,Freiburg,Europe,Germany,Foundational Advance,Collegiate,25,Accepted,2013,Overgrad,gold,1,0
1470,Freiburg,Europe,Germany,New Application,Collegiate,21,Accepted,2014,Overgrad,gold,0,0
1621,Freiburg,Europe,Germany,Health & Medicine,Collegiate,32,Accepted,2015,Overgrad,gold,0,0
2114,Freiburg,Europe,Germany,Therapeutics,Collegiate,19,Accepted,2016,Overgrad,gold,0,0
2295,Freiburg,Europe,Germany,Therapeutics,Collegiate,22,Accepted,2017,Overgrad,gold,0,0
243,Freiburg_bioware,Europe,Germany,Foundational Advance,Collegiate,21,Accepted,2009,IGEM,gold,1,0
404,Freiburg_Bioware,Europe,Germany,Health & Medicine,Collegiate,20,Accepted,2010,IGEM,gold,0,0
279,Freiburg_software,Europe,United States,Software Tools,Collegiate,7,Accepted,2009,IGEM,silver,0,0
405,Freiburg_Software,Europe,Germany,Software Tools,Collegiate,7,Accepted,2010,IGEM,silver,0,0
2367,FSU,North America,United States,Therapeutics,Collegiate,16,Accepted,2017,Undergrad,bronze,0,0
2832,FSU,North America,United States,Foundational Advance,Collegiate,19,Accepted,2018,Undergrad,none,0,0
1100,Fudan,Asia,China,Foundational Advance,Collegiate,15,Accepted,2013,Overgrad,gold,0,0
1440,Fudan,Asia,China,Health & Medicine,Collegiate,19,Accepted,2014,Undergrad,gold,0,0
1777,Fudan,Asia,China,Foundational Advance,Collegiate,18,Accepted,2015,Undergrad,silver,0,0
1925,Fudan,Asia,China,Therapeutics,Collegiate,17,Accepted,2016,Undergrad,bronze,0,0
2446,Fudan,Asia,China,Therapeutics,Collegiate,12,Accepted,2017,Undergrad,gold,0,0
2549,Fudan,Asia,China,Foundational Advance,Collegiate,11,Accepted,2018,Undergrad,silver,0,0
2886,Fudan-CHINA,Asia,China,Therapeutics,Collegiate,15,Accepted,2018,Undergrad,bronze,0,0
604,Fudan-Shanghai,Asia,China,New Application,Collegiate,20,Accepted,2011,IGEM,gold,0,0
2460,Fudan_China,Asia,China,Information Processing,Collegiate,10,Accepted,2017,Undergrad,silver,0,0
798,Fudan_D,Asia,China,New Application,Collegiate,27,Accepted,2012,IGEM,silver,0,0
785,Fudan_Lux,Asia,China,Information Processing,Collegiate,18,Accepted,2012,IGEM,gold,0,0
1877,Gaston_Day,North America,United States,Environment,Collegiate,12,Accepted,2016,Undergrad,bronze,0,0
230,Gaston_Day_School,North America,United States,Environment,Collegiate,10,Accepted,2009,IGEM,none,0,0
308,Gaston_Day_School,North America,United States,Environment,Collegiate,10,Accepted,2010,IGEM,none,0,0
614,Gaston_Day_School,North America,United States,Environment,Collegiate,6,Accepted,2011,IGEM,silver,0,0
824,Gaston_Day_School,North America,United States,Environment,Collegiate,7,Accepted,2012,IGEM,silver,0,0
1042,Gaston_Day_School,North America,United States,Environment,Collegiate,13,Accepted,2013,Undergrad,bronze,0,0
1320,Gaston_Day_School,North America,United States,Environment,Collegiate,14,Accepted,2014,Undergrad,gold,0,0
1749,Gaston_Day_School,North America,United States,Environment,Collegiate,15,Accepted,2015,Undergrad,bronze,0,0
2221,Gaston_Day_School,North America,United States,Energy,Collegiate,10,Accepted,2017,Undergrad,none,0,0
2536,Gaston_Day_School,North America,United States,Environment,Collegiate,14,Accepted,2018,Undergrad,bronze,0,0
1038,Gdansk-UG,Europe,Poland,Food & Energy,Collegiate,8,Accepted,2013,Undergrad,bronze,0,0
2585,GDSYZX,Asia,China,High School,High_school,24,Accepted,2018,High_school,bronze,0,0
2089,GDSYZX-United,Asia,China,High School,High_school,32,Accepted,2016,High_school,silver,0,0
1278,GenetiX_Tec_CCM,Latin America,Mexico,Environment(P),High_school,15,Accepted,2014,IGEM,blocked,0,0
1870,GenetiX_Tec_CCM,Latin America,Mexico,High School,High_school,14,Accepted,2015,High_school,bronze,0,0
1429,Genspace,North America,United States,Community Labs,Community_lab,28,Accepted,2014,Overgrad,gold,0,0
1799,Genspace,North America,United States,Community Labs,Community_lab,24,Accepted,2015,Overgrad,gold,0,0
2128,Genspace,North America,United States,Manufacturing,Community_lab,26,Accepted,2016,Overgrad,gold,0,0
529,GeorgiaState,North America,United States,Manufacturing,Collegiate,7,Accepted,2011,IGEM,none,0,0
755,GeorgiaState,North America,United States,Environment,Collegiate,15,Accepted,2012,IGEM,none,0,0
410,GeorgiaTech,North America,United States,Manufacturing,Collegiate,16,Accepted,2010,IGEM,silver,0,0
582,GeorgiaTech,North America,United States,New Application,Collegiate,11,Accepted,2011,IGEM,bronze,0,0
1156,GeorgiaTech,North America,United States,Foundational Advance,Collegiate,10,Accepted,2013,Undergrad,gold,0,0
1539,GeorgiaTech,North America,United States,Foundational Advance,Collegiate,14,Accepted,2014,Undergrad,silver,0,0
1743,GeorgiaTech,North America,United States,Health & Medicine,Collegiate,11,Accepted,2015,Undergrad,bronze,0,0
431,Georgia_State,North America,United States,Foundational Advance,Collegiate,15,Accepted,2010,IGEM,none,0,0
1110,Georgia_State,North America,United States,Health & Medicine,Collegiate,13,Accepted,2013,Overgrad,bronze,0,0
1441,Georgia_State,North America,United States,Health & Medicine,Collegiate,17,Accepted,2014,Overgrad,bronze,0,0
1800,Georgia_State,North America,United States,Manufacturing,Collegiate,17,Accepted,2015,Overgrad,silver,0,0
1915,Georgia_State,North America,United States,Manufacturing,Collegiate,23,Accepted,2016,Overgrad,silver,0,0
2524,Georgia_State,North America,United States,Diagnostics,Collegiate,18,Accepted,2017,Overgrad,silver,0,0
2640,Georgia_State,North America,United States,Diagnostics,Collegiate,21,Accepted,2018,Overgrad,silver,0,0
916,Georgia_Tech,North America,United States,Information Processing,Collegiate,10,Accepted,2012,IGEM,silver,0,0
1566,GES_NCSU_Raleigh_NC,North America,United States,Policy & Practices,Collegiate,14,Accepted,2014,Overgrad,silver,0,0
1332,Gifu,Asia,Japan,New Application,Collegiate,14,Accepted,2014,Undergrad,silver,0,0
1859,Gifu,Asia,Japan,New Application,Collegiate,15,Accepted,2015,Undergrad,silver,0,0
2158,Gifu,Asia,Japan,Environment,Collegiate,22,Accepted,2016,Undergrad,silver,0,0
2438,Gifu,Asia,Japan,Food & Nutrition,Collegiate,18,Accepted,2017,Undergrad,bronze,0,0
2798,Gifu,Asia,Japan,Foundational Advance,Collegiate,20,Accepted,2018,Undergrad,bronze,0,0
23,Glasgow,Europe,Uk,Environment,Collegiate,23,Accepted,2007,IGEM,gold,0,0
660,Glasgow,Europe,United Kingdom,Manufacturing,Collegiate,14,Accepted,2011,IGEM,silver,0,0
1463,Glasgow,Europe,United Kingdom,New Application,Collegiate,16,Accepted,2014,Undergrad,gold,0,0
1725,Glasgow,Europe,United Kingdom,New Application,Collegiate,13,Accepted,2015,Undergrad,gold,0,0
2151,Glasgow,Europe,United Kingdom,Food & Nutrition,Collegiate,14,Accepted,2016,Undergrad,gold,0,0
2442,Glasgow,Europe,United Kingdom,Food & Nutrition,Collegiate,15,Accepted,2017,Undergrad,silver,0,0
777,Goettingen,Europe,Germany,Health & Medicine,Collegiate,16,Accepted,2012,IGEM,gold,0,0
1045,Goettingen,Europe,Germany,Health & Medicine,Collegiate,15,Accepted,2013,Overgrad,gold,0,0
1430,Goettingen,Europe,Germany,Health & Medicine,Collegiate,15,Accepted,2014,Overgrad,bronze,0,0
1865,Goettingen,Europe,Germany,New Application,Collegiate,13,Accepted,2015,Overgrad,bronze,0,0
1978,Goettingen,Europe,Germany,Food & Nutrition,Collegiate,13,Accepted,2016,Overgrad,silver,0,0
2586,Goettingen,Europe,Germany,Environment,Collegiate,11,Accepted,2018,Overgrad,gold,0,0
1503,Gothenburg,Europe,Sweden,Foundational Advance,Collegiate,15,Accepted,2014,Overgrad,none,0,0
2688,GO_Paris-Saclay,Europe,France,Environment,Collegiate,20,Accepted,2018,Overgrad,gold,0,0
839,GPHS_Snohomish_WA,North America,United States,,High_school,10,Accepted,2012,IGEM,blocked,0,0
2753,GreatBay_China,Asia,China,High School,High_school,19,Accepted,2018,High_school,gold,1,1
2364,Greece,Europe,Greece,Therapeutics,Collegiate,26,Accepted,2017,Undergrad,gold,0,0
698,GreenfieldCentral_IN,North America,United States,,High_school,12,Accepted,2012,IGEM,blocked,0,0
586,Greenfield_IN-Rihm-HS,North America,United States,,High_school,7,Accepted,2011,IGEM,none,0,0
637,Greenfield_IN-Schini-HS,North America,United States,,High_school,2,Accepted,2011,IGEM,none,0,0
1178,Greensboro-Austin,North America,United States,Manufacturing,Collegiate,29,Accepted,2013,Overgrad,gold,0,0
1426,Greensboro_Aggies,North America,United States,Art & Design,Collegiate,9,Accepted,2014,Undergrad,none,0,0
545,Grenoble,Europe,France,Environment,Collegiate,18,Accepted,2011,IGEM,gold,0,0
845,Grenoble,Europe,France,Information Processing,Collegiate,17,Accepted,2012,IGEM,gold,0,0
2299,Grenoble-Alpes,Europe,France,Diagnostics,Collegiate,17,Accepted,2017,Overgrad,gold,0,0
2629,Grenoble-Alpes,Europe,France,Diagnostics,Collegiate,16,Accepted,2018,Undergrad,bronze,0,0
1141,Grenoble-EMSE-LSU,Europe,France,New Application,Collegiate,19,Accepted,2013,Undergrad,gold,0,0
531,Grinnell,North America,United States,Manufacturing,Collegiate,4,Accepted,2011,IGEM,gold,0,0
77,Groningen,Europe,Netherlands,,Collegiate,10,Accepted,2008,IGEM,gold,0,0
190,Groningen,Europe,Netherlands,Environment,Collegiate,12,Accepted,2009,IGEM,gold,1,0
305,Groningen,Europe,Netherlands,New Application,Collegiate,15,Accepted,2010,IGEM,gold,0,0
607,Groningen,Europe,Netherlands,Information Processing,Collegiate,16,Accepted,2011,Pg_masters,gold,0,0
818,Groningen,Europe,Netherlands,Food & Energy,Collegiate,14,Accepted,2012,IGEM,gold,1,1
1085,Groningen,Europe,Netherlands,Health & Medicine,Collegiate,13,Accepted,2013,Overgrad,gold,0,0
1365,Groningen,Europe,Netherlands,Health & Medicine,Collegiate,18,Accepted,2014,Overgrad,gold,0,0
1597,Groningen,Europe,Netherlands,Energy,Collegiate,11,Accepted,2015,Overgrad,gold,0,0
1930,Groningen,Europe,Netherlands,Information Processing,Collegiate,18,Accepted,2016,Overgrad,gold,0,0
2361,Groningen,Europe,Netherlands,Food & Nutrition,Collegiate,19,Accepted,2017,Overgrad,gold,0,0
2783,Groningen,Europe,Netherlands,Manufacturing,Collegiate,16,Accepted,2018,Overgrad,gold,0,0
1227,Guadalajara,Latin America,Mexico,Environment,Collegiate,4,Accepted,2013,Undergrad,none,0,0
2057,Guanajuato_Mx,Latin America,Mexico,Manufacturing,Collegiate,24,Accepted,2016,Undergrad,silver,0,0
152,Guelph,North America,Canada,,Collegiate,8,Accepted,2008,IGEM,bronze,0,0
2415,GZHS-United,Asia,China,High School,High_school,30,Accepted,2017,High_school,gold,0,0
2840,GZHS-United,Asia,China,High School,High_school,18,Accepted,2018,High_school,bronze,0,0
2856,H14Z1_Hangzhou,Asia,China,High School,High_school,15,Accepted,2018,High_school,silver,0,0
1646,H4Z-Hangzhou,Asia,China,High School,High_school,24,Accepted,2015,High_school,none,0,0
2859,HAFS,Asia,"Korea, Republic Of",High School,High_school,13,Accepted,2018,High_school,bronze,0,0
1827,HAFS-Korea,Asia,"Korea, Republic Of",High School,High_school,11,Accepted,2015,High_school,bronze,0,0
714,HAFS_Bioholics,Asia,"Korea, Republic Of",,High_school,5,Accepted,2012,IGEM,blocked,0,0
1860,Hamburg,Europe,Germany,Health & Medicine,Collegiate,11,Accepted,2015,Overgrad,bronze,0,0
1909,Hamburg,Europe,Germany,Diagnostics,Collegiate,17,Accepted,2016,Overgrad,silver,0,0
2401,Hamburg,Europe,Germany,Therapeutics,Collegiate,30,Accepted,2017,Overgrad,silver,0,0
2588,Hamburg,Europe,Germany,Environment,Collegiate,21,Accepted,2018,Overgrad,gold,0,0
1863,Hamilton_McMaster,North America,Canada,New Application,Collegiate,22,Accepted,2015,Undergrad,none,0,0
1671,Hangzhou-H14Z,Asia,China,High School,High_school,12,Accepted,2015,High_school,silver,0,0
1478,Hannover,Europe,Germany,Environment,Collegiate,14,Accepted,2014,Overgrad,silver,0,0
2075,Hannover,Europe,Germany,New Application,Collegiate,20,Accepted,2016,Overgrad,bronze,0,0
1528,Harrisburg_NBT,North America,United States,Environment,Collegiate,4,Accepted,2014,Undergrad,none,0,0
31,Harvard,North America,Usa,Foundational Research,Collegiate,18,Accepted,2007,IGEM,gold,0,0
98,Harvard,North America,United States,,Collegiate,18,Accepted,2008,IGEM,gold,1,0
207,Harvard,North America,United States,New Application,Collegiate,13,Accepted,2009,IGEM,gold,0,0
382,Harvard,North America,United States,Food & Energy,Collegiate,21,Accepted,2010,IGEM,gold,0,0
448,Harvard,North America,,,Collegiate,14,Accepted,2006,IGEM,blocked,0,0
479,Harvard,North America,,,Collegiate,13,Accepted,2005,IGEM,blocked,0,0
615,Harvard,North America,United States,Foundational Advance,Collegiate,20,Accepted,2011,IGEM,silver,0,0
2251,Harvard,North America,United States,Manufacturing,Collegiate,8,Accepted,2017,Undergrad,bronze,0,0
2895,Harvard,North America,United States,New Application,Collegiate,9,Accepted,2018,Undergrad,none,0,0
1457,Harvard_BioDesign,North America,United States,Foundational Advance,Collegiate,9,Accepted,2014,Undergrad,bronze,0,0
1850,Harvard_BioDesign,North America,United States,Foundational Advance,Collegiate,10,Accepted,2015,Undergrad,gold,0,0
2010,Harvard_BioDesign,North America,United States,Environment,Collegiate,13,Accepted,2016,Undergrad,gold,0,0
789,Harvey Mudd,North America,United States,Foundational Advance,Collegiate,7,Accepted,2012,IGEM,none,0,0
125,Hawaii,North America,United States,,Collegiate,6,Accepted,2008,IGEM,bronze,0,0
2574,Hawaii,North America,United States,New Application,Collegiate,10,Accepted,2018,Overgrad,bronze,0,0
2304,HBUT-China,Asia,China,Environment,Collegiate,20,Accepted,2017,Undergrad,silver,0,0
2652,HBUT-China,Asia,China,Environment,Collegiate,22,Accepted,2018,Undergrad,silver,0,0
2667,HebrewU,Asia,Israel,Environment,Collegiate,13,Accepted,2018,Overgrad,gold,0,0
150,Heidelberg,Europe,United States,,Collegiate,30,Accepted,2008,IGEM,gold,0,0
203,Heidelberg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2009,IGEM,gold,1,1
337,Heidelberg,Europe,Germany,Health & Medicine,Collegiate,28,Accepted,2010,IGEM,gold,0,0
1152,Heidelberg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2013,Undergrad,gold,1,1
1362,Heidelberg,Europe,Germany,Foundational Advance,Collegiate,19,Accepted,2014,Undergrad,gold,1,1
1614,Heidelberg,Europe,Germany,Foundational Advance,Collegiate,19,Accepted,2015,Undergrad,gold,1,0
2398,Heidelberg,Europe,Germany,Foundational Advance,Collegiate,19,Accepted,2017,Undergrad,gold,1,0
862,Heidelberg_LSL,Europe,Germany,,High_school,11,Accepted,2012,IGEM,blocked,1,1
1504,Hendrix_Arkansas,North America,United States,Health & Medicine,Collegiate,10,Accepted,2014,Undergrad,none,0,0
686,Hewitt-Trussville,North America,United States,,High_school,9,Accepted,2012,IGEM,blocked,0,0
2346,HFLS_H2Z_Hangzhou,Asia,China,High School,High_school,15,Accepted,2017,High_school,silver,0,0
2890,HFLS_ZhejiangUnited,Asia,China,High School,High_school,24,Accepted,2018,High_school,silver,0,0
1693,HFUT-China,Asia,China,Software,Collegiate,18,Accepted,2015,Undergrad,gold,0,0
2134,HFUT-China,Asia,China,Software,Collegiate,22,Accepted,2016,Undergrad,silver,0,0
2466,HFUT-China,Asia,China,Software,Collegiate,24,Accepted,2017,Undergrad,gold,0,0
1451,HFUT_CHINA,Asia,China,Software,Collegiate,11,Accepted,2014,Undergrad,gold,0,0
609,HIT-Harbin,Asia,China,Food & Energy,Collegiate,14,Accepted,2011,IGEM,none,0,0
748,HIT-Harbin,Asia,China,Health & Medicine,Collegiate,21,Accepted,2012,IGEM,silver,0,0
1014,HIT-Harbin,Asia,China,Foundational Advance,Collegiate,26,Accepted,2013,Undergrad,silver,0,0
1437,HIT-Harbin,Asia,China,Environment,Collegiate,29,Accepted,2014,Undergrad,bronze,0,0
2720,HKJS_S,Asia,Hong Kong,High School,High_school,24,Accepted,2018,High_school,bronze,0,0
283,HKU-HKBU,Asia,Hong Kong,Manufacturing,Collegiate,25,Accepted,2009,IGEM,gold,0,0
366,HKU-Hong_Kong,Asia,Hong Kong,Manufacturing,Collegiate,18,Accepted,2010,IGEM,none,0,0
544,HKU-Hong_Kong,Asia,Hong Kong,New Application,Collegiate,19,Accepted,2011,IGEM,silver,0,0
211,HKUST,Asia,Hong Kong,New Application,Collegiate,20,Accepted,2009,IGEM,silver,0,0
330,HKUST,Asia,Hong Kong,Health & Medicine,Collegiate,22,Accepted,2010,IGEM,gold,0,0
524,HKUST-Hong_Kong,Asia,Hong Kong,New Application,Collegiate,42,Accepted,2011,IGEM,gold,0,0
733,HKUST-Hong_Kong,Asia,Hong Kong,Health & Medicine,Collegiate,36,Accepted,2012,IGEM,gold,0,0
1682,HKUST-Rice,Asia,Hong Kong,Environment,Collegiate,46,Accepted,2015,Undergrad,gold,0,0
113,HKUSTers,Asia,Hong Kong,,Collegiate,15,Accepted,2008,IGEM,bronze,0,0
855,HKU_HongKong,Asia,Hong Kong,Environment,Collegiate,22,Accepted,2012,IGEM,silver,0,0
2618,HK_HCY_LFC,Asia,Hong Kong,High School,High_school,45,Accepted,2018,High_school,bronze,0,0
2219,HK_SKHLPSS,Asia,Hong Kong,High School,High_school,20,Accepted,2017,High_school,bronze,0,0
1327,HNU_China,Asia,China,Environment,Collegiate,18,Accepted,2014,Undergrad,none,0,0
496,HokkaidoU_Japan,Asia,Japan,Health & Medicine,Collegiate,8,Accepted,2010,IGEM,silver,0,0
547,HokkaidoU_Japan,Asia,Japan,New Application,Collegiate,24,Accepted,2011,IGEM,bronze,0,0
759,HokkaidoU_Japan,Asia,Japan,Manufacturing,Collegiate,17,Accepted,2012,IGEM,gold,0,0
1084,HokkaidoU_Japan,Asia,Japan,Foundational Advance,Collegiate,18,Accepted,2013,Undergrad,silver,0,0
1524,HokkaidoU_Japan,Asia,Japan,Foundational Advance,Collegiate,24,Accepted,2014,Overgrad,bronze,0,0
1714,HokkaidoU_Japan,Asia,Japan,Health & Medicine,Collegiate,14,Accepted,2015,Undergrad,silver,0,0
2015,HokkaidoU_Japan,Asia,Japan,Foundational Advance,Collegiate,17,Accepted,2016,Overgrad,bronze,0,0
2414,HokkaidoU_Japan,Asia,Japan,Environment,Collegiate,18,Accepted,2017,Undergrad,bronze,0,0
361,Hong_Kong-CUHK,Asia,Hong Kong,New Application,Collegiate,15,Accepted,2010,IGEM,gold,0,0
559,Hong_Kong-CUHK,Asia,Hong Kong,Foundational Advance,Collegiate,31,Accepted,2011,IGEM,gold,0,0
786,Hong_Kong-CUHK,Asia,Hong Kong,Foundational Advance,Collegiate,19,Accepted,2012,IGEM,gold,0,0
1314,Hong_Kong-CUHK,Asia,Hong Kong,New Application,Collegiate,25,Accepted,2014,Undergrad,gold,0,0
1648,Hong_Kong-CUHK,Asia,Hong Kong,New Application,Collegiate,24,Accepted,2015,Undergrad,gold,0,0
2254,Hong_Kong-CUHK,Asia,Hong Kong,Diagnostics,Collegiate,19,Accepted,2017,Undergrad,gold,0,0
2582,Hong_Kong-CUHK,Asia,Hong Kong,Diagnostics,Collegiate,17,Accepted,2018,Overgrad,gold,0,0
1092,Hong_Kong_CUHK,Asia,Hong Kong,New Application,Collegiate,18,Accepted,2013,Undergrad,silver,0,0
1217,Hong_Kong_HKU,Asia,Hong Kong,Environment,Collegiate,17,Accepted,2013,Undergrad,silver,0,0
1428,Hong_Kong_HKU,Asia,Hong Kong,Environment,Collegiate,20,Accepted,2014,Overgrad,silver,0,0
1774,Hong_Kong_HKU,Asia,Hong Kong,New Application,Collegiate,17,Accepted,2015,Undergrad,none,0,0
2054,Hong_Kong_HKU,Asia,Hong Kong,Diagnostics,Collegiate,23,Accepted,2016,Undergrad,silver,0,0
2202,Hong_Kong_HKU,Asia,Hong Kong,Diagnostics,Collegiate,20,Accepted,2017,Undergrad,bronze,0,0
2592,Hong_Kong_HKU,Asia,Hong Kong,Foundational Advance,Collegiate,20,Accepted,2018,Undergrad,gold,0,0
1119,Hong_Kong_HKUST,Asia,Hong Kong,Health & Medicine,Collegiate,27,Accepted,2013,Overgrad,gold,1,0
1379,Hong_Kong_HKUST,Asia,Hong Kong,Health & Medicine,Collegiate,30,Accepted,2014,Overgrad,gold,0,0
1899,Hong_Kong_HKUST,Asia,Hong Kong,Information Processing,Collegiate,34,Accepted,2016,Undergrad,silver,0,0
2240,Hong_Kong_HKUST,Asia,Hong Kong,Foundational Advance,Collegiate,32,Accepted,2017,Undergrad,gold,0,0
2764,Hong_Kong_HKUST,Asia,Hong Kong,Environment,Collegiate,23,Accepted,2018,Undergrad,gold,0,0
2578,Hong_Kong_JSS,Asia,Hong Kong,High School,High_school,47,Accepted,2018,High_school,bronze,0,0
1889,Hong_Kong_UCCKE,Asia,Hong Kong,High School,High_school,13,Accepted,2016,High_school,bronze,0,0
2197,Hong_Kong_UCCKE,Asia,Hong Kong,High School,High_school,19,Accepted,2017,High_school,none,0,0
1286,HSAAHNU_Anhui,Asia,China,,High_school,9,Accepted,2014,IGEM,blocked,0,0
2639,HSHL,Europe,Germany,Food & Nutrition,Collegiate,21,Accepted,2018,Overgrad,none,0,0
1961,HSiTAIWAN,Asia,Taiwan,High School,High_school,28,Accepted,2016,High_school,gold,1,1
1613,HSNU-TAIPEI,Asia,Taiwan,High School,High_school,76,Accepted,2015,High_school,gold,0,0
1273,HTHS_Trussville_AL,North America,United States,Environment(P),High_school,8,Accepted,2014,IGEM,blocked,0,0
2800,HUBU-Wuhan,Asia,China,Energy,Collegiate,14,Accepted,2018,Undergrad,silver,0,0
1293,HUNGENIOUS,Europe,Hungary,Health & Medicine(P),High_school,9,Accepted,2014,IGEM,blocked,0,0
661,Hunter-NYC,North America,United States,Environment,Collegiate,7,Accepted,2011,IGEM,none,0,0
580,HUST-China,Asia,China,Software Tools,Collegiate,20,Accepted,2011,IGEM,none,0,0
805,HUST-China,Asia,China,Food & Energy,Collegiate,24,Accepted,2012,IGEM,bronze,0,0
1037,HUST-China,Asia,China,Health & Medicine,Collegiate,22,Accepted,2013,Undergrad,silver,0,0
1393,HUST-China,Asia,China,Environment,Collegiate,27,Accepted,2014,Undergrad,silver,0,0
1592,HUST-China,Asia,China,Environment,Collegiate,22,Accepted,2015,Undergrad,gold,0,0
2036,HUST-China,Asia,China,Foundational Advance,Collegiate,23,Accepted,2016,Undergrad,gold,0,0
2336,HUST-China,Asia,China,Environment,Collegiate,25,Accepted,2017,Undergrad,gold,0,0
2533,HUST-China,Asia,China,Energy,Collegiate,33,Accepted,2018,Undergrad,silver,0,0
1551,HUST-Innovators,Asia,China,New Application,Collegiate,13,Accepted,2014,Undergrad,bronze,0,0
1228,HZAU-China,Asia,China,Health & Medicine,Collegiate,19,Accepted,2013,Undergrad,gold,0,0
1368,HZAU-China,Asia,China,Information Processing,Collegiate,31,Accepted,2014,Undergrad,gold,0,0
1713,HZAU-China,Asia,China,Information Processing,Collegiate,25,Accepted,2015,Undergrad,gold,0,0
2012,HZAU-China,Asia,China,Information Processing,Collegiate,24,Accepted,2016,Undergrad,bronze,0,0
2381,HZAU-China,Asia,China,Foundational Advance,Collegiate,33,Accepted,2017,Undergrad,gold,0,0
